"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX"
"4619","1.4735268354415894","1.4735268354415894","1.4735268354415894","0.9907398819923401","0.9907398819923401","0.9907398819923401","0.24731510877609253","0.24731510877609253","0.24731510877609253","2.7518064975738525","2.7518064975738525","2.7518064975738525","1.376239538192749","1.376239538192749","1.376239538192749","0.294732004404068","0.294732004404068","0.294732004404068"
"4649","2.5933666229248047","2.5933666229248047","2.5933666229248047","6.584736347198486","6.584736347198486","6.584736347198486","0.20619037747383118","0.20619037747383118","0.20619037747383118","3.1409804821014404","3.1409804821014404","3.1409804821014404","4.152356147766113","4.152356147766113","4.152356147766113","0.2736131548881531","0.2736131548881531","0.2736131548881531"
"4679","2.344517707824707","2.344517707824707","2.344517707824707","1.3305007219314575","1.3305007219314575","1.3305007219314575","0.23985587060451508","0.23985587060451508","0.23985587060451508","4.825211524963379","4.825211524963379","4.825211524963379","3.532015800476074","3.532015800476074","3.532015800476074","0.35974180698394775","0.35974180698394775","0.35974180698394775"
"4709","2.887981414794922","2.887981414794922","2.887981414794922","1.6219805479049683","1.6219805479049683","1.6219805479049683","0.2481708824634552","0.2481708824634552","0.2481708824634552","6.164958953857422","6.164958953857422","6.164958953857422","1.9725278615951538","1.9725278615951538","1.9725278615951538","0.37061765789985657","0.37061765789985657","0.37061765789985657"
"4739","5.397469520568848","5.397469520568848","5.397469520568848","1.7952593564987183","1.7952593564987183","1.7952593564987183","0.21096034348011017","0.21096034348011017","0.21096034348011017","7.668557643890381","7.668557643890381","7.668557643890381","2.116237163543701","2.116237163543701","2.116237163543701","0.2823885977268219","0.2823885977268219","0.2823885977268219"
"4769","3.250657320022583","3.250657320022583","3.250657320022583","1.5314949750900269","1.5314949750900269","1.5314949750900269","0.2648366093635559","0.2648366093635559","0.2648366093635559","7.428371429443359","7.428371429443359","7.428371429443359","2.3605756759643555","2.3605756759643555","2.3605756759643555","0.37268808484077454","0.37268808484077454","0.37268808484077454"
"4799","2.326523780822754","2.326523780822754","2.326523780822754","2.099278211593628","2.099278211593628","2.099278211593628","0.24327531456947327","0.24327531456947327","0.24327531456947327","4.200654029846191","4.200654029846191","4.200654029846191","1.8942503929138184","1.8942503929138184","1.8942503929138184","0.34541746973991394","0.34541746973991394","0.34541746973991394"
"4829","2.0690133571624756","2.0690133571624756","2.0690133571624756","1.0999518632888794","1.0999518632888794","1.0999518632888794","0.2483828365802765","0.2483828365802765","0.2483828365802765","3.761199951171875","3.761199951171875","3.761199951171875","1.5746058225631714","1.5746058225631714","1.5746058225631714","0.34224173426628113","0.34224173426628113","0.34224173426628113"
"4859","1.3897020816802979","1.3897020816802979","1.3897020816802979","0.792540431022644","0.792540431022644","0.792540431022644","0.19998504221439362","0.19998504221439362","0.19998504221439362","2.412416696548462","2.412416696548462","2.412416696548462","1.1665217876434326","1.1665217876434326","1.1665217876434326","0.27691394090652466","0.27691394090652466","0.27691394090652466"
"4889","2.002882957458496","2.002882957458496","2.002882957458496","1.0827041864395142","1.0827041864395142","1.0827041864395142","0.2976984679698944","0.2976984679698944","0.2976984679698944","3.137590169906616","3.137590169906616","3.137590169906616","1.5379363298416138","1.5379363298416138","1.5379363298416138","0.46119070053100586","0.46119070053100586","0.46119070053100586"
"4919","3.9011266231536865","3.9011266231536865","3.9011266231536865","6.43582010269165","6.43582010269165","6.43582010269165","0.22996142506599426","0.22996142506599426","0.22996142506599426","5.168887138366699","5.168887138366699","5.168887138366699","3.915508985519409","3.915508985519409","3.915508985519409","0.33590424060821533","0.33590424060821533","0.33590424060821533"
"4949","1.8871301412582397","1.8871301412582397","1.8871301412582397","1.2789798974990845","1.2789798974990845","1.2789798974990845","0.24204005300998688","0.24204005300998688","0.24204005300998688","2.948232412338257","2.948232412338257","2.948232412338257","1.3891934156417847","1.3891934156417847","1.3891934156417847","0.3107958137989044","0.3107958137989044","0.3107958137989044"
"4979","1.4927210807800293","1.4927210807800293","1.4927210807800293","1.2414634227752686","1.2414634227752686","1.2414634227752686","0.2662450671195984","0.2662450671195984","0.2662450671195984","2.6146597862243652","2.6146597862243652","2.6146597862243652","1.5229912996292114","1.5229912996292114","1.5229912996292114","0.3939354121685028","0.3939354121685028","0.3939354121685028"
"5009","1.1905642747879028","1.1905642747879028","1.1905642747879028","0.9188785552978516","0.9188785552978516","0.9188785552978516","0.24096481502056122","0.24096481502056122","0.24096481502056122","2.2904372215270996","2.2904372215270996","2.2904372215270996","1.5551393032073975","1.5551393032073975","1.5551393032073975","0.346708744764328","0.346708744764328","0.346708744764328"
"5039","1.4551260471343994","1.4551260471343994","1.4551260471343994","1.1418391466140747","1.1418391466140747","1.1418391466140747","0.2352219521999359","0.2352219521999359","0.2352219521999359","2.492814779281616","2.492814779281616","2.492814779281616","1.9801396131515503","1.9801396131515503","1.9801396131515503","0.3137019872665405","0.3137019872665405","0.3137019872665405"
"5069","1.5777387619018555","1.5777387619018555","1.5777387619018555","1.9960381984710693","1.9960381984710693","1.9960381984710693","0.23432278633117676","0.23432278633117676","0.23432278633117676","2.6034483909606934","2.6034483909606934","2.6034483909606934","1.832507610321045","1.832507610321045","1.832507610321045","0.36098310351371765","0.36098310351371765","0.36098310351371765"
"5099","1.348186731338501","1.348186731338501","1.348186731338501","1.0482860803604126","1.0482860803604126","1.0482860803604126","0.19329297542572021","0.19329297542572021","0.19329297542572021","2.506659507751465","2.506659507751465","2.506659507751465","1.3505802154541016","1.3505802154541016","1.3505802154541016","0.28223949670791626","0.28223949670791626","0.28223949670791626"
"5129","1.725982666015625","1.725982666015625","1.725982666015625","1.439194917678833","1.439194917678833","1.439194917678833","0.22281800210475922","0.22281800210475922","0.22281800210475922","2.7861621379852295","2.7861621379852295","2.7861621379852295","1.5584471225738525","1.5584471225738525","1.5584471225738525","0.33388063311576843","0.33388063311576843","0.33388063311576843"
"5159","1.796761393547058","1.796761393547058","1.796761393547058","0.9316709041595459","0.9316709041595459","0.9316709041595459","0.18894460797309875","0.18894460797309875","0.18894460797309875","4.31355619430542","4.31355619430542","4.31355619430542","1.3757457733154297","1.3757457733154297","1.3757457733154297","0.2694992125034332","0.2694992125034332","0.2694992125034332"
"5189","1.1416378021240234","1.1416378021240234","1.1416378021240234","0.9564152359962463","0.9564152359962463","0.9564152359962463","0.20691537857055664","0.20691537857055664","0.20691537857055664","1.9591506719589233","1.9591506719589233","1.9591506719589233","1.3541041612625122","1.3541041612625122","1.3541041612625122","0.30669841170310974","0.30669841170310974","0.30669841170310974"
"5219","1.4875376224517822","1.4875376224517822","1.4875376224517822","3.079817533493042","3.079817533493042","3.079817533493042","0.1940002739429474","0.1940002739429474","0.1940002739429474","2.271298885345459","2.271298885345459","2.271298885345459","2.789263963699341","2.789263963699341","2.789263963699341","0.26772910356521606","0.26772910356521606","0.26772910356521606"
"5249","1.7986849546432495","1.7986849546432495","1.7986849546432495","2.4846439361572266","2.4846439361572266","2.4846439361572266","0.2494727522134781","0.2494727522134781","0.2494727522134781","2.750275135040283","2.750275135040283","2.750275135040283","2.034898519515991","2.034898519515991","2.034898519515991","0.37005487084388733","0.37005487084388733","0.37005487084388733"
"5279","1.5848156213760376","1.5848156213760376","1.5848156213760376","3.9059431552886963","3.9059431552886963","3.9059431552886963","0.2469581961631775","0.2469581961631775","0.2469581961631775","2.834904909133911","2.834904909133911","2.834904909133911","3.4824094772338867","3.4824094772338867","3.4824094772338867","0.3202069401741028","0.3202069401741028","0.3202069401741028"
"5309","3.9031801223754883","3.9031801223754883","3.9031801223754883","14.206561088562012","14.206561088562012","14.206561088562012","0.24684984982013702","0.24684984982013702","0.24684984982013702","5.513482570648193","5.513482570648193","5.513482570648193","4.669086456298828","4.669086456298828","4.669086456298828","0.354181170463562","0.354181170463562","0.354181170463562"
"5339","5.3206024169921875","5.3206024169921875","5.3206024169921875","7.669927597045898","7.669927597045898","7.669927597045898","0.1901862621307373","0.1901862621307373","0.1901862621307373","6.885630130767822","6.885630130767822","6.885630130767822","28.88175392150879","28.88175392150879","28.88175392150879","0.25440287590026855","0.25440287590026855","0.25440287590026855"
"5369","2.303786277770996","2.303786277770996","2.303786277770996","1.7142574787139893","1.7142574787139893","1.7142574787139893","0.2553577125072479","0.2553577125072479","0.2553577125072479","4.078756809234619","4.078756809234619","4.078756809234619","1.710139274597168","1.710139274597168","1.710139274597168","0.3474610149860382","0.3474610149860382","0.3474610149860382"
"5399","1.000011920928955","1.000011920928955","1.000011920928955","0.7443612217903137","0.7443612217903137","0.7443612217903137","0.21586789190769196","0.21586789190769196","0.21586789190769196","2.0620687007904053","2.0620687007904053","2.0620687007904053","1.0503387451171875","1.0503387451171875","1.0503387451171875","0.3161401152610779","0.3161401152610779","0.3161401152610779"
"5429","1.0389147996902466","1.0389147996902466","1.0389147996902466","1.1039973497390747","1.1039973497390747","1.1039973497390747","0.23113498091697693","0.23113498091697693","0.23113498091697693","2.255286931991577","2.255286931991577","2.255286931991577","1.3666001558303833","1.3666001558303833","1.3666001558303833","0.3497754633426666","0.3497754633426666","0.3497754633426666"
"5459","2.896254301071167","2.896254301071167","2.896254301071167","5.308950901031494","5.308950901031494","5.308950901031494","0.18844787776470184","0.18844787776470184","0.18844787776470184","6.7079315185546875","6.7079315185546875","6.7079315185546875","23.47038459777832","23.47038459777832","23.47038459777832","0.2778501808643341","0.2778501808643341","0.2778501808643341"
"5489","1.187215805053711","1.187215805053711","1.187215805053711","1.377553939819336","1.377553939819336","1.377553939819336","0.18630874156951904","0.18630874156951904","0.18630874156951904","2.331204652786255","2.331204652786255","2.331204652786255","1.290045142173767","1.290045142173767","1.290045142173767","0.28796306252479553","0.28796306252479553","0.28796306252479553"
"5519","0.9099816679954529","0.9099816679954529","0.9099816679954529","0.9936103820800781","0.9936103820800781","0.9936103820800781","0.22012996673583984","0.22012996673583984","0.22012996673583984","1.9217838048934937","1.9217838048934937","1.9217838048934937","1.142323613166809","1.142323613166809","1.142323613166809","0.25850364565849304","0.25850364565849304","0.25850364565849304"
"5549","1.5579814910888672","1.5579814910888672","1.5579814910888672","2.194512128829956","2.194512128829956","2.194512128829956","0.18661481142044067","0.18661481142044067","0.18661481142044067","2.177043914794922","2.177043914794922","2.177043914794922","1.2624708414077759","1.2624708414077759","1.2624708414077759","0.2884325087070465","0.2884325087070465","0.2884325087070465"
"5579","1.6844712495803833","1.6844712495803833","1.6844712495803833","1.0522321462631226","1.0522321462631226","1.0522321462631226","0.24709190428256989","0.24709190428256989","0.24709190428256989","3.731163740158081","3.731163740158081","3.731163740158081","1.5016769170761108","1.5016769170761108","1.5016769170761108","0.37164244055747986","0.37164244055747986","0.37164244055747986"
"5609","2.118722438812256","2.118722438812256","2.118722438812256","3.7449212074279785","3.7449212074279785","3.7449212074279785","0.21437931060791016","0.21437931060791016","0.21437931060791016","2.4542994499206543","2.4542994499206543","2.4542994499206543","3.072082996368408","3.072082996368408","3.072082996368408","0.3267916440963745","0.3267916440963745","0.3267916440963745"
"5639","1.7148842811584473","1.7148842811584473","1.7148842811584473","1.2173829078674316","1.2173829078674316","1.2173829078674316","0.18050867319107056","0.18050867319107056","0.18050867319107056","1.8374773263931274","1.8374773263931274","1.8374773263931274","1.3883994817733765","1.3883994817733765","1.3883994817733765","0.28024622797966003","0.28024622797966003","0.28024622797966003"
"5669","1.674621820449829","1.674621820449829","1.674621820449829","1.2558939456939697","1.2558939456939697","1.2558939456939697","0.18163833022117615","0.18163833022117615","0.18163833022117615","1.7384567260742188","1.7384567260742188","1.7384567260742188","1.4802576303482056","1.4802576303482056","1.4802576303482056","0.2943274974822998","0.2943274974822998","0.2943274974822998"
"5699","1.0804871320724487","1.0804871320724487","1.0804871320724487","1.237756609916687","1.237756609916687","1.237756609916687","0.15420112013816833","0.15420112013816833","0.15420112013816833","2.4932925701141357","2.4932925701141357","2.4932925701141357","0.9208306670188904","0.9208306670188904","0.9208306670188904","0.24186263978481293","0.24186263978481293","0.24186263978481293"
"5729","0.6932690143585205","0.6932690143585205","0.6932690143585205","0.6915420293807983","0.6915420293807983","0.6915420293807983","0.16998468339443207","0.16998468339443207","0.16998468339443207","1.553275465965271","1.553275465965271","1.553275465965271","0.8631448149681091","0.8631448149681091","0.8631448149681091","0.2827160656452179","0.2827160656452179","0.2827160656452179"
"5759","0.8185392618179321","0.8185392618179321","0.8185392618179321","0.6552473306655884","0.6552473306655884","0.6552473306655884","0.21468673646450043","0.21468673646450043","0.21468673646450043","1.3824412822723389","1.3824412822723389","1.3824412822723389","1.0303412675857544","1.0303412675857544","1.0303412675857544","0.32455962896347046","0.32455962896347046","0.32455962896347046"
"5789","0.7798489928245544","0.7798489928245544","0.7798489928245544","0.6534650921821594","0.6534650921821594","0.6534650921821594","0.1693481057882309","0.1693481057882309","0.1693481057882309","1.5999999046325684","1.5999999046325684","1.5999999046325684","0.9467915892601013","0.9467915892601013","0.9467915892601013","0.28176191449165344","0.28176191449165344","0.28176191449165344"
"5819","0.5379084944725037","0.5379084944725037","0.5379084944725037","0.5364373922348022","0.5364373922348022","0.5364373922348022","0.18653449416160583","0.18653449416160583","0.18653449416160583","1.2945654392242432","1.2945654392242432","1.2945654392242432","0.7873151898384094","0.7873151898384094","0.7873151898384094","0.2726227641105652","0.2726227641105652","0.2726227641105652"
"5849","0.9469156265258789","0.9469156265258789","0.9469156265258789","0.8258448839187622","0.8258448839187622","0.8258448839187622","0.20743630826473236","0.20743630826473236","0.20743630826473236","1.7546645402908325","1.7546645402908325","1.7546645402908325","1.109034538269043","1.109034538269043","1.109034538269043","0.34616729617118835","0.34616729617118835","0.34616729617118835"
"5879","0.687296986579895","0.687296986579895","0.687296986579895","0.7509534955024719","0.7509534955024719","0.7509534955024719","0.17703236639499664","0.17703236639499664","0.17703236639499664","1.619654655456543","1.619654655456543","1.619654655456543","1.500182867050171","1.500182867050171","1.500182867050171","0.2281278520822525","0.2281278520822525","0.2281278520822525"
"5909","0.8098063468933105","0.8098063468933105","0.8098063468933105","0.5107722878456116","0.5107722878456116","0.5107722878456116","0.155739426612854","0.155739426612854","0.155739426612854","1.5622963905334473","1.5622963905334473","1.5622963905334473","0.9955617785453796","0.9955617785453796","0.9955617785453796","0.24266865849494934","0.24266865849494934","0.24266865849494934"
"5939","1.377300500869751","1.377300500869751","1.377300500869751","0.7617233395576477","0.7617233395576477","0.7617233395576477","0.18709665536880493","0.18709665536880493","0.18709665536880493","3.3168423175811768","3.3168423175811768","3.3168423175811768","1.1841599941253662","1.1841599941253662","1.1841599941253662","0.30062898993492126","0.30062898993492126","0.30062898993492126"
"5969","0.5530999898910522","0.5530999898910522","0.5530999898910522","0.5508319139480591","0.5508319139480591","0.5508319139480591","0.23446083068847656","0.23446083068847656","0.23446083068847656","1.3145253658294678","1.3145253658294678","1.3145253658294678","0.8368348479270935","0.8368348479270935","0.8368348479270935","0.32350486516952515","0.32350486516952515","0.32350486516952515"
"5999","0.7962591648101807","0.7962591648101807","0.7962591648101807","0.916691243648529","0.916691243648529","0.916691243648529","0.19289889931678772","0.19289889931678772","0.19289889931678772","1.3427541255950928","1.3427541255950928","1.3427541255950928","1.1077451705932617","1.1077451705932617","1.1077451705932617","0.2685992419719696","0.2685992419719696","0.2685992419719696"
"6029","0.5356371998786926","0.5356371998786926","0.5356371998786926","0.5219446420669556","0.5219446420669556","0.5219446420669556","0.16742941737174988","0.16742941737174988","0.16742941737174988","1.2079955339431763","1.2079955339431763","1.2079955339431763","0.7258413434028625","0.7258413434028625","0.7258413434028625","0.2823135256767273","0.2823135256767273","0.2823135256767273"
"6059","1.3246041536331177","1.3246041536331177","1.3246041536331177","2.5458147525787354","2.5458147525787354","2.5458147525787354","0.19660665094852448","0.19660665094852448","0.19660665094852448","2.349130868911743","2.349130868911743","2.349130868911743","1.0351046323776245","1.0351046323776245","1.0351046323776245","0.24973651766777039","0.24973651766777039","0.24973651766777039"
"6089","0.6485649943351746","0.6485649943351746","0.6485649943351746","0.5863455533981323","0.5863455533981323","0.5863455533981323","0.18573372066020966","0.18573372066020966","0.18573372066020966","1.2618862390518188","1.2618862390518188","1.2618862390518188","1.0532270669937134","1.0532270669937134","1.0532270669937134","0.2623141407966614","0.2623141407966614","0.2623141407966614"
"6119","1.6653008460998535","1.6653008460998535","1.6653008460998535","8.072318077087402","8.072318077087402","8.072318077087402","0.18539246916770935","0.18539246916770935","0.18539246916770935","2.6451823711395264","2.6451823711395264","2.6451823711395264","4.275908946990967","4.275908946990967","4.275908946990967","0.2890765964984894","0.2890765964984894","0.2890765964984894"
"6149","0.6889724731445312","0.6889724731445312","0.6889724731445312","0.5946455001831055","0.5946455001831055","0.5946455001831055","0.18361590802669525","0.18361590802669525","0.18361590802669525","1.1522568464279175","1.1522568464279175","1.1522568464279175","0.7389013767242432","0.7389013767242432","0.7389013767242432","0.2528705298900604","0.2528705298900604","0.2528705298900604"
"6179","0.6364822387695312","0.6364822387695312","0.6364822387695312","1.3007808923721313","1.3007808923721313","1.3007808923721313","0.15242382884025574","0.15242382884025574","0.15242382884025574","1.1460838317871094","1.1460838317871094","1.1460838317871094","0.9312846064567566","0.9312846064567566","0.9312846064567566","0.2352583259344101","0.2352583259344101","0.2352583259344101"
"6209","1.0190777778625488","1.0190777778625488","1.0190777778625488","0.8354467749595642","0.8354467749595642","0.8354467749595642","0.1653757393360138","0.1653757393360138","0.1653757393360138","2.4623680114746094","2.4623680114746094","2.4623680114746094","1.1461230516433716","1.1461230516433716","1.1461230516433716","0.2820099890232086","0.2820099890232086","0.2820099890232086"
"6239","0.462575763463974","0.462575763463974","0.462575763463974","0.4038456678390503","0.4038456678390503","0.4038456678390503","0.18353870511054993","0.18353870511054993","0.18353870511054993","1.0669163465499878","1.0669163465499878","1.0669163465499878","0.6443743705749512","0.6443743705749512","0.6443743705749512","0.2416802942752838","0.2416802942752838","0.2416802942752838"
"6269","1.3555423021316528","1.3555423021316528","1.3555423021316528","2.119978189468384","2.119978189468384","2.119978189468384","0.14051750302314758","0.14051750302314758","0.14051750302314758","2.041766881942749","2.041766881942749","2.041766881942749","1.7084726095199585","1.7084726095199585","1.7084726095199585","0.2138586789369583","0.2138586789369583","0.2138586789369583"
"6299","0.8370838761329651","0.8370838761329651","0.8370838761329651","2.4411699771881104","2.4411699771881104","2.4411699771881104","0.1744447648525238","0.1744447648525238","0.1744447648525238","1.4052592515945435","1.4052592515945435","1.4052592515945435","1.5650910139083862","1.5650910139083862","1.5650910139083862","0.292743057012558","0.292743057012558","0.292743057012558"
"6329","0.7907150387763977","0.7907150387763977","0.7907150387763977","0.6113308668136597","0.6113308668136597","0.6113308668136597","0.15284085273742676","0.15284085273742676","0.15284085273742676","2.0824179649353027","2.0824179649353027","2.0824179649353027","0.9838865399360657","0.9838865399360657","0.9838865399360657","0.2652358114719391","0.2652358114719391","0.2652358114719391"
"6359","1.4526455402374268","1.4526455402374268","1.4526455402374268","15.487650871276855","15.487650871276855","15.487650871276855","0.16366562247276306","0.16366562247276306","0.16366562247276306","3.8204128742218018","3.8204128742218018","3.8204128742218018","21.10706329345703","21.10706329345703","21.10706329345703","0.2801899015903473","0.2801899015903473","0.2801899015903473"
"6389","0.4055286943912506","0.4055286943912506","0.4055286943912506","0.5183525681495667","0.5183525681495667","0.5183525681495667","0.14005468785762787","0.14005468785762787","0.14005468785762787","0.9765449166297913","0.9765449166297913","0.9765449166297913","0.7624912858009338","0.7624912858009338","0.7624912858009338","0.2582767903804779","0.2582767903804779","0.2582767903804779"
"6419","0.6367471814155579","0.6367471814155579","0.6367471814155579","0.7901439666748047","0.7901439666748047","0.7901439666748047","0.1913258284330368","0.1913258284330368","0.1913258284330368","1.172661542892456","1.172661542892456","1.172661542892456","0.8885975480079651","0.8885975480079651","0.8885975480079651","0.29162272810935974","0.29162272810935974","0.29162272810935974"
"6449","0.4383537173271179","0.4383537173271179","0.4383537173271179","0.6976232528686523","0.6976232528686523","0.6976232528686523","0.1559906005859375","0.1559906005859375","0.1559906005859375","0.8271065950393677","0.8271065950393677","0.8271065950393677","0.6241820454597473","0.6241820454597473","0.6241820454597473","0.2628616988658905","0.2628616988658905","0.2628616988658905"
"6479","0.743434727191925","0.743434727191925","0.743434727191925","0.5146390199661255","0.5146390199661255","0.5146390199661255","0.11754878610372543","0.11754878610372543","0.11754878610372543","0.7809620499610901","0.7809620499610901","0.7809620499610901","0.6493625640869141","0.6493625640869141","0.6493625640869141","0.19068312644958496","0.19068312644958496","0.19068312644958496"
"6509","1.1414707899093628","1.1414707899093628","1.1414707899093628","0.718126654624939","0.718126654624939","0.718126654624939","0.18065965175628662","0.18065965175628662","0.18065965175628662","1.9975074529647827","1.9975074529647827","1.9975074529647827","1.0230671167373657","1.0230671167373657","1.0230671167373657","0.26735034584999084","0.26735034584999084","0.26735034584999084"
"6539","0.4276905357837677","0.4276905357837677","0.4276905357837677","0.44057437777519226","0.44057437777519226","0.44057437777519226","0.16035586595535278","0.16035586595535278","0.16035586595535278","0.960267186164856","0.960267186164856","0.960267186164856","0.6681786775588989","0.6681786775588989","0.6681786775588989","0.2255537211894989","0.2255537211894989","0.2255537211894989"
"6569","0.678085446357727","0.678085446357727","0.678085446357727","0.6484664678573608","0.6484664678573608","0.6484664678573608","0.12416194379329681","0.12416194379329681","0.12416194379329681","1.7916251420974731","1.7916251420974731","1.7916251420974731","0.9246101379394531","0.9246101379394531","0.9246101379394531","0.2170690894126892","0.2170690894126892","0.2170690894126892"
"6599","0.6219254732131958","0.6219254732131958","0.6219254732131958","1.0523748397827148","1.0523748397827148","1.0523748397827148","0.14173577725887299","0.14173577725887299","0.14173577725887299","0.9606765508651733","0.9606765508651733","0.9606765508651733","0.856979250907898","0.856979250907898","0.856979250907898","0.2156452089548111","0.2156452089548111","0.2156452089548111"
"6629","0.5524976849555969","0.5524976849555969","0.5524976849555969","0.5772979855537415","0.5772979855537415","0.5772979855537415","0.17652533948421478","0.17652533948421478","0.17652533948421478","0.8690478205680847","0.8690478205680847","0.8690478205680847","1.0942435264587402","1.0942435264587402","1.0942435264587402","0.25653544068336487","0.25653544068336487","0.25653544068336487"
"6659","0.6041813492774963","0.6041813492774963","0.6041813492774963","0.5633534789085388","0.5633534789085388","0.5633534789085388","0.16131484508514404","0.16131484508514404","0.16131484508514404","1.5982236862182617","1.5982236862182617","1.5982236862182617","0.8619129061698914","0.8619129061698914","0.8619129061698914","0.25329023599624634","0.25329023599624634","0.25329023599624634"
"6689","0.33541956543922424","0.33541956543922424","0.33541956543922424","0.3606736660003662","0.3606736660003662","0.3606736660003662","0.14041978120803833","0.14041978120803833","0.14041978120803833","0.8222155570983887","0.8222155570983887","0.8222155570983887","0.5659246444702148","0.5659246444702148","0.5659246444702148","0.22221633791923523","0.22221633791923523","0.22221633791923523"
"6719","0.3592064678668976","0.3592064678668976","0.3592064678668976","0.5074284076690674","0.5074284076690674","0.5074284076690674","0.1698387861251831","0.1698387861251831","0.1698387861251831","0.8898405432701111","0.8898405432701111","0.8898405432701111","0.6479998826980591","0.6479998826980591","0.6479998826980591","0.27408069372177124","0.27408069372177124","0.27408069372177124"
"6749","0.7123212814331055","0.7123212814331055","0.7123212814331055","0.965160071849823","0.965160071849823","0.965160071849823","0.13719604909420013","0.13719604909420013","0.13719604909420013","1.351549506187439","1.351549506187439","1.351549506187439","0.9387168884277344","0.9387168884277344","0.9387168884277344","0.1970224678516388","0.1970224678516388","0.1970224678516388"
"6779","0.8034988045692444","0.8034988045692444","0.8034988045692444","0.6535352468490601","0.6535352468490601","0.6535352468490601","0.13784180581569672","0.13784180581569672","0.13784180581569672","2.083595037460327","2.083595037460327","2.083595037460327","0.9332882761955261","0.9332882761955261","0.9332882761955261","0.20786720514297485","0.20786720514297485","0.20786720514297485"
"6809","0.6555910110473633","0.6555910110473633","0.6555910110473633","0.5824823379516602","0.5824823379516602","0.5824823379516602","0.1448083370923996","0.1448083370923996","0.1448083370923996","0.8683121800422668","0.8683121800422668","0.8683121800422668","0.8757653832435608","0.8757653832435608","0.8757653832435608","0.25107425451278687","0.25107425451278687","0.25107425451278687"
"6839","0.9632218480110168","0.9632218480110168","0.9632218480110168","0.5698438882827759","0.5698438882827759","0.5698438882827759","0.17807923257350922","0.17807923257350922","0.17807923257350922","1.2626699209213257","1.2626699209213257","1.2626699209213257","0.645947277545929","0.645947277545929","0.645947277545929","0.21391639113426208","0.21391639113426208","0.21391639113426208"
"6869","0.44809600710868835","0.44809600710868835","0.44809600710868835","0.38689860701560974","0.38689860701560974","0.38689860701560974","0.17450225353240967","0.17450225353240967","0.17450225353240967","0.879520833492279","0.879520833492279","0.879520833492279","0.507830023765564","0.507830023765564","0.507830023765564","0.2565264403820038","0.2565264403820038","0.2565264403820038"
"6899","1.0712682008743286","1.0712682008743286","1.0712682008743286","3.5896410942077637","3.5896410942077637","3.5896410942077637","0.15047208964824677","0.15047208964824677","0.15047208964824677","3.680969715118408","3.680969715118408","3.680969715118408","3.966078519821167","3.966078519821167","3.966078519821167","0.22729907929897308","0.22729907929897308","0.22729907929897308"
"6929","0.3194146156311035","0.3194146156311035","0.3194146156311035","0.4768279790878296","0.4768279790878296","0.4768279790878296","0.17990997433662415","0.17990997433662415","0.17990997433662415","0.8518953323364258","0.8518953323364258","0.8518953323364258","0.7308028936386108","0.7308028936386108","0.7308028936386108","0.2614228427410126","0.2614228427410126","0.2614228427410126"
"6959","0.808897078037262","0.808897078037262","0.808897078037262","0.3893698453903198","0.3893698453903198","0.3893698453903198","0.1403011828660965","0.1403011828660965","0.1403011828660965","0.7593739032745361","0.7593739032745361","0.7593739032745361","0.46321508288383484","0.46321508288383484","0.46321508288383484","0.19797973334789276","0.19797973334789276","0.19797973334789276"
"6989","0.8040750026702881","0.8040750026702881","0.8040750026702881","0.4202931225299835","0.4202931225299835","0.4202931225299835","0.1373250037431717","0.1373250037431717","0.1373250037431717","0.6208080053329468","0.6208080053329468","0.6208080053329468","0.49343517422676086","0.49343517422676086","0.49343517422676086","0.215849831700325","0.215849831700325","0.215849831700325"
