"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"4259","1.7593642473220825","1.7593642473220825","1.7593642473220825","0.8634401559829712","0.8634401559829712","0.8634401559829712","0.24494853615760803","0.24494853615760803","0.24494853615760803","3.60738468170166","3.60738468170166","3.60738468170166","1.4200215339660645","1.4200215339660645","1.4200215339660645","0.33512812852859497","0.33512812852859497","0.33512812852859497"
"4289","1.5446972846984863","1.5446972846984863","1.5446972846984863","0.9012748599052429","0.9012748599052429","0.9012748599052429","0.2715568244457245","0.2715568244457245","0.2715568244457245","3.26672101020813","3.26672101020813","3.26672101020813","1.383607029914856","1.383607029914856","1.383607029914856","0.3195074498653412","0.3195074498653412","0.3195074498653412"
"4319","1.2680575847625732","1.2680575847625732","1.2680575847625732","1.4604854583740234","1.4604854583740234","1.4604854583740234","0.261516273021698","0.261516273021698","0.261516273021698","2.7656917572021484","2.7656917572021484","2.7656917572021484","1.3827744722366333","1.3827744722366333","1.3827744722366333","0.3327774703502655","0.3327774703502655","0.3327774703502655"
"4349","1.3710696697235107","1.3710696697235107","1.3710696697235107","0.9032818675041199","0.9032818675041199","0.9032818675041199","0.26530635356903076","0.26530635356903076","0.26530635356903076","3.0496633052825928","3.0496633052825928","3.0496633052825928","1.3692665100097656","1.3692665100097656","1.3692665100097656","0.34763166308403015","0.34763166308403015","0.34763166308403015"
"4379","2.7656054496765137","2.7656054496765137","2.7656054496765137","2.3444817066192627","2.3444817066192627","2.3444817066192627","0.26567333936691284","0.26567333936691284","0.26567333936691284","5.311015605926514","5.311015605926514","5.311015605926514","3.6025121212005615","3.6025121212005615","3.6025121212005615","0.35548827052116394","0.35548827052116394","0.35548827052116394"
"4409","1.379108190536499","1.379108190536499","1.379108190536499","1.0511196851730347","1.0511196851730347","1.0511196851730347","0.22220994532108307","0.22220994532108307","0.22220994532108307","2.713083505630493","2.713083505630493","2.713083505630493","1.2335431575775146","1.2335431575775146","1.2335431575775146","0.2984514832496643","0.2984514832496643","0.2984514832496643"
"4439","1.7417510747909546","1.7417510747909546","1.7417510747909546","1.0140091180801392","1.0140091180801392","1.0140091180801392","0.27982401847839355","0.27982401847839355","0.27982401847839355","3.288072347640991","3.288072347640991","3.288072347640991","1.4534331560134888","1.4534331560134888","1.4534331560134888","0.3440324068069458","0.3440324068069458","0.3440324068069458"
"4469","1.253596544265747","1.253596544265747","1.253596544265747","1.3306033611297607","1.3306033611297607","1.3306033611297607","0.2518719732761383","0.2518719732761383","0.2518719732761383","2.5387158393859863","2.5387158393859863","2.5387158393859863","1.3694628477096558","1.3694628477096558","1.3694628477096558","0.3006102442741394","0.3006102442741394","0.3006102442741394"
"4499","4.704102039337158","4.704102039337158","4.704102039337158","5.593485355377197","5.593485355377197","5.593485355377197","0.2152475267648697","0.2152475267648697","0.2152475267648697","6.711230754852295","6.711230754852295","6.711230754852295","17.402864456176758","17.402864456176758","17.402864456176758","0.3113921582698822","0.3113921582698822","0.3113921582698822"
"4529","1.4232594966888428","1.4232594966888428","1.4232594966888428","0.7547842264175415","0.7547842264175415","0.7547842264175415","0.24918407201766968","0.24918407201766968","0.24918407201766968","3.2483928203582764","3.2483928203582764","3.2483928203582764","1.3222399950027466","1.3222399950027466","1.3222399950027466","0.31622883677482605","0.31622883677482605","0.31622883677482605"
"4559","2.3774545192718506","2.3774545192718506","2.3774545192718506","1.0532245635986328","1.0532245635986328","1.0532245635986328","0.23957504332065582","0.23957504332065582","0.23957504332065582","5.377612113952637","5.377612113952637","5.377612113952637","1.7974746227264404","1.7974746227264404","1.7974746227264404","0.3110688328742981","0.3110688328742981","0.3110688328742981"
"4589","1.2646621465682983","1.2646621465682983","1.2646621465682983","1.1530280113220215","1.1530280113220215","1.1530280113220215","0.1783858835697174","0.1783858835697174","0.1783858835697174","2.5474071502685547","2.5474071502685547","2.5474071502685547","1.101928949356079","1.101928949356079","1.101928949356079","0.22800487279891968","0.22800487279891968","0.22800487279891968"
"4619","1.2022206783294678","1.2022206783294678","1.2022206783294678","0.5572456121444702","0.5572456121444702","0.5572456121444702","0.18826182186603546","0.18826182186603546","0.18826182186603546","2.771625280380249","2.771625280380249","2.771625280380249","0.9500133395195007","0.9500133395195007","0.9500133395195007","0.22057805955410004","0.22057805955410004","0.22057805955410004"
"4649","2.5459353923797607","2.5459353923797607","2.5459353923797607","7.526976585388184","7.526976585388184","7.526976585388184","0.24391143023967743","0.24391143023967743","0.24391143023967743","2.9812185764312744","2.9812185764312744","2.9812185764312744","5.177101135253906","5.177101135253906","5.177101135253906","0.31441089510917664","0.31441089510917664","0.31441089510917664"
"4679","1.1724090576171875","1.1724090576171875","1.1724090576171875","0.7106361389160156","0.7106361389160156","0.7106361389160156","0.24546672403812408","0.24546672403812408","0.24546672403812408","4.174368858337402","4.174368858337402","4.174368858337402","2.4309041500091553","2.4309041500091553","2.4309041500091553","0.3231736719608307","0.3231736719608307","0.3231736719608307"
"4709","1.4022183418273926","1.4022183418273926","1.4022183418273926","0.8179275989532471","0.8179275989532471","0.8179275989532471","0.26066967844963074","0.26066967844963074","0.26066967844963074","3.6597251892089844","3.6597251892089844","3.6597251892089844","1.3025875091552734","1.3025875091552734","1.3025875091552734","0.3299208879470825","0.3299208879470825","0.3299208879470825"
"4739","2.8354623317718506","2.8354623317718506","2.8354623317718506","1.5571752786636353","1.5571752786636353","1.5571752786636353","0.22725285589694977","0.22725285589694977","0.22725285589694977","6.067304611206055","6.067304611206055","6.067304611206055","1.6568036079406738","1.6568036079406738","1.6568036079406738","0.27854129672050476","0.27854129672050476","0.27854129672050476"
"4769","2.7390942573547363","2.7390942573547363","2.7390942573547363","0.9294508099555969","0.9294508099555969","0.9294508099555969","0.21256648004055023","0.21256648004055023","0.21256648004055023","9.862311363220215","9.862311363220215","9.862311363220215","1.6962828636169434","1.6962828636169434","1.6962828636169434","0.2850967049598694","0.2850967049598694","0.2850967049598694"
"4799","1.1601625680923462","1.1601625680923462","1.1601625680923462","1.4084527492523193","1.4084527492523193","1.4084527492523193","0.2039794921875","0.2039794921875","0.2039794921875","3.2310991287231445","3.2310991287231445","3.2310991287231445","1.766696572303772","1.766696572303772","1.766696572303772","0.28577911853790283","0.28577911853790283","0.28577911853790283"
"4829","1.1292637586593628","1.1292637586593628","1.1292637586593628","0.7546679377555847","0.7546679377555847","0.7546679377555847","0.2084893435239792","0.2084893435239792","0.2084893435239792","3.3137505054473877","3.3137505054473877","3.3137505054473877","1.3623307943344116","1.3623307943344116","1.3623307943344116","0.3111035227775574","0.3111035227775574","0.3111035227775574"
"4859","1.3210034370422363","1.3210034370422363","1.3210034370422363","0.7621714472770691","0.7621714472770691","0.7621714472770691","0.1867378205060959","0.1867378205060959","0.1867378205060959","2.882328510284424","2.882328510284424","2.882328510284424","1.1407363414764404","1.1407363414764404","1.1407363414764404","0.25676578283309937","0.25676578283309937","0.25676578283309937"
"4889","1.0038845539093018","1.0038845539093018","1.0038845539093018","0.5707858800888062","0.5707858800888062","0.5707858800888062","0.22196128964424133","0.22196128964424133","0.22196128964424133","2.628618001937866","2.628618001937866","2.628618001937866","1.150750994682312","1.150750994682312","1.150750994682312","0.29826414585113525","0.29826414585113525","0.29826414585113525"
"4919","3.527435302734375","3.527435302734375","3.527435302734375","3.631115674972534","3.631115674972534","3.631115674972534","0.23681363463401794","0.23681363463401794","0.23681363463401794","7.814307689666748","7.814307689666748","7.814307689666748","5.472079277038574","5.472079277038574","5.472079277038574","0.3433801829814911","0.3433801829814911","0.3433801829814911"
"4949","1.3789383172988892","1.3789383172988892","1.3789383172988892","0.8194979429244995","0.8194979429244995","0.8194979429244995","0.2561298608779907","0.2561298608779907","0.2561298608779907","3.075519323348999","3.075519323348999","3.075519323348999","1.5236375331878662","1.5236375331878662","1.5236375331878662","0.300836980342865","0.300836980342865","0.300836980342865"
"4979","1.1303614377975464","1.1303614377975464","1.1303614377975464","0.6482656598091125","0.6482656598091125","0.6482656598091125","0.2266438603401184","0.2266438603401184","0.2266438603401184","2.4319956302642822","2.4319956302642822","2.4319956302642822","1.1525688171386719","1.1525688171386719","1.1525688171386719","0.2759367823600769","0.2759367823600769","0.2759367823600769"
"5009","0.7152369022369385","0.7152369022369385","0.7152369022369385","0.4892904460430145","0.4892904460430145","0.4892904460430145","0.21729105710983276","0.21729105710983276","0.21729105710983276","2.1439406871795654","2.1439406871795654","2.1439406871795654","0.9619038105010986","0.9619038105010986","0.9619038105010986","0.25288981199264526","0.25288981199264526","0.25288981199264526"
"5039","0.7890893220901489","0.7890893220901489","0.7890893220901489","1.2224974632263184","1.2224974632263184","1.2224974632263184","0.19499675929546356","0.19499675929546356","0.19499675929546356","2.2176103591918945","2.2176103591918945","2.2176103591918945","1.143934726715088","1.143934726715088","1.143934726715088","0.2640431225299835","0.2640431225299835","0.2640431225299835"
"5069","1.3851115703582764","1.3851115703582764","1.3851115703582764","1.3126310110092163","1.3126310110092163","1.3126310110092163","0.20979636907577515","0.20979636907577515","0.20979636907577515","2.2243032455444336","2.2243032455444336","2.2243032455444336","1.0868241786956787","1.0868241786956787","1.0868241786956787","0.2798014283180237","0.2798014283180237","0.2798014283180237"
"5099","1.0114473104476929","1.0114473104476929","1.0114473104476929","0.7218285202980042","0.7218285202980042","0.7218285202980042","0.21779048442840576","0.21779048442840576","0.21779048442840576","2.3424153327941895","2.3424153327941895","2.3424153327941895","1.2248187065124512","1.2248187065124512","1.2248187065124512","0.3157111406326294","0.3157111406326294","0.3157111406326294"
"5129","1.222204566001892","1.222204566001892","1.222204566001892","1.0339601039886475","1.0339601039886475","1.0339601039886475","0.21672572195529938","0.21672572195529938","0.21672572195529938","2.157536506652832","2.157536506652832","2.157536506652832","1.2809929847717285","1.2809929847717285","1.2809929847717285","0.2713771462440491","0.2713771462440491","0.2713771462440491"
"5159","1.1123037338256836","1.1123037338256836","1.1123037338256836","0.7091061472892761","0.7091061472892761","0.7091061472892761","0.17242254316806793","0.17242254316806793","0.17242254316806793","3.0604264736175537","3.0604264736175537","3.0604264736175537","0.9657084941864014","0.9657084941864014","0.9657084941864014","0.2391577512025833","0.2391577512025833","0.2391577512025833"
"5189","0.9525648355484009","0.9525648355484009","0.9525648355484009","0.471368670463562","0.471368670463562","0.471368670463562","0.18901427090168","0.18901427090168","0.18901427090168","1.885759711265564","1.885759711265564","1.885759711265564","0.8542097210884094","0.8542097210884094","0.8542097210884094","0.2677616775035858","0.2677616775035858","0.2677616775035858"
"5219","1.1676652431488037","1.1676652431488037","1.1676652431488037","2.9502031803131104","2.9502031803131104","2.9502031803131104","0.1991593837738037","0.1991593837738037","0.1991593837738037","1.9471594095230103","1.9471594095230103","1.9471594095230103","2.050548791885376","2.050548791885376","2.050548791885376","0.27775487303733826","0.27775487303733826","0.27775487303733826"
"5249","0.8044524788856506","0.8044524788856506","0.8044524788856506","1.2560797929763794","1.2560797929763794","1.2560797929763794","0.19768279790878296","0.19768279790878296","0.19768279790878296","2.2391231060028076","2.2391231060028076","2.2391231060028076","2.1045432090759277","2.1045432090759277","2.1045432090759277","0.2567237317562103","0.2567237317562103","0.2567237317562103"
"5279","1.315381407737732","1.315381407737732","1.315381407737732","3.965798854827881","3.965798854827881","3.965798854827881","0.1925617754459381","0.1925617754459381","0.1925617754459381","2.0175604820251465","2.0175604820251465","2.0175604820251465","3.1579272747039795","3.1579272747039795","3.1579272747039795","0.2926867604255676","0.2926867604255676","0.2926867604255676"
"5309","4.516017913818359","4.516017913818359","4.516017913818359","3.2988979816436768","3.2988979816436768","3.2988979816436768","0.1515229195356369","0.1515229195356369","0.1515229195356369","4.9154229164123535","4.9154229164123535","4.9154229164123535","8.16435432434082","8.16435432434082","8.16435432434082","0.20536594092845917","0.20536594092845917","0.20536594092845917"
"5339","5.137332439422607","5.137332439422607","5.137332439422607","16.172788619995117","16.172788619995117","16.172788619995117","0.20858007669448853","0.20858007669448853","0.20858007669448853","5.929537296295166","5.929537296295166","5.929537296295166","17.473796844482422","17.473796844482422","17.473796844482422","0.3133848011493683","0.3133848011493683","0.3133848011493683"
"5369","1.4705802202224731","1.4705802202224731","1.4705802202224731","1.8840627670288086","1.8840627670288086","1.8840627670288086","0.19492176175117493","0.19492176175117493","0.19492176175117493","3.4062516689300537","3.4062516689300537","3.4062516689300537","1.4877910614013672","1.4877910614013672","1.4877910614013672","0.25598281621932983","0.25598281621932983","0.25598281621932983"
"5399","0.5636583566665649","0.5636583566665649","0.5636583566665649","0.34487631916999817","0.34487631916999817","0.34487631916999817","0.2054518461227417","0.2054518461227417","0.2054518461227417","1.7721312046051025","1.7721312046051025","1.7721312046051025","0.8022060990333557","0.8022060990333557","0.8022060990333557","0.22118085622787476","0.22118085622787476","0.22118085622787476"
"5429","0.5826104879379272","0.5826104879379272","0.5826104879379272","0.9672906994819641","0.9672906994819641","0.9672906994819641","0.16206741333007812","0.16206741333007812","0.16206741333007812","1.8021825551986694","1.8021825551986694","1.8021825551986694","0.7470110654830933","0.7470110654830933","0.7470110654830933","0.19016769528388977","0.19016769528388977","0.19016769528388977"
"5459","3.170044422149658","3.170044422149658","3.170044422149658","8.269007682800293","8.269007682800293","8.269007682800293","0.19182224571704865","0.19182224571704865","0.19182224571704865","6.576963424682617","6.576963424682617","6.576963424682617","7.833974838256836","7.833974838256836","7.833974838256836","0.26677563786506653","0.26677563786506653","0.26677563786506653"
"5489","0.6624115109443665","0.6624115109443665","0.6624115109443665","0.965266227722168","0.965266227722168","0.965266227722168","0.17723043262958527","0.17723043262958527","0.17723043262958527","1.8331841230392456","1.8331841230392456","1.8331841230392456","0.8381585478782654","0.8381585478782654","0.8381585478782654","0.25334104895591736","0.25334104895591736","0.25334104895591736"
"5519","0.7585588097572327","0.7585588097572327","0.7585588097572327","0.7385655045509338","0.7385655045509338","0.7385655045509338","0.191064715385437","0.191064715385437","0.191064715385437","2.456902503967285","2.456902503967285","2.456902503967285","1.1885751485824585","1.1885751485824585","1.1885751485824585","0.23707617819309235","0.23707617819309235","0.23707617819309235"
"5549","1.6626248359680176","1.6626248359680176","1.6626248359680176","1.3005400896072388","1.3005400896072388","1.3005400896072388","0.1945682168006897","0.1945682168006897","0.1945682168006897","1.8765267133712769","1.8765267133712769","1.8765267133712769","1.133616328239441","1.133616328239441","1.133616328239441","0.2389855682849884","0.2389855682849884","0.2389855682849884"
"5579","1.208754301071167","1.208754301071167","1.208754301071167","0.7711100578308105","0.7711100578308105","0.7711100578308105","0.16590821743011475","0.16590821743011475","0.16590821743011475","3.466815710067749","3.466815710067749","3.466815710067749","1.2016117572784424","1.2016117572784424","1.2016117572784424","0.23586048185825348","0.23586048185825348","0.23586048185825348"
"5609","1.4980361461639404","1.4980361461639404","1.4980361461639404","3.211353063583374","3.211353063583374","3.211353063583374","0.15455812215805054","0.15455812215805054","0.15455812215805054","2.0649077892303467","2.0649077892303467","2.0649077892303467","2.9992547035217285","2.9992547035217285","2.9992547035217285","0.23834389448165894","0.23834389448165894","0.23834389448165894"
"5639","2.1609537601470947","2.1609537601470947","2.1609537601470947","1.6435527801513672","1.6435527801513672","1.6435527801513672","0.1850791722536087","0.1850791722536087","0.1850791722536087","1.9298882484436035","1.9298882484436035","1.9298882484436035","1.6630643606185913","1.6630643606185913","1.6630643606185913","0.26345884799957275","0.26345884799957275","0.26345884799957275"
"5669","1.70978844165802","1.70978844165802","1.70978844165802","1.0639610290527344","1.0639610290527344","1.0639610290527344","0.16943807899951935","0.16943807899951935","0.16943807899951935","1.7020773887634277","1.7020773887634277","1.7020773887634277","1.1453921794891357","1.1453921794891357","1.1453921794891357","0.2521961033344269","0.2521961033344269","0.2521961033344269"
"5699","0.7592185139656067","0.7592185139656067","0.7592185139656067","0.49704375863075256","0.49704375863075256","0.49704375863075256","0.15447896718978882","0.15447896718978882","0.15447896718978882","2.787329912185669","2.787329912185669","2.787329912185669","0.8688384890556335","0.8688384890556335","0.8688384890556335","0.24986758828163147","0.24986758828163147","0.24986758828163147"
"5729","0.4305899739265442","0.4305899739265442","0.4305899739265442","0.5018482208251953","0.5018482208251953","0.5018482208251953","0.20060215890407562","0.20060215890407562","0.20060215890407562","1.2821052074432373","1.2821052074432373","1.2821052074432373","0.8847984075546265","0.8847984075546265","0.8847984075546265","0.280161052942276","0.280161052942276","0.280161052942276"
"5759","0.4279702603816986","0.4279702603816986","0.4279702603816986","0.5044615864753723","0.5044615864753723","0.5044615864753723","0.17329971492290497","0.17329971492290497","0.17329971492290497","1.3441720008850098","1.3441720008850098","1.3441720008850098","0.8332729339599609","0.8332729339599609","0.8332729339599609","0.22573493421077728","0.22573493421077728","0.22573493421077728"
"5789","0.538977861404419","0.538977861404419","0.538977861404419","0.45472630858421326","0.45472630858421326","0.45472630858421326","0.14107026159763336","0.14107026159763336","0.14107026159763336","1.308351755142212","1.308351755142212","1.308351755142212","0.7105833292007446","0.7105833292007446","0.7105833292007446","0.21328163146972656","0.21328163146972656","0.21328163146972656"
"5819","0.45182815194129944","0.45182815194129944","0.45182815194129944","0.3796030282974243","0.3796030282974243","0.3796030282974243","0.15785159170627594","0.15785159170627594","0.15785159170627594","1.2945101261138916","1.2945101261138916","1.2945101261138916","0.6563025712966919","0.6563025712966919","0.6563025712966919","0.24866122007369995","0.24866122007369995","0.24866122007369995"
"5849","0.5744125247001648","0.5744125247001648","0.5744125247001648","0.5120893120765686","0.5120893120765686","0.5120893120765686","0.1531601846218109","0.1531601846218109","0.1531601846218109","1.3859246969223022","1.3859246969223022","1.3859246969223022","0.847970187664032","0.847970187664032","0.847970187664032","0.22866937518119812","0.22866937518119812","0.22866937518119812"
"5879","0.7152359485626221","0.7152359485626221","0.7152359485626221","0.5274448394775391","0.5274448394775391","0.5274448394775391","0.2059166431427002","0.2059166431427002","0.2059166431427002","1.607540249824524","1.607540249824524","1.607540249824524","0.8954445719718933","0.8954445719718933","0.8954445719718933","0.2843207120895386","0.2843207120895386","0.2843207120895386"
"5909","0.45364952087402344","0.45364952087402344","0.45364952087402344","0.31871718168258667","0.31871718168258667","0.31871718168258667","0.16245047748088837","0.16245047748088837","0.16245047748088837","1.39337158203125","1.39337158203125","1.39337158203125","0.7070201635360718","0.7070201635360718","0.7070201635360718","0.21454770863056183","0.21454770863056183","0.21454770863056183"
"5939","0.761485755443573","0.761485755443573","0.761485755443573","0.4743039309978485","0.4743039309978485","0.4743039309978485","0.15773984789848328","0.15773984789848328","0.15773984789848328","3.4526562690734863","3.4526562690734863","3.4526562690734863","1.2561765909194946","1.2561765909194946","1.2561765909194946","0.24719516932964325","0.24719516932964325","0.24719516932964325"
"5969","0.34948107600212097","0.34948107600212097","0.34948107600212097","0.28642332553863525","0.28642332553863525","0.28642332553863525","0.19469480216503143","0.19469480216503143","0.19469480216503143","1.0977429151535034","1.0977429151535034","1.0977429151535034","0.6221809983253479","0.6221809983253479","0.6221809983253479","0.25336623191833496","0.25336623191833496","0.25336623191833496"
"5999","0.7314594984054565","0.7314594984054565","0.7314594984054565","0.8325949907302856","0.8325949907302856","0.8325949907302856","0.19849656522274017","0.19849656522274017","0.19849656522274017","1.2874478101730347","1.2874478101730347","1.2874478101730347","1.0302224159240723","1.0302224159240723","1.0302224159240723","0.257856547832489","0.257856547832489","0.257856547832489"
"6029","0.3052777051925659","0.3052777051925659","0.3052777051925659","0.3414420187473297","0.3414420187473297","0.3414420187473297","0.14389203488826752","0.14389203488826752","0.14389203488826752","1.01737380027771","1.01737380027771","1.01737380027771","0.6028047204017639","0.6028047204017639","0.6028047204017639","0.17964792251586914","0.17964792251586914","0.17964792251586914"
"6059","0.7947282195091248","0.7947282195091248","0.7947282195091248","1.4542062282562256","1.4542062282562256","1.4542062282562256","0.14438070356845856","0.14438070356845856","0.14438070356845856","1.6827248334884644","1.6827248334884644","1.6827248334884644","1.126939058303833","1.126939058303833","1.126939058303833","0.2057000696659088","0.2057000696659088","0.2057000696659088"
"6089","0.4893207550048828","0.4893207550048828","0.4893207550048828","0.5229610204696655","0.5229610204696655","0.5229610204696655","0.1234201192855835","0.1234201192855835","0.1234201192855835","1.2188829183578491","1.2188829183578491","1.2188829183578491","0.6330394744873047","0.6330394744873047","0.6330394744873047","0.196726456284523","0.196726456284523","0.196726456284523"
"6119","1.3849318027496338","1.3849318027496338","1.3849318027496338","10.880224227905273","10.880224227905273","10.880224227905273","0.14725318551063538","0.14725318551063538","0.14725318551063538","2.390098810195923","2.390098810195923","2.390098810195923","7.334567546844482","7.334567546844482","7.334567546844482","0.20178675651550293","0.20178675651550293","0.20178675651550293"
"6149","0.42903435230255127","0.42903435230255127","0.42903435230255127","0.41702187061309814","0.41702187061309814","0.41702187061309814","0.17137493193149567","0.17137493193149567","0.17137493193149567","1.0870420932769775","1.0870420932769775","1.0870420932769775","0.614703893661499","0.614703893661499","0.614703893661499","0.1904859095811844","0.1904859095811844","0.1904859095811844"
"6179","0.4917450249195099","0.4917450249195099","0.4917450249195099","1.5423619747161865","1.5423619747161865","1.5423619747161865","0.18287226557731628","0.18287226557731628","0.18287226557731628","1.323630690574646","1.323630690574646","1.323630690574646","0.9986816048622131","0.9986816048622131","0.9986816048622131","0.259046733379364","0.259046733379364","0.259046733379364"
"6209","0.5234544277191162","0.5234544277191162","0.5234544277191162","0.5958191752433777","0.5958191752433777","0.5958191752433777","0.17132192850112915","0.17132192850112915","0.17132192850112915","1.3828723430633545","1.3828723430633545","1.3828723430633545","0.9753603935241699","0.9753603935241699","0.9753603935241699","0.23922531306743622","0.23922531306743622","0.23922531306743622"
"6239","0.37141022086143494","0.37141022086143494","0.37141022086143494","0.40080076456069946","0.40080076456069946","0.40080076456069946","0.21378295123577118","0.21378295123577118","0.21378295123577118","1.056138038635254","1.056138038635254","1.056138038635254","0.660198986530304","0.660198986530304","0.660198986530304","0.25420376658439636","0.25420376658439636","0.25420376658439636"
"6269","1.746825098991394","1.746825098991394","1.746825098991394","1.57158625125885","1.57158625125885","1.57158625125885","0.16016057133674622","0.16016057133674622","0.16016057133674622","1.40543794631958","1.40543794631958","1.40543794631958","1.8091768026351929","1.8091768026351929","1.8091768026351929","0.22409380972385406","0.22409380972385406","0.22409380972385406"
"6299","1.0246347188949585","1.0246347188949585","1.0246347188949585","2.2615861892700195","2.2615861892700195","2.2615861892700195","0.14429503679275513","0.14429503679275513","0.14429503679275513","1.428497076034546","1.428497076034546","1.428497076034546","1.7866158485412598","1.7866158485412598","1.7866158485412598","0.21479861438274384","0.21479861438274384","0.21479861438274384"
"6329","0.6128879189491272","0.6128879189491272","0.6128879189491272","0.46033263206481934","0.46033263206481934","0.46033263206481934","0.1507640928030014","0.1507640928030014","0.1507640928030014","1.2538377046585083","1.2538377046585083","1.2538377046585083","0.7588967680931091","0.7588967680931091","0.7588967680931091","0.247536763548851","0.247536763548851","0.247536763548851"
"6359","2.255387783050537","2.255387783050537","2.255387783050537","3.9428036212921143","3.9428036212921143","3.9428036212921143","0.15700607001781464","0.15700607001781464","0.15700607001781464","2.068565845489502","2.068565845489502","2.068565845489502","14.568168640136719","14.568168640136719","14.568168640136719","0.25957590341567993","0.25957590341567993","0.25957590341567993"
"6389","0.32983991503715515","0.32983991503715515","0.32983991503715515","0.2295072078704834","0.2295072078704834","0.2295072078704834","0.14981870353221893","0.14981870353221893","0.14981870353221893","0.8651232123374939","0.8651232123374939","0.8651232123374939","0.5626320838928223","0.5626320838928223","0.5626320838928223","0.2231428027153015","0.2231428027153015","0.2231428027153015"
"6419","0.613669216632843","0.613669216632843","0.613669216632843","0.4266096353530884","0.4266096353530884","0.4266096353530884","0.15093272924423218","0.15093272924423218","0.15093272924423218","1.0403434038162231","1.0403434038162231","1.0403434038162231","0.7768511176109314","0.7768511176109314","0.7768511176109314","0.24389240145683289","0.24389240145683289","0.24389240145683289"
"6449","0.30077335238456726","0.30077335238456726","0.30077335238456726","0.4729843735694885","0.4729843735694885","0.4729843735694885","0.1903076320886612","0.1903076320886612","0.1903076320886612","0.9104947447776794","0.9104947447776794","0.9104947447776794","0.7619138360023499","0.7619138360023499","0.7619138360023499","0.24107545614242554","0.24107545614242554","0.24107545614242554"
"6479","0.31793203949928284","0.31793203949928284","0.31793203949928284","1.0704838037490845","1.0704838037490845","1.0704838037490845","0.15430134534835815","0.15430134534835815","0.15430134534835815","0.8437917828559875","0.8437917828559875","0.8437917828559875","0.9124614000320435","0.9124614000320435","0.9124614000320435","0.22898723185062408","0.22898723185062408","0.22898723185062408"
"6509","0.5371767282485962","0.5371767282485962","0.5371767282485962","0.5382864475250244","0.5382864475250244","0.5382864475250244","0.14691975712776184","0.14691975712776184","0.14691975712776184","1.4798272848129272","1.4798272848129272","1.4798272848129272","0.7679481506347656","0.7679481506347656","0.7679481506347656","0.23542016744613647","0.23542016744613647","0.23542016744613647"
"6539","0.4330003261566162","0.4330003261566162","0.4330003261566162","0.4089871942996979","0.4089871942996979","0.4089871942996979","0.15009795129299164","0.15009795129299164","0.15009795129299164","0.9205428957939148","0.9205428957939148","0.9205428957939148","0.5521783232688904","0.5521783232688904","0.5521783232688904","0.23211318254470825","0.23211318254470825","0.23211318254470825"
"6569","0.8009118437767029","0.8009118437767029","0.8009118437767029","0.8131225109100342","0.8131225109100342","0.8131225109100342","0.1504717916250229","0.1504717916250229","0.1504717916250229","1.203827142715454","1.203827142715454","1.203827142715454","1.72501802444458","1.72501802444458","1.72501802444458","0.2014380544424057","0.2014380544424057","0.2014380544424057"
"6599","0.29967278242111206","0.29967278242111206","0.29967278242111206","0.4547981917858124","0.4547981917858124","0.4547981917858124","0.13443408906459808","0.13443408906459808","0.13443408906459808","0.8033303618431091","0.8033303618431091","0.8033303618431091","0.6980409026145935","0.6980409026145935","0.6980409026145935","0.22130973637104034","0.22130973637104034","0.22130973637104034"
