"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"5339","5.15205192565918","5.15205192565918","5.15205192565918","19.104503631591797","19.104503631591797","19.104503631591797","0.23605571687221527","0.23605571687221527","0.23605571687221527","6.3329668045043945","6.3329668045043945","6.3329668045043945","9.98970890045166","9.98970890045166","9.98970890045166","0.33045104146003723","0.33045104146003723","0.33045104146003723"
"5369","1.4553320407867432","1.4553320407867432","1.4553320407867432","1.5378079414367676","1.5378079414367676","1.5378079414367676","0.1721220314502716","0.1721220314502716","0.1721220314502716","3.3003041744232178","3.3003041744232178","3.3003041744232178","1.546663761138916","1.546663761138916","1.546663761138916","0.2750987112522125","0.2750987112522125","0.2750987112522125"
"5399","0.555396556854248","0.555396556854248","0.555396556854248","0.45053693652153015","0.45053693652153015","0.45053693652153015","0.17737190425395966","0.17737190425395966","0.17737190425395966","1.8053605556488037","1.8053605556488037","1.8053605556488037","0.7266058921813965","0.7266058921813965","0.7266058921813965","0.2322278469800949","0.2322278469800949","0.2322278469800949"
"5429","0.5903010368347168","0.5903010368347168","0.5903010368347168","0.6032543778419495","0.6032543778419495","0.6032543778419495","0.1546899378299713","0.1546899378299713","0.1546899378299713","1.7700449228286743","1.7700449228286743","1.7700449228286743","0.7593821287155151","0.7593821287155151","0.7593821287155151","0.19008512794971466","0.19008512794971466","0.19008512794971466"
"5459","3.2649190425872803","3.2649190425872803","3.2649190425872803","2.7571654319763184","2.7571654319763184","2.7571654319763184","0.21730144321918488","0.21730144321918488","0.21730144321918488","5.724678039550781","5.724678039550781","5.724678039550781","23.449621200561523","23.449621200561523","23.449621200561523","0.2636396586894989","0.2636396586894989","0.2636396586894989"
"5489","0.7207912802696228","0.7207912802696228","0.7207912802696228","0.8051989078521729","0.8051989078521729","0.8051989078521729","0.19046173989772797","0.19046173989772797","0.19046173989772797","1.8426494598388672","1.8426494598388672","1.8426494598388672","0.8623698353767395","0.8623698353767395","0.8623698353767395","0.25884363055229187","0.25884363055229187","0.25884363055229187"
"5519","0.8058750629425049","0.8058750629425049","0.8058750629425049","0.5295889377593994","0.5295889377593994","0.5295889377593994","0.19345805048942566","0.19345805048942566","0.19345805048942566","2.4567222595214844","2.4567222595214844","2.4567222595214844","0.9831345677375793","0.9831345677375793","0.9831345677375793","0.26007315516471863","0.26007315516471863","0.26007315516471863"
"5549","2.1310956478118896","2.1310956478118896","2.1310956478118896","1.0897129774093628","1.0897129774093628","1.0897129774093628","0.19720366597175598","0.19720366597175598","0.19720366597175598","1.8801387548446655","1.8801387548446655","1.8801387548446655","1.392328143119812","1.392328143119812","1.392328143119812","0.25863537192344666","0.25863537192344666","0.25863537192344666"
"5579","1.3422977924346924","1.3422977924346924","1.3422977924346924","0.6093218922615051","0.6093218922615051","0.6093218922615051","0.16356012225151062","0.16356012225151062","0.16356012225151062","3.475616931915283","3.475616931915283","3.475616931915283","1.0716886520385742","1.0716886520385742","1.0716886520385742","0.22247159481048584","0.22247159481048584","0.22247159481048584"
"5609","1.5738064050674438","1.5738064050674438","1.5738064050674438","4.393467426300049","4.393467426300049","4.393467426300049","0.18724492192268372","0.18724492192268372","0.18724492192268372","2.090742349624634","2.090742349624634","2.090742349624634","2.654374361038208","2.654374361038208","2.654374361038208","0.26380836963653564","0.26380836963653564","0.26380836963653564"
"5639","2.1426382064819336","2.1426382064819336","2.1426382064819336","1.3301124572753906","1.3301124572753906","1.3301124572753906","0.1796303540468216","0.1796303540468216","0.1796303540468216","1.9353857040405273","1.9353857040405273","1.9353857040405273","1.15931236743927","1.15931236743927","1.15931236743927","0.2782709300518036","0.2782709300518036","0.2782709300518036"
"5669","1.7729476690292358","1.7729476690292358","1.7729476690292358","1.181383490562439","1.181383490562439","1.181383490562439","0.17657800018787384","0.17657800018787384","0.17657800018787384","1.695837378501892","1.695837378501892","1.695837378501892","1.1030150651931763","1.1030150651931763","1.1030150651931763","0.28093063831329346","0.28093063831329346","0.28093063831329346"
"5699","0.7602618336677551","0.7602618336677551","0.7602618336677551","3.318721294403076","3.318721294403076","3.318721294403076","0.170100137591362","0.170100137591362","0.170100137591362","2.7744829654693604","2.7744829654693604","2.7744829654693604","0.9106926321983337","0.9106926321983337","0.9106926321983337","0.24081066250801086","0.24081066250801086","0.24081066250801086"
"5729","0.4254554212093353","0.4254554212093353","0.4254554212093353","0.4222315847873688","0.4222315847873688","0.4222315847873688","0.21920551359653473","0.21920551359653473","0.21920551359653473","1.2799752950668335","1.2799752950668335","1.2799752950668335","0.7750723361968994","0.7750723361968994","0.7750723361968994","0.322168231010437","0.322168231010437","0.322168231010437"
"5759","0.5916515588760376","0.5916515588760376","0.5916515588760376","0.4872089922428131","0.4872089922428131","0.4872089922428131","0.17433986067771912","0.17433986067771912","0.17433986067771912","1.3310205936431885","1.3310205936431885","1.3310205936431885","0.9640356302261353","0.9640356302261353","0.9640356302261353","0.2390502542257309","0.2390502542257309","0.2390502542257309"
"5789","0.5838460922241211","0.5838460922241211","0.5838460922241211","0.40587118268013","0.40587118268013","0.40587118268013","0.1508691906929016","0.1508691906929016","0.1508691906929016","1.3031387329101562","1.3031387329101562","1.3031387329101562","0.7234194874763489","0.7234194874763489","0.7234194874763489","0.2375205010175705","0.2375205010175705","0.2375205010175705"
"5819","0.4137750267982483","0.4137750267982483","0.4137750267982483","0.35573020577430725","0.35573020577430725","0.35573020577430725","0.1711801290512085","0.1711801290512085","0.1711801290512085","1.2960642576217651","1.2960642576217651","1.2960642576217651","0.6473137736320496","0.6473137736320496","0.6473137736320496","0.2267436981201172","0.2267436981201172","0.2267436981201172"
"5849","0.5609120726585388","0.5609120726585388","0.5609120726585388","0.680651843547821","0.680651843547821","0.680651843547821","0.15777349472045898","0.15777349472045898","0.15777349472045898","1.3939987421035767","1.3939987421035767","1.3939987421035767","0.6524932980537415","0.6524932980537415","0.6524932980537415","0.24860064685344696","0.24860064685344696","0.24860064685344696"
"5879","0.7582891583442688","0.7582891583442688","0.7582891583442688","0.6114901304244995","0.6114901304244995","0.6114901304244995","0.20985271036624908","0.20985271036624908","0.20985271036624908","1.65423583984375","1.65423583984375","1.65423583984375","1.3764042854309082","1.3764042854309082","1.3764042854309082","0.2615032196044922","0.2615032196044922","0.2615032196044922"
"5909","1.0916657447814941","1.0916657447814941","1.0916657447814941","1.165212869644165","1.165212869644165","1.165212869644165","0.15395985543727875","0.15395985543727875","0.15395985543727875","1.39567232131958","1.39567232131958","1.39567232131958","0.9238737225532532","0.9238737225532532","0.9238737225532532","0.2128354161977768","0.2128354161977768","0.2128354161977768"
"5939","0.7987006306648254","0.7987006306648254","0.7987006306648254","0.827268123626709","0.827268123626709","0.827268123626709","0.1714722216129303","0.1714722216129303","0.1714722216129303","3.446653127670288","3.446653127670288","3.446653127670288","1.0113232135772705","1.0113232135772705","1.0113232135772705","0.24768184125423431","0.24768184125423431","0.24768184125423431"
"5969","0.343771368265152","0.343771368265152","0.343771368265152","0.3392040431499481","0.3392040431499481","0.3392040431499481","0.1702960878610611","0.1702960878610611","0.1702960878610611","1.0997040271759033","1.0997040271759033","1.0997040271759033","0.6235231161117554","0.6235231161117554","0.6235231161117554","0.26016443967819214","0.26016443967819214","0.26016443967819214"
"5999","0.5747835040092468","0.5747835040092468","0.5747835040092468","0.8472061157226562","0.8472061157226562","0.8472061157226562","0.18671327829360962","0.18671327829360962","0.18671327829360962","1.3021389245986938","1.3021389245986938","1.3021389245986938","0.8847547769546509","0.8847547769546509","0.8847547769546509","0.25661495327949524","0.25661495327949524","0.25661495327949524"
"6029","0.3132334351539612","0.3132334351539612","0.3132334351539612","0.4209888279438019","0.4209888279438019","0.4209888279438019","0.13034158945083618","0.13034158945083618","0.13034158945083618","1.0170267820358276","1.0170267820358276","1.0170267820358276","0.5913600921630859","0.5913600921630859","0.5913600921630859","0.20431536436080933","0.20431536436080933","0.20431536436080933"
"6059","0.6902248859405518","0.6902248859405518","0.6902248859405518","1.2951791286468506","1.2951791286468506","1.2951791286468506","0.13536278903484344","0.13536278903484344","0.13536278903484344","1.6711974143981934","1.6711974143981934","1.6711974143981934","1.1549608707427979","1.1549608707427979","1.1549608707427979","0.2225978821516037","0.2225978821516037","0.2225978821516037"
"6089","0.43831488490104675","0.43831488490104675","0.43831488490104675","0.6186203956604004","0.6186203956604004","0.6186203956604004","0.16784580051898956","0.16784580051898956","0.16784580051898956","1.2176628112792969","1.2176628112792969","1.2176628112792969","0.7335309982299805","0.7335309982299805","0.7335309982299805","0.1854444444179535","0.1854444444179535","0.1854444444179535"
"6119","1.36907958984375","1.36907958984375","1.36907958984375","5.8484416007995605","5.8484416007995605","5.8484416007995605","0.11850786954164505","0.11850786954164505","0.11850786954164505","2.3730735778808594","2.3730735778808594","2.3730735778808594","10.071330070495605","10.071330070495605","10.071330070495605","0.19633233547210693","0.19633233547210693","0.19633233547210693"
"6149","0.4805088937282562","0.4805088937282562","0.4805088937282562","0.3435327112674713","0.3435327112674713","0.3435327112674713","0.13343141973018646","0.13343141973018646","0.13343141973018646","1.0820101499557495","1.0820101499557495","1.0820101499557495","0.7310253977775574","0.7310253977775574","0.7310253977775574","0.20282870531082153","0.20282870531082153","0.20282870531082153"
"6179","0.6274137496948242","0.6274137496948242","0.6274137496948242","1.4908273220062256","1.4908273220062256","1.4908273220062256","0.1621199995279312","0.1621199995279312","0.1621199995279312","1.3072991371154785","1.3072991371154785","1.3072991371154785","1.3762844800949097","1.3762844800949097","1.3762844800949097","0.24206028878688812","0.24206028878688812","0.24206028878688812"
"6209","0.6109417080879211","0.6109417080879211","0.6109417080879211","0.7326456308364868","0.7326456308364868","0.7326456308364868","0.14500504732131958","0.14500504732131958","0.14500504732131958","1.3827743530273438","1.3827743530273438","1.3827743530273438","0.7921974062919617","0.7921974062919617","0.7921974062919617","0.2321164309978485","0.2321164309978485","0.2321164309978485"
"6239","0.2629104554653168","0.2629104554653168","0.2629104554653168","0.42540937662124634","0.42540937662124634","0.42540937662124634","0.16754862666130066","0.16754862666130066","0.16754862666130066","1.0547313690185547","1.0547313690185547","1.0547313690185547","0.654540479183197","0.654540479183197","0.654540479183197","0.2505795359611511","0.2505795359611511","0.2505795359611511"
"6269","0.8814927339553833","0.8814927339553833","0.8814927339553833","3.504119873046875","3.504119873046875","3.504119873046875","0.1618732362985611","0.1618732362985611","0.1618732362985611","1.4188756942749023","1.4188756942749023","1.4188756942749023","1.5145580768585205","1.5145580768585205","1.5145580768585205","0.23332759737968445","0.23332759737968445","0.23332759737968445"
"6299","0.941599428653717","0.941599428653717","0.941599428653717","2.785435199737549","2.785435199737549","2.785435199737549","0.15021666884422302","0.15021666884422302","0.15021666884422302","1.4413752555847168","1.4413752555847168","1.4413752555847168","1.6919618844985962","1.6919618844985962","1.6919618844985962","0.20583319664001465","0.20583319664001465","0.20583319664001465"
"6329","0.5157169699668884","0.5157169699668884","0.5157169699668884","0.43829020857810974","0.43829020857810974","0.43829020857810974","0.16273139417171478","0.16273139417171478","0.16273139417171478","1.244822382926941","1.244822382926941","1.244822382926941","0.7362756133079529","0.7362756133079529","0.7362756133079529","0.25906193256378174","0.25906193256378174","0.25906193256378174"
"6359","1.0130759477615356","1.0130759477615356","1.0130759477615356","7.699368000030518","7.699368000030518","7.699368000030518","0.1538975089788437","0.1538975089788437","0.1538975089788437","1.9615724086761475","1.9615724086761475","1.9615724086761475","6.2181315422058105","6.2181315422058105","6.2181315422058105","0.26291295886039734","0.26291295886039734","0.26291295886039734"
"6389","0.3605467975139618","0.3605467975139618","0.3605467975139618","0.2540297210216522","0.2540297210216522","0.2540297210216522","0.1711570769548416","0.1711570769548416","0.1711570769548416","0.8598706126213074","0.8598706126213074","0.8598706126213074","0.4936855733394623","0.4936855733394623","0.4936855733394623","0.18848593533039093","0.18848593533039093","0.18848593533039093"
"6419","0.5625135898590088","0.5625135898590088","0.5625135898590088","0.8653570413589478","0.8653570413589478","0.8653570413589478","0.19125914573669434","0.19125914573669434","0.19125914573669434","1.0088485479354858","1.0088485479354858","1.0088485479354858","0.7977104187011719","0.7977104187011719","0.7977104187011719","0.24334900081157684","0.24334900081157684","0.24334900081157684"
"6449","0.4367738962173462","0.4367738962173462","0.4367738962173462","0.3008092939853668","0.3008092939853668","0.3008092939853668","0.15612338483333588","0.15612338483333588","0.15612338483333588","0.8742150664329529","0.8742150664329529","0.8742150664329529","0.5146633982658386","0.5146633982658386","0.5146633982658386","0.25847217440605164","0.25847217440605164","0.25847217440605164"
"6479","0.3756004869937897","0.3756004869937897","0.3756004869937897","0.9102432131767273","0.9102432131767273","0.9102432131767273","0.1529991328716278","0.1529991328716278","0.1529991328716278","0.8659878373146057","0.8659878373146057","0.8659878373146057","0.8843945860862732","0.8843945860862732","0.8843945860862732","0.2123117595911026","0.2123117595911026","0.2123117595911026"
"6509","0.5597084760665894","0.5597084760665894","0.5597084760665894","0.6833687424659729","0.6833687424659729","0.6833687424659729","0.1439145803451538","0.1439145803451538","0.1439145803451538","1.4747092723846436","1.4747092723846436","1.4747092723846436","0.7789211869239807","0.7789211869239807","0.7789211869239807","0.23374579846858978","0.23374579846858978","0.23374579846858978"
"6539","0.4416123628616333","0.4416123628616333","0.4416123628616333","0.3210664689540863","0.3210664689540863","0.3210664689540863","0.1411794275045395","0.1411794275045395","0.1411794275045395","0.9426213502883911","0.9426213502883911","0.9426213502883911","0.5536122918128967","0.5536122918128967","0.5536122918128967","0.23968638479709625","0.23968638479709625","0.23968638479709625"
"6569","0.9670377373695374","0.9670377373695374","0.9670377373695374","0.8015258312225342","0.8015258312225342","0.8015258312225342","0.16111406683921814","0.16111406683921814","0.16111406683921814","1.3139338493347168","1.3139338493347168","1.3139338493347168","2.0983712673187256","2.0983712673187256","2.0983712673187256","0.206492081284523","0.206492081284523","0.206492081284523"
"6599","0.40387099981307983","0.40387099981307983","0.40387099981307983","0.3888910710811615","0.3888910710811615","0.3888910710811615","0.15283788740634918","0.15283788740634918","0.15283788740634918","0.7910667061805725","0.7910667061805725","0.7910667061805725","0.5723460912704468","0.5723460912704468","0.5723460912704468","0.2327871471643448","0.2327871471643448","0.2327871471643448"
"6629","0.407058447599411","0.407058447599411","0.407058447599411","0.931414008140564","0.931414008140564","0.931414008140564","0.12520059943199158","0.12520059943199158","0.12520059943199158","0.9536547660827637","0.9536547660827637","0.9536547660827637","1.186326265335083","1.186326265335083","1.186326265335083","0.18700163066387177","0.18700163066387177","0.18700163066387177"
"6659","0.5873426198959351","0.5873426198959351","0.5873426198959351","0.6057085990905762","0.6057085990905762","0.6057085990905762","0.11914220452308655","0.11914220452308655","0.11914220452308655","1.6330667734146118","1.6330667734146118","1.6330667734146118","0.73301100730896","0.73301100730896","0.73301100730896","0.22116313874721527","0.22116313874721527","0.22116313874721527"
"6689","0.29617664217948914","0.29617664217948914","0.29617664217948914","0.2839393615722656","0.2839393615722656","0.2839393615722656","0.16078080236911774","0.16078080236911774","0.16078080236911774","0.9437124133110046","0.9437124133110046","0.9437124133110046","0.5613044500350952","0.5613044500350952","0.5613044500350952","0.22876416146755219","0.22876416146755219","0.22876416146755219"
"6719","0.3502456843852997","0.3502456843852997","0.3502456843852997","0.4464791417121887","0.4464791417121887","0.4464791417121887","0.13182486593723297","0.13182486593723297","0.13182486593723297","0.8938868641853333","0.8938868641853333","0.8938868641853333","0.6434767246246338","0.6434767246246338","0.6434767246246338","0.22193248569965363","0.22193248569965363","0.22193248569965363"
"6749","1.0213825702667236","1.0213825702667236","1.0213825702667236","0.994660496711731","0.994660496711731","0.994660496711731","0.15310628712177277","0.15310628712177277","0.15310628712177277","1.7124314308166504","1.7124314308166504","1.7124314308166504","1.5358816385269165","1.5358816385269165","1.5358816385269165","0.23810982704162598","0.23810982704162598","0.23810982704162598"
"6779","0.6775873899459839","0.6775873899459839","0.6775873899459839","0.5752363204956055","0.5752363204956055","0.5752363204956055","0.15927711129188538","0.15927711129188538","0.15927711129188538","1.7466447353363037","1.7466447353363037","1.7466447353363037","0.70392906665802","0.70392906665802","0.70392906665802","0.2102183848619461","0.2102183848619461","0.2102183848619461"
"6809","0.31094419956207275","0.31094419956207275","0.31094419956207275","0.4498549699783325","0.4498549699783325","0.4498549699783325","0.11363939195871353","0.11363939195871353","0.11363939195871353","0.7463254928588867","0.7463254928588867","0.7463254928588867","0.5806812644004822","0.5806812644004822","0.5806812644004822","0.16515764594078064","0.16515764594078064","0.16515764594078064"
"6839","0.7638510465621948","0.7638510465621948","0.7638510465621948","0.9457458257675171","0.9457458257675171","0.9457458257675171","0.13060103356838226","0.13060103356838226","0.13060103356838226","2.0055994987487793","2.0055994987487793","2.0055994987487793","0.6441436409950256","0.6441436409950256","0.6441436409950256","0.2135518193244934","0.2135518193244934","0.2135518193244934"
"6869","0.4618507921695709","0.4618507921695709","0.4618507921695709","0.34404700994491577","0.34404700994491577","0.34404700994491577","0.10846946388483047","0.10846946388483047","0.10846946388483047","0.9280409216880798","0.9280409216880798","0.9280409216880798","0.5034665465354919","0.5034665465354919","0.5034665465354919","0.1770441085100174","0.1770441085100174","0.1770441085100174"
"6899","3.6778597831726074","3.6778597831726074","3.6778597831726074","3.1287410259246826","3.1287410259246826","3.1287410259246826","0.15598633885383606","0.15598633885383606","0.15598633885383606","2.090895175933838","2.090895175933838","2.090895175933838","16.518962860107422","16.518962860107422","16.518962860107422","0.23119796812534332","0.23119796812534332","0.23119796812534332"
"6929","0.2894229590892792","0.2894229590892792","0.2894229590892792","0.22365924715995789","0.22365924715995789","0.22365924715995789","0.15412123501300812","0.15412123501300812","0.15412123501300812","0.9313045144081116","0.9313045144081116","0.9313045144081116","0.4986739158630371","0.4986739158630371","0.4986739158630371","0.17336127161979675","0.17336127161979675","0.17336127161979675"
"6959","0.546066403388977","0.546066403388977","0.546066403388977","0.2877735495567322","0.2877735495567322","0.2877735495567322","0.11509113758802414","0.11509113758802414","0.11509113758802414","0.7240067720413208","0.7240067720413208","0.7240067720413208","0.706884503364563","0.706884503364563","0.706884503364563","0.20039521157741547","0.20039521157741547","0.20039521157741547"
"6989","0.6007412672042847","0.6007412672042847","0.6007412672042847","0.4275437891483307","0.4275437891483307","0.4275437891483307","0.11902698129415512","0.11902698129415512","0.11902698129415512","0.7305858731269836","0.7305858731269836","0.7305858731269836","0.4467240869998932","0.4467240869998932","0.4467240869998932","0.30530276894569397","0.30530276894569397","0.30530276894569397"
"7019","0.548306405544281","0.548306405544281","0.548306405544281","0.9253837466239929","0.9253837466239929","0.9253837466239929","0.11511022597551346","0.11511022597551346","0.11511022597551346","1.085907220840454","1.085907220840454","1.085907220840454","0.8963661193847656","0.8963661193847656","0.8963661193847656","0.2012367993593216","0.2012367993593216","0.2012367993593216"
"7049","0.38579368591308594","0.38579368591308594","0.38579368591308594","0.30257728695869446","0.30257728695869446","0.30257728695869446","0.13163116574287415","0.13163116574287415","0.13163116574287415","0.9217050671577454","0.9217050671577454","0.9217050671577454","0.5076859593391418","0.5076859593391418","0.5076859593391418","0.17762324213981628","0.17762324213981628","0.17762324213981628"
"7079","0.3004308342933655","0.3004308342933655","0.3004308342933655","0.30203554034233093","0.30203554034233093","0.30203554034233093","0.1472889631986618","0.1472889631986618","0.1472889631986618","0.7344224452972412","0.7344224452972412","0.7344224452972412","0.5703222751617432","0.5703222751617432","0.5703222751617432","0.23341365158557892","0.23341365158557892","0.23341365158557892"
"7109","0.885445773601532","0.885445773601532","0.885445773601532","1.304115891456604","1.304115891456604","1.304115891456604","0.12620621919631958","0.12620621919631958","0.12620621919631958","0.9138755798339844","0.9138755798339844","0.9138755798339844","0.9715590476989746","0.9715590476989746","0.9715590476989746","0.17541846632957458","0.17541846632957458","0.17541846632957458"
"7139","0.5374412536621094","0.5374412536621094","0.5374412536621094","0.3208220601081848","0.3208220601081848","0.3208220601081848","0.11748454719781876","0.11748454719781876","0.11748454719781876","0.6788668632507324","0.6788668632507324","0.6788668632507324","0.7416281700134277","0.7416281700134277","0.7416281700134277","0.20165316760540009","0.20165316760540009","0.20165316760540009"
"7169","0.38176199793815613","0.38176199793815613","0.38176199793815613","0.6005878448486328","0.6005878448486328","0.6005878448486328","0.11805446445941925","0.11805446445941925","0.11805446445941925","0.6858085989952087","0.6858085989952087","0.6858085989952087","0.58888840675354","0.58888840675354","0.58888840675354","0.17775346338748932","0.17775346338748932","0.17775346338748932"
"7199","0.34076857566833496","0.34076857566833496","0.34076857566833496","0.7155474424362183","0.7155474424362183","0.7155474424362183","0.11758485436439514","0.11758485436439514","0.11758485436439514","0.6503565907478333","0.6503565907478333","0.6503565907478333","1.0859112739562988","1.0859112739562988","1.0859112739562988","0.1759759485721588","0.1759759485721588","0.1759759485721588"
"7229","0.3362441956996918","0.3362441956996918","0.3362441956996918","0.8413116931915283","0.8413116931915283","0.8413116931915283","0.10838056355714798","0.10838056355714798","0.10838056355714798","0.5610135793685913","0.5610135793685913","0.5610135793685913","0.7197157740592957","0.7197157740592957","0.7197157740592957","0.1818467527627945","0.1818467527627945","0.1818467527627945"
"7259","2.0090932846069336","2.0090932846069336","2.0090932846069336","12.198698043823242","12.198698043823242","12.198698043823242","0.14236167073249817","0.14236167073249817","0.14236167073249817","7.319778919219971","7.319778919219971","7.319778919219971","3.921315908432007","3.921315908432007","3.921315908432007","0.1764381378889084","0.1764381378889084","0.1764381378889084"
"7289","0.7717198133468628","0.7717198133468628","0.7717198133468628","0.6567641496658325","0.6567641496658325","0.6567641496658325","0.10234963148832321","0.10234963148832321","0.10234963148832321","0.9969511032104492","0.9969511032104492","0.9969511032104492","0.6288489103317261","0.6288489103317261","0.6288489103317261","0.17576320469379425","0.17576320469379425","0.17576320469379425"
"7319","0.279132217168808","0.279132217168808","0.279132217168808","0.3120012581348419","0.3120012581348419","0.3120012581348419","0.1111270859837532","0.1111270859837532","0.1111270859837532","0.680368959903717","0.680368959903717","0.680368959903717","0.5074545741081238","0.5074545741081238","0.5074545741081238","0.15592963993549347","0.15592963993549347","0.15592963993549347"
"7349","0.5968815684318542","0.5968815684318542","0.5968815684318542","0.3895476460456848","0.3895476460456848","0.3895476460456848","0.14197370409965515","0.14197370409965515","0.14197370409965515","0.9207696318626404","0.9207696318626404","0.9207696318626404","0.6040039658546448","0.6040039658546448","0.6040039658546448","0.18473860621452332","0.18473860621452332","0.18473860621452332"
"7379","0.28130874037742615","0.28130874037742615","0.28130874037742615","0.34735792875289917","0.34735792875289917","0.34735792875289917","0.14923693239688873","0.14923693239688873","0.14923693239688873","0.6728951334953308","0.6728951334953308","0.6728951334953308","0.4998825490474701","0.4998825490474701","0.4998825490474701","0.199197918176651","0.199197918176651","0.199197918176651"
"7409","0.6475228071212769","0.6475228071212769","0.6475228071212769","0.5892962217330933","0.5892962217330933","0.5892962217330933","0.10217361152172089","0.10217361152172089","0.10217361152172089","0.5763096213340759","0.5763096213340759","0.5763096213340759","0.6555988788604736","0.6555988788604736","0.6555988788604736","0.16358505189418793","0.16358505189418793","0.16358505189418793"
"7439","0.3933323323726654","0.3933323323726654","0.3933323323726654","0.7369095683097839","0.7369095683097839","0.7369095683097839","0.12253676354885101","0.12253676354885101","0.12253676354885101","0.8418354392051697","0.8418354392051697","0.8418354392051697","0.936553955078125","0.936553955078125","0.936553955078125","0.19327227771282196","0.19327227771282196","0.19327227771282196"
"7469","0.6786382794380188","0.6786382794380188","0.6786382794380188","1.5380998849868774","1.5380998849868774","1.5380998849868774","0.10890502482652664","0.10890502482652664","0.10890502482652664","0.5299631953239441","0.5299631953239441","0.5299631953239441","2.8104052543640137","2.8104052543640137","2.8104052543640137","0.17172713577747345","0.17172713577747345","0.17172713577747345"
"7499","0.3272092342376709","0.3272092342376709","0.3272092342376709","0.21860969066619873","0.21860969066619873","0.21860969066619873","0.12278639525175095","0.12278639525175095","0.12278639525175095","0.68808913230896","0.68808913230896","0.68808913230896","0.5544822812080383","0.5544822812080383","0.5544822812080383","0.1861051470041275","0.1861051470041275","0.1861051470041275"
"7529","0.2812572121620178","0.2812572121620178","0.2812572121620178","0.3807084858417511","0.3807084858417511","0.3807084858417511","0.12406127899885178","0.12406127899885178","0.12406127899885178","0.47865068912506104","0.47865068912506104","0.47865068912506104","0.46662652492523193","0.46662652492523193","0.46662652492523193","0.19609282910823822","0.19609282910823822","0.19609282910823822"
"7559","0.34364309906959534","0.34364309906959534","0.34364309906959534","0.4786960482597351","0.4786960482597351","0.4786960482597351","0.1520165055990219","0.1520165055990219","0.1520165055990219","0.6705256700515747","0.6705256700515747","0.6705256700515747","0.5140380263328552","0.5140380263328552","0.5140380263328552","0.17001155018806458","0.17001155018806458","0.17001155018806458"
"7589","0.7557525634765625","0.7557525634765625","0.7557525634765625","0.8328628540039062","0.8328628540039062","0.8328628540039062","0.1082318127155304","0.1082318127155304","0.1082318127155304","0.7898045778274536","0.7898045778274536","0.7898045778274536","0.881334662437439","0.881334662437439","0.881334662437439","0.18245267868041992","0.18245267868041992","0.18245267868041992"
"7619","0.3702804446220398","0.3702804446220398","0.3702804446220398","0.5366803407669067","0.5366803407669067","0.5366803407669067","0.09916863590478897","0.09916863590478897","0.09916863590478897","0.8280192613601685","0.8280192613601685","0.8280192613601685","0.4765112102031708","0.4765112102031708","0.4765112102031708","0.25607919692993164","0.25607919692993164","0.25607919692993164"
"7649","0.29143208265304565","0.29143208265304565","0.29143208265304565","0.21903184056282043","0.21903184056282043","0.21903184056282043","0.11890123039484024","0.11890123039484024","0.11890123039484024","0.48082637786865234","0.48082637786865234","0.48082637786865234","0.7299721240997314","0.7299721240997314","0.7299721240997314","0.1452392190694809","0.1452392190694809","0.1452392190694809"
"7679","0.19959472119808197","0.19959472119808197","0.19959472119808197","0.32614681124687195","0.32614681124687195","0.32614681124687195","0.09000978618860245","0.09000978618860245","0.09000978618860245","0.5139482021331787","0.5139482021331787","0.5139482021331787","0.6498632431030273","0.6498632431030273","0.6498632431030273","0.14657092094421387","0.14657092094421387","0.14657092094421387"
