"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"4889","62.86581802368164","62.86581802368164","62.86581802368164","50.45957946777344","50.45957946777344","50.45957946777344","18.77934455871582","18.77934455871582","18.77934455871582","62.876312255859375","62.876312255859375","62.876312255859375","50.49878692626953","50.49878692626953","50.49878692626953","18.28874397277832","18.28874397277832","18.28874397277832"
"4919","112.52568054199219","112.52568054199219","112.52568054199219","63.68302536010742","63.68302536010742","63.68302536010742","18.588294982910156","18.588294982910156","18.588294982910156","112.98868560791016","112.98868560791016","112.98868560791016","63.6557502746582","63.6557502746582","63.6557502746582","18.010692596435547","18.010692596435547","18.010692596435547"
"4949","61.787498474121094","61.787498474121094","61.787498474121094","49.198455810546875","49.198455810546875","49.198455810546875","17.65440559387207","17.65440559387207","17.65440559387207","61.86427688598633","61.86427688598633","61.86427688598633","49.18772888183594","49.18772888183594","49.18772888183594","17.28565216064453","17.28565216064453","17.28565216064453"
"4979","61.35338592529297","61.35338592529297","61.35338592529297","47.69963455200195","47.69963455200195","47.69963455200195","16.781211853027344","16.781211853027344","16.781211853027344","61.26717758178711","61.26717758178711","61.26717758178711","47.61557388305664","47.61557388305664","47.61557388305664","16.3752384185791","16.3752384185791","16.3752384185791"
"5009","61.66355514526367","61.66355514526367","61.66355514526367","44.03377914428711","44.03377914428711","44.03377914428711","16.817440032958984","16.817440032958984","16.817440032958984","61.683143615722656","61.683143615722656","61.683143615722656","43.903533935546875","43.903533935546875","43.903533935546875","16.507678985595703","16.507678985595703","16.507678985595703"
"5039","62.278778076171875","62.278778076171875","62.278778076171875","48.41903305053711","48.41903305053711","48.41903305053711","16.769744873046875","16.769744873046875","16.769744873046875","62.148231506347656","62.148231506347656","62.148231506347656","48.402626037597656","48.402626037597656","48.402626037597656","16.311016082763672","16.311016082763672","16.311016082763672"
"5069","65.8404312133789","65.8404312133789","65.8404312133789","48.85235595703125","48.85235595703125","48.85235595703125","17.35179328918457","17.35179328918457","17.35179328918457","65.87057495117188","65.87057495117188","65.87057495117188","48.75632095336914","48.75632095336914","48.75632095336914","16.99123191833496","16.99123191833496","16.99123191833496"
"5099","63.17214584350586","63.17214584350586","63.17214584350586","47.729026794433594","47.729026794433594","47.729026794433594","18.17913818359375","18.17913818359375","18.17913818359375","63.15341567993164","63.15341567993164","63.15341567993164","47.67563247680664","47.67563247680664","47.67563247680664","17.7164249420166","17.7164249420166","17.7164249420166"
"5129","61.5378532409668","61.5378532409668","61.5378532409668","48.040130615234375","48.040130615234375","48.040130615234375","16.602035522460938","16.602035522460938","16.602035522460938","61.538612365722656","61.538612365722656","61.538612365722656","48.08226013183594","48.08226013183594","48.08226013183594","16.11520004272461","16.11520004272461","16.11520004272461"
"5159","77.92131042480469","77.92131042480469","77.92131042480469","48.82612991333008","48.82612991333008","48.82612991333008","15.78586483001709","15.78586483001709","15.78586483001709","78.1844482421875","78.1844482421875","78.1844482421875","48.79186248779297","48.79186248779297","48.79186248779297","15.585952758789062","15.585952758789062","15.585952758789062"
"5189","65.23941040039062","65.23941040039062","65.23941040039062","46.9285888671875","46.9285888671875","46.9285888671875","15.566974639892578","15.566974639892578","15.566974639892578","65.21229553222656","65.21229553222656","65.21229553222656","46.89663314819336","46.89663314819336","46.89663314819336","15.416008949279785","15.416008949279785","15.416008949279785"
"5219","61.17947006225586","61.17947006225586","61.17947006225586","49.02889633178711","49.02889633178711","49.02889633178711","17.064125061035156","17.064125061035156","17.064125061035156","61.10518264770508","61.10518264770508","61.10518264770508","48.911678314208984","48.911678314208984","48.911678314208984","16.610584259033203","16.610584259033203","16.610584259033203"
"5249","61.503456115722656","61.503456115722656","61.503456115722656","44.91417694091797","44.91417694091797","44.91417694091797","16.21304702758789","16.21304702758789","16.21304702758789","61.3209228515625","61.3209228515625","61.3209228515625","44.8442268371582","44.8442268371582","44.8442268371582","15.733930587768555","15.733930587768555","15.733930587768555"
"5279","67.17584228515625","67.17584228515625","67.17584228515625","50.53347396850586","50.53347396850586","50.53347396850586","16.97987174987793","16.97987174987793","16.97987174987793","67.1597671508789","67.1597671508789","67.1597671508789","50.509124755859375","50.509124755859375","50.509124755859375","16.368370056152344","16.368370056152344","16.368370056152344"
"5309","51.997215270996094","51.997215270996094","51.997215270996094","48.55280685424805","48.55280685424805","48.55280685424805","12.85946273803711","12.85946273803711","12.85946273803711","52.22373962402344","52.22373962402344","52.22373962402344","51.78715515136719","51.78715515136719","51.78715515136719","12.584997177124023","12.584997177124023","12.584997177124023"
"5339","69.80101013183594","69.80101013183594","69.80101013183594","56.01274108886719","56.01274108886719","56.01274108886719","19.09256362915039","19.09256362915039","19.09256362915039","69.9147720336914","69.9147720336914","69.9147720336914","54.791015625","54.791015625","54.791015625","18.630643844604492","18.630643844604492","18.630643844604492"
"5369","90.4354019165039","90.4354019165039","90.4354019165039","56.94933319091797","56.94933319091797","56.94933319091797","16.38269805908203","16.38269805908203","16.38269805908203","90.6561508178711","90.6561508178711","90.6561508178711","56.96968460083008","56.96968460083008","56.96968460083008","16.04846954345703","16.04846954345703","16.04846954345703"
"5399","61.40216827392578","61.40216827392578","61.40216827392578","45.71200180053711","45.71200180053711","45.71200180053711","15.896899223327637","15.896899223327637","15.896899223327637","61.36604309082031","61.36604309082031","61.36604309082031","45.59540939331055","45.59540939331055","45.59540939331055","15.422040939331055","15.422040939331055","15.422040939331055"
"5429","59.104549407958984","59.104549407958984","59.104549407958984","42.3497314453125","42.3497314453125","42.3497314453125","13.175016403198242","13.175016403198242","13.175016403198242","58.95323181152344","58.95323181152344","58.95323181152344","42.394493103027344","42.394493103027344","42.394493103027344","12.980072975158691","12.980072975158691","12.980072975158691"
"5459","65.94281005859375","65.94281005859375","65.94281005859375","55.786033630371094","55.786033630371094","55.786033630371094","17.660736083984375","17.660736083984375","17.660736083984375","66.61739349365234","66.61739349365234","66.61739349365234","54.61057662963867","54.61057662963867","54.61057662963867","17.380146026611328","17.380146026611328","17.380146026611328"
"5489","58.4608268737793","58.4608268737793","58.4608268737793","44.35353469848633","44.35353469848633","44.35353469848633","15.344432830810547","15.344432830810547","15.344432830810547","58.3845100402832","58.3845100402832","58.3845100402832","44.295291900634766","44.295291900634766","44.295291900634766","14.972556114196777","14.972556114196777","14.972556114196777"
"5519","66.23692321777344","66.23692321777344","66.23692321777344","51.01753234863281","51.01753234863281","51.01753234863281","17.08493423461914","17.08493423461914","17.08493423461914","66.16163635253906","66.16163635253906","66.16163635253906","51.05376052856445","51.05376052856445","51.05376052856445","16.75910186767578","16.75910186767578","16.75910186767578"
"5549","62.53247833251953","62.53247833251953","62.53247833251953","48.247962951660156","48.247962951660156","48.247962951660156","15.653696060180664","15.653696060180664","15.653696060180664","62.524593353271484","62.524593353271484","62.524593353271484","48.22803497314453","48.22803497314453","48.22803497314453","15.491081237792969","15.491081237792969","15.491081237792969"
"5579","89.83499145507812","89.83499145507812","89.83499145507812","47.110408782958984","47.110408782958984","47.110408782958984","15.210075378417969","15.210075378417969","15.210075378417969","90.2440414428711","90.2440414428711","90.2440414428711","47.09617233276367","47.09617233276367","47.09617233276367","15.01237964630127","15.01237964630127","15.01237964630127"
"5609","58.88621139526367","58.88621139526367","58.88621139526367","45.93077850341797","45.93077850341797","45.93077850341797","15.622791290283203","15.622791290283203","15.622791290283203","58.7512092590332","58.7512092590332","58.7512092590332","46.1697883605957","46.1697883605957","46.1697883605957","15.253666877746582","15.253666877746582","15.253666877746582"
"5639","69.07227325439453","69.07227325439453","69.07227325439453","51.49333953857422","51.49333953857422","51.49333953857422","18.30488395690918","18.30488395690918","18.30488395690918","69.03840637207031","69.03840637207031","69.03840637207031","51.370361328125","51.370361328125","51.370361328125","18.046756744384766","18.046756744384766","18.046756744384766"
"5669","66.89501190185547","66.89501190185547","66.89501190185547","50.54701232910156","50.54701232910156","50.54701232910156","18.411603927612305","18.411603927612305","18.411603927612305","66.96304321289062","66.96304321289062","66.96304321289062","50.48640441894531","50.48640441894531","50.48640441894531","17.884592056274414","17.884592056274414","17.884592056274414"
"5699","88.69001770019531","88.69001770019531","88.69001770019531","50.58014678955078","50.58014678955078","50.58014678955078","15.602688789367676","15.602688789367676","15.602688789367676","89.03579711914062","89.03579711914062","89.03579711914062","50.5157356262207","50.5157356262207","50.5157356262207","15.140303611755371","15.140303611755371","15.140303611755371"
"5729","63.70730209350586","63.70730209350586","63.70730209350586","48.3248176574707","48.3248176574707","48.3248176574707","18.88007926940918","18.88007926940918","18.88007926940918","63.65376663208008","63.65376663208008","63.65376663208008","48.2495002746582","48.2495002746582","48.2495002746582","18.76750373840332","18.76750373840332","18.76750373840332"
"5759","65.17303466796875","65.17303466796875","65.17303466796875","45.31993865966797","45.31993865966797","45.31993865966797","15.68373966217041","15.68373966217041","15.68373966217041","65.1861801147461","65.1861801147461","65.1861801147461","45.2807502746582","45.2807502746582","45.2807502746582","15.177478790283203","15.177478790283203","15.177478790283203"
"5789","60.37501907348633","60.37501907348633","60.37501907348633","47.10580825805664","47.10580825805664","47.10580825805664","15.368322372436523","15.368322372436523","15.368322372436523","60.23480987548828","60.23480987548828","60.23480987548828","47.01294708251953","47.01294708251953","47.01294708251953","14.797307014465332","14.797307014465332","14.797307014465332"
"5819","66.75517272949219","66.75517272949219","66.75517272949219","48.82352066040039","48.82352066040039","48.82352066040039","17.13109588623047","17.13109588623047","17.13109588623047","66.6194839477539","66.6194839477539","66.6194839477539","48.96251678466797","48.96251678466797","48.96251678466797","16.53358268737793","16.53358268737793","16.53358268737793"
"5849","62.59035110473633","62.59035110473633","62.59035110473633","47.593875885009766","47.593875885009766","47.593875885009766","16.07476234436035","16.07476234436035","16.07476234436035","62.6159782409668","62.6159782409668","62.6159782409668","47.57728958129883","47.57728958129883","47.57728958129883","15.73513412475586","15.73513412475586","15.73513412475586"
"5879","67.34394836425781","67.34394836425781","67.34394836425781","46.677982330322266","46.677982330322266","46.677982330322266","16.559507369995117","16.559507369995117","16.559507369995117","67.37367248535156","67.37367248535156","67.37367248535156","46.5605354309082","46.5605354309082","46.5605354309082","16.033702850341797","16.033702850341797","16.033702850341797"
"5909","61.65114974975586","61.65114974975586","61.65114974975586","49.146766662597656","49.146766662597656","49.146766662597656","16.855234146118164","16.855234146118164","16.855234146118164","61.63544845581055","61.63544845581055","61.63544845581055","49.18029022216797","49.18029022216797","49.18029022216797","16.52370834350586","16.52370834350586","16.52370834350586"
"5939","96.29945373535156","96.29945373535156","96.29945373535156","55.48634338378906","55.48634338378906","55.48634338378906","17.10756492614746","17.10756492614746","17.10756492614746","96.52640533447266","96.52640533447266","96.52640533447266","55.53586959838867","55.53586959838867","55.53586959838867","16.853139877319336","16.853139877319336","16.853139877319336"
"5969","61.70010757446289","61.70010757446289","61.70010757446289","46.54001998901367","46.54001998901367","46.54001998901367","17.071895599365234","17.071895599365234","17.071895599365234","61.65943145751953","61.65943145751953","61.65943145751953","46.457244873046875","46.457244873046875","46.457244873046875","16.637548446655273","16.637548446655273","16.637548446655273"
"5999","63.63887405395508","63.63887405395508","63.63887405395508","47.81924057006836","47.81924057006836","47.81924057006836","16.65829849243164","16.65829849243164","16.65829849243164","63.534202575683594","63.534202575683594","63.534202575683594","47.83176803588867","47.83176803588867","47.83176803588867","15.944494247436523","15.944494247436523","15.944494247436523"
"6029","58.18124771118164","58.18124771118164","58.18124771118164","42.179012298583984","42.179012298583984","42.179012298583984","13.668244361877441","13.668244361877441","13.668244361877441","58.0785026550293","58.0785026550293","58.0785026550293","42.110389709472656","42.110389709472656","42.110389709472656","13.223078727722168","13.223078727722168","13.223078727722168"
"6059","67.5299301147461","67.5299301147461","67.5299301147461","46.31206130981445","46.31206130981445","46.31206130981445","14.666831016540527","14.666831016540527","14.666831016540527","67.4437026977539","67.4437026977539","67.4437026977539","46.20698928833008","46.20698928833008","46.20698928833008","14.350509643554688","14.350509643554688","14.350509643554688"
"6089","64.908203125","64.908203125","64.908203125","46.00897216796875","46.00897216796875","46.00897216796875","14.928690910339355","14.928690910339355","14.928690910339355","64.80607604980469","64.80607604980469","64.80607604980469","45.96809768676758","45.96809768676758","45.96809768676758","14.566054344177246","14.566054344177246","14.566054344177246"
"6119","56.93943405151367","56.93943405151367","56.93943405151367","41.22116470336914","41.22116470336914","41.22116470336914","13.265363693237305","13.265363693237305","13.265363693237305","56.82058334350586","56.82058334350586","56.82058334350586","41.17349624633789","41.17349624633789","41.17349624633789","12.962698936462402","12.962698936462402","12.962698936462402"
"6149","61.498191833496094","61.498191833496094","61.498191833496094","43.9599494934082","43.9599494934082","43.9599494934082","15.227572441101074","15.227572441101074","15.227572441101074","61.54124069213867","61.54124069213867","61.54124069213867","43.98481750488281","43.98481750488281","43.98481750488281","14.857921600341797","14.857921600341797","14.857921600341797"
"6179","67.46112823486328","67.46112823486328","67.46112823486328","50.52303695678711","50.52303695678711","50.52303695678711","17.505151748657227","17.505151748657227","17.505151748657227","67.44719696044922","67.44719696044922","67.44719696044922","50.574954986572266","50.574954986572266","50.574954986572266","17.03411865234375","17.03411865234375","17.03411865234375"
"6209","68.36351013183594","68.36351013183594","68.36351013183594","47.74478530883789","47.74478530883789","47.74478530883789","17.116470336914062","17.116470336914062","17.116470336914062","68.42577362060547","68.42577362060547","68.42577362060547","47.61976623535156","47.61976623535156","47.61976623535156","16.667966842651367","16.667966842651367","16.667966842651367"
"6239","70.73139190673828","70.73139190673828","70.73139190673828","52.20547103881836","52.20547103881836","52.20547103881836","17.855255126953125","17.855255126953125","17.855255126953125","70.59539031982422","70.59539031982422","70.59539031982422","52.262001037597656","52.262001037597656","52.262001037597656","17.38969612121582","17.38969612121582","17.38969612121582"
"6269","67.6094970703125","67.6094970703125","67.6094970703125","49.3264045715332","49.3264045715332","49.3264045715332","16.683143615722656","16.683143615722656","16.683143615722656","67.50181579589844","67.50181579589844","67.50181579589844","49.25309371948242","49.25309371948242","49.25309371948242","16.45562744140625","16.45562744140625","16.45562744140625"
"6299","65.1562271118164","65.1562271118164","65.1562271118164","49.64619445800781","49.64619445800781","49.64619445800781","15.944511413574219","15.944511413574219","15.944511413574219","65.10799407958984","65.10799407958984","65.10799407958984","49.54119873046875","49.54119873046875","49.54119873046875","15.606088638305664","15.606088638305664","15.606088638305664"
"6329","73.145263671875","73.145263671875","73.145263671875","52.17813491821289","52.17813491821289","52.17813491821289","17.806455612182617","17.806455612182617","17.806455612182617","72.87073516845703","72.87073516845703","72.87073516845703","52.21860122680664","52.21860122680664","52.21860122680664","17.45281219482422","17.45281219482422","17.45281219482422"
"6359","64.54364013671875","64.54364013671875","64.54364013671875","51.175537109375","51.175537109375","51.175537109375","17.271238327026367","17.271238327026367","17.271238327026367","64.53291320800781","64.53291320800781","64.53291320800781","52.03575134277344","52.03575134277344","52.03575134277344","16.9849796295166","16.9849796295166","16.9849796295166"
"6389","59.27143478393555","59.27143478393555","59.27143478393555","41.72437286376953","41.72437286376953","41.72437286376953","13.757416725158691","13.757416725158691","13.757416725158691","59.113250732421875","59.113250732421875","59.113250732421875","41.78078842163086","41.78078842163086","41.78078842163086","13.530144691467285","13.530144691467285","13.530144691467285"
"6419","65.29310607910156","65.29310607910156","65.29310607910156","50.12542724609375","50.12542724609375","50.12542724609375","18.622663497924805","18.622663497924805","18.622663497924805","65.26658630371094","65.26658630371094","65.26658630371094","50.19487380981445","50.19487380981445","50.19487380981445","18.35582160949707","18.35582160949707","18.35582160949707"
"6449","64.80238342285156","64.80238342285156","64.80238342285156","47.46227264404297","47.46227264404297","47.46227264404297","17.206167221069336","17.206167221069336","17.206167221069336","64.708984375","64.708984375","64.708984375","47.51376724243164","47.51376724243164","47.51376724243164","16.815595626831055","16.815595626831055","16.815595626831055"
"6479","63.99279022216797","63.99279022216797","63.99279022216797","49.44367218017578","49.44367218017578","49.44367218017578","17.32377815246582","17.32377815246582","17.32377815246582","63.8763542175293","63.8763542175293","63.8763542175293","49.47722625732422","49.47722625732422","49.47722625732422","16.718595504760742","16.718595504760742","16.718595504760742"
"6509","89.54718780517578","89.54718780517578","89.54718780517578","53.33467102050781","53.33467102050781","53.33467102050781","19.420124053955078","19.420124053955078","19.420124053955078","89.9368667602539","89.9368667602539","89.9368667602539","53.42070007324219","53.42070007324219","53.42070007324219","18.808256149291992","18.808256149291992","18.808256149291992"
"6539","63.1972541809082","63.1972541809082","63.1972541809082","46.40459442138672","46.40459442138672","46.40459442138672","17.33484649658203","17.33484649658203","17.33484649658203","63.071556091308594","63.071556091308594","63.071556091308594","46.37799835205078","46.37799835205078","46.37799835205078","16.790586471557617","16.790586471557617","16.790586471557617"
"6569","60.66131591796875","60.66131591796875","60.66131591796875","47.46284103393555","47.46284103393555","47.46284103393555","16.861318588256836","16.861318588256836","16.861318588256836","60.53453063964844","60.53453063964844","60.53453063964844","47.49343490600586","47.49343490600586","47.49343490600586","16.628507614135742","16.628507614135742","16.628507614135742"
"6599","60.97370910644531","60.97370910644531","60.97370910644531","45.28812789916992","45.28812789916992","45.28812789916992","17.384613037109375","17.384613037109375","17.384613037109375","60.82749938964844","60.82749938964844","60.82749938964844","45.32752227783203","45.32752227783203","45.32752227783203","17.160991668701172","17.160991668701172","17.160991668701172"
"6629","64.51206970214844","64.51206970214844","64.51206970214844","45.97916793823242","45.97916793823242","45.97916793823242","15.662577629089355","15.662577629089355","15.662577629089355","64.36555480957031","64.36555480957031","64.36555480957031","45.95996856689453","45.95996856689453","45.95996856689453","15.327004432678223","15.327004432678223","15.327004432678223"
"6659","82.52132415771484","82.52132415771484","82.52132415771484","47.056434631347656","47.056434631347656","47.056434631347656","15.696038246154785","15.696038246154785","15.696038246154785","82.72413635253906","82.72413635253906","82.72413635253906","46.98689270019531","46.98689270019531","46.98689270019531","15.301557540893555","15.301557540893555","15.301557540893555"
"6689","71.73192596435547","71.73192596435547","71.73192596435547","53.455291748046875","53.455291748046875","53.455291748046875","19.35362434387207","19.35362434387207","19.35362434387207","71.72213745117188","71.72213745117188","71.72213745117188","53.53111267089844","53.53111267089844","53.53111267089844","18.887121200561523","18.887121200561523","18.887121200561523"
"6719","60.639774322509766","60.639774322509766","60.639774322509766","45.551795959472656","45.551795959472656","45.551795959472656","16.236583709716797","16.236583709716797","16.236583709716797","60.54556655883789","60.54556655883789","60.54556655883789","45.53737258911133","45.53737258911133","45.53737258911133","15.9042329788208","15.9042329788208","15.9042329788208"
"6749","91.76968383789062","91.76968383789062","91.76968383789062","53.41277313232422","53.41277313232422","53.41277313232422","17.72710418701172","17.72710418701172","17.72710418701172","92.24884796142578","92.24884796142578","92.24884796142578","53.46385192871094","53.46385192871094","53.46385192871094","17.444517135620117","17.444517135620117","17.444517135620117"
"6779","97.8577880859375","97.8577880859375","97.8577880859375","54.74009323120117","54.74009323120117","54.74009323120117","16.15105628967285","16.15105628967285","16.15105628967285","98.34829711914062","98.34829711914062","98.34829711914062","54.8002815246582","54.8002815246582","54.8002815246582","15.902703285217285","15.902703285217285","15.902703285217285"
"6809","59.1537971496582","59.1537971496582","59.1537971496582","42.31852340698242","42.31852340698242","42.31852340698242","14.202996253967285","14.202996253967285","14.202996253967285","58.95600128173828","58.95600128173828","58.95600128173828","42.23698043823242","42.23698043823242","42.23698043823242","14.028937339782715","14.028937339782715","14.028937339782715"
"6839","96.01081848144531","96.01081848144531","96.01081848144531","49.79058074951172","49.79058074951172","49.79058074951172","17.477556228637695","17.477556228637695","17.477556228637695","96.22418975830078","96.22418975830078","96.22418975830078","49.65914535522461","49.65914535522461","49.65914535522461","17.158544540405273","17.158544540405273","17.158544540405273"
"6869","59.60797882080078","59.60797882080078","59.60797882080078","40.30569839477539","40.30569839477539","40.30569839477539","14.394623756408691","14.394623756408691","14.394623756408691","59.62461471557617","59.62461471557617","59.62461471557617","40.37275695800781","40.37275695800781","40.37275695800781","13.99985122680664","13.99985122680664","13.99985122680664"
"6899","62.580116271972656","62.580116271972656","62.580116271972656","54.55172348022461","54.55172348022461","54.55172348022461","15.78664779663086","15.78664779663086","15.78664779663086","62.440956115722656","62.440956115722656","62.440956115722656","53.95454025268555","53.95454025268555","53.95454025268555","15.330097198486328","15.330097198486328","15.330097198486328"
"6929","60.16530227661133","60.16530227661133","60.16530227661133","41.55988311767578","41.55988311767578","41.55988311767578","13.131409645080566","13.131409645080566","13.131409645080566","60.03126907348633","60.03126907348633","60.03126907348633","41.60354995727539","41.60354995727539","41.60354995727539","12.858230590820312","12.858230590820312","12.858230590820312"
"6959","61.66817092895508","61.66817092895508","61.66817092895508","45.05809020996094","45.05809020996094","45.05809020996094","15.582254409790039","15.582254409790039","15.582254409790039","61.71091842651367","61.71091842651367","61.71091842651367","44.97865295410156","44.97865295410156","44.97865295410156","15.15835189819336","15.15835189819336","15.15835189819336"
"6989","58.83621597290039","58.83621597290039","58.83621597290039","37.79624557495117","37.79624557495117","37.79624557495117","11.440093994140625","11.440093994140625","11.440093994140625","58.921756744384766","58.921756744384766","58.921756744384766","37.74929428100586","37.74929428100586","37.74929428100586","11.227734565734863","11.227734565734863","11.227734565734863"
"7019","61.02415466308594","61.02415466308594","61.02415466308594","45.91604232788086","45.91604232788086","45.91604232788086","16.10344696044922","16.10344696044922","16.10344696044922","60.9818000793457","60.9818000793457","60.9818000793457","45.934715270996094","45.934715270996094","45.934715270996094","15.87350082397461","15.87350082397461","15.87350082397461"
"7049","73.67051696777344","73.67051696777344","73.67051696777344","47.88956069946289","47.88956069946289","47.88956069946289","16.025236129760742","16.025236129760742","16.025236129760742","73.70467376708984","73.70467376708984","73.70467376708984","47.84819412231445","47.84819412231445","47.84819412231445","15.534586906433105","15.534586906433105","15.534586906433105"
"7079","67.01475524902344","67.01475524902344","67.01475524902344","50.77241134643555","50.77241134643555","50.77241134643555","18.129627227783203","18.129627227783203","18.129627227783203","67.01709747314453","67.01709747314453","67.01709747314453","50.785091400146484","50.785091400146484","50.785091400146484","17.67144775390625","17.67144775390625","17.67144775390625"
"7109","63.6462287902832","63.6462287902832","63.6462287902832","47.0995979309082","47.0995979309082","47.0995979309082","16.25910186767578","16.25910186767578","16.25910186767578","63.50959014892578","63.50959014892578","63.50959014892578","47.03219985961914","47.03219985961914","47.03219985961914","15.826918601989746","15.826918601989746","15.826918601989746"
"7139","69.18385314941406","69.18385314941406","69.18385314941406","47.821189880371094","47.821189880371094","47.821189880371094","16.525028228759766","16.525028228759766","16.525028228759766","69.16458129882812","69.16458129882812","69.16458129882812","47.77088165283203","47.77088165283203","47.77088165283203","16.481718063354492","16.481718063354492","16.481718063354492"
"7169","63.09646987915039","63.09646987915039","63.09646987915039","45.61053466796875","45.61053466796875","45.61053466796875","15.53709602355957","15.53709602355957","15.53709602355957","62.99224090576172","62.99224090576172","62.99224090576172","45.57379913330078","45.57379913330078","45.57379913330078","15.119966506958008","15.119966506958008","15.119966506958008"
"7199","63.16018295288086","63.16018295288086","63.16018295288086","45.65270233154297","45.65270233154297","45.65270233154297","16.259750366210938","16.259750366210938","16.259750366210938","63.11421203613281","63.11421203613281","63.11421203613281","45.49083709716797","45.49083709716797","45.49083709716797","15.983078002929688","15.983078002929688","15.983078002929688"
"7229","58.833919525146484","58.833919525146484","58.833919525146484","43.6999397277832","43.6999397277832","43.6999397277832","15.3175630569458","15.3175630569458","15.3175630569458","58.584617614746094","58.584617614746094","58.584617614746094","43.64036560058594","43.64036560058594","43.64036560058594","15.108993530273438","15.108993530273438","15.108993530273438"
"7259","68.20882415771484","68.20882415771484","68.20882415771484","52.338260650634766","52.338260650634766","52.338260650634766","15.430683135986328","15.430683135986328","15.430683135986328","68.231201171875","68.231201171875","68.231201171875","50.335731506347656","50.335731506347656","50.335731506347656","15.248147010803223","15.248147010803223","15.248147010803223"
"7289","65.49620056152344","65.49620056152344","65.49620056152344","44.22048568725586","44.22048568725586","44.22048568725586","15.079181671142578","15.079181671142578","15.079181671142578","65.55730438232422","65.55730438232422","65.55730438232422","44.11014938354492","44.11014938354492","44.11014938354492","15.01650333404541","15.01650333404541","15.01650333404541"
"7319","61.28792953491211","61.28792953491211","61.28792953491211","42.799198150634766","42.799198150634766","42.799198150634766","14.877546310424805","14.877546310424805","14.877546310424805","61.24565124511719","61.24565124511719","61.24565124511719","42.80390548706055","42.80390548706055","42.80390548706055","14.498811721801758","14.498811721801758","14.498811721801758"
"7349","62.25925827026367","62.25925827026367","62.25925827026367","42.464805603027344","42.464805603027344","42.464805603027344","15.24117374420166","15.24117374420166","15.24117374420166","62.07640075683594","62.07640075683594","62.07640075683594","42.6043586730957","42.6043586730957","42.6043586730957","15.020609855651855","15.020609855651855","15.020609855651855"
"7379","62.54299545288086","62.54299545288086","62.54299545288086","45.213104248046875","45.213104248046875","45.213104248046875","15.867998123168945","15.867998123168945","15.867998123168945","62.57249069213867","62.57249069213867","62.57249069213867","45.195560455322266","45.195560455322266","45.195560455322266","15.444502830505371","15.444502830505371","15.444502830505371"
"7409","57.880882263183594","57.880882263183594","57.880882263183594","39.200584411621094","39.200584411621094","39.200584411621094","14.228438377380371","14.228438377380371","14.228438377380371","57.89777374267578","57.89777374267578","57.89777374267578","39.20127487182617","39.20127487182617","39.20127487182617","13.786017417907715","13.786017417907715","13.786017417907715"
"7439","55.66081237792969","55.66081237792969","55.66081237792969","39.9301643371582","39.9301643371582","39.9301643371582","13.7983980178833","13.7983980178833","13.7983980178833","55.693519592285156","55.693519592285156","55.693519592285156","39.8936653137207","39.8936653137207","39.8936653137207","13.432730674743652","13.432730674743652","13.432730674743652"
"7469","56.31432342529297","56.31432342529297","56.31432342529297","43.80258560180664","43.80258560180664","43.80258560180664","16.528642654418945","16.528642654418945","16.528642654418945","56.23841857910156","56.23841857910156","56.23841857910156","43.714744567871094","43.714744567871094","43.714744567871094","15.933732986450195","15.933732986450195","15.933732986450195"
"7499","63.53081512451172","63.53081512451172","63.53081512451172","47.07781982421875","47.07781982421875","47.07781982421875","17.336881637573242","17.336881637573242","17.336881637573242","63.406795501708984","63.406795501708984","63.406795501708984","47.02540969848633","47.02540969848633","47.02540969848633","17.19601058959961","17.19601058959961","17.19601058959961"
