"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"3869","162.477783203125","162.477783203125","162.477783203125","83.20132446289062","83.20132446289062","83.20132446289062","20.67285919189453","20.67285919189453","20.67285919189453","163.35865783691406","163.35865783691406","163.35865783691406","83.1700210571289","83.1700210571289","83.1700210571289","20.04959487915039","20.04959487915039","20.04959487915039"
"3899","122.61931610107422","122.61931610107422","122.61931610107422","66.14318084716797","66.14318084716797","66.14318084716797","21.195844650268555","21.195844650268555","21.195844650268555","123.30148315429688","123.30148315429688","123.30148315429688","66.02069854736328","66.02069854736328","66.02069854736328","20.52252960205078","20.52252960205078","20.52252960205078"
"3929","77.95632934570312","77.95632934570312","77.95632934570312","50.399192810058594","50.399192810058594","50.399192810058594","16.571683883666992","16.571683883666992","16.571683883666992","78.33793640136719","78.33793640136719","78.33793640136719","50.24143981933594","50.24143981933594","50.24143981933594","15.969935417175293","15.969935417175293","15.969935417175293"
"3959","86.0125961303711","86.0125961303711","86.0125961303711","55.75927734375","55.75927734375","55.75927734375","17.44830894470215","17.44830894470215","17.44830894470215","86.2433853149414","86.2433853149414","86.2433853149414","55.67658615112305","55.67658615112305","55.67658615112305","16.719038009643555","16.719038009643555","16.719038009643555"
"3989","70.6793441772461","70.6793441772461","70.6793441772461","51.22186279296875","51.22186279296875","51.22186279296875","16.827003479003906","16.827003479003906","16.827003479003906","70.92078399658203","70.92078399658203","70.92078399658203","51.10855484008789","51.10855484008789","51.10855484008789","16.327775955200195","16.327775955200195","16.327775955200195"
"4019","93.04056549072266","93.04056549072266","93.04056549072266","83.39393615722656","83.39393615722656","83.39393615722656","18.680112838745117","18.680112838745117","18.680112838745117","93.5121841430664","93.5121841430664","93.5121841430664","84.11050415039062","84.11050415039062","84.11050415039062","18.075576782226562","18.075576782226562","18.075576782226562"
"4049","79.92658233642578","79.92658233642578","79.92658233642578","56.50830841064453","56.50830841064453","56.50830841064453","18.43362808227539","18.43362808227539","18.43362808227539","80.1886215209961","80.1886215209961","80.1886215209961","56.51304244995117","56.51304244995117","56.51304244995117","17.694189071655273","17.694189071655273","17.694189071655273"
"4079","86.5921630859375","86.5921630859375","86.5921630859375","51.10218811035156","51.10218811035156","51.10218811035156","17.376733779907227","17.376733779907227","17.376733779907227","87.22970581054688","87.22970581054688","87.22970581054688","51.002845764160156","51.002845764160156","51.002845764160156","16.91996192932129","16.91996192932129","16.91996192932129"
"4109","101.25296783447266","101.25296783447266","101.25296783447266","61.152366638183594","61.152366638183594","61.152366638183594","20.03891944885254","20.03891944885254","20.03891944885254","101.8265609741211","101.8265609741211","101.8265609741211","61.16055679321289","61.16055679321289","61.16055679321289","19.305091857910156","19.305091857910156","19.305091857910156"
"4139","144.19664001464844","144.19664001464844","144.19664001464844","72.08446502685547","72.08446502685547","72.08446502685547","19.78005599975586","19.78005599975586","19.78005599975586","145.6489715576172","145.6489715576172","145.6489715576172","72.12378692626953","72.12378692626953","72.12378692626953","19.3546142578125","19.3546142578125","19.3546142578125"
"4169","116.25228881835938","116.25228881835938","116.25228881835938","64.21717834472656","64.21717834472656","64.21717834472656","16.703433990478516","16.703433990478516","16.703433990478516","117.03482818603516","117.03482818603516","117.03482818603516","64.06136322021484","64.06136322021484","64.06136322021484","16.123401641845703","16.123401641845703","16.123401641845703"
"4199","116.92306518554688","116.92306518554688","116.92306518554688","59.52104187011719","59.52104187011719","59.52104187011719","21.13467788696289","21.13467788696289","21.13467788696289","117.6301040649414","117.6301040649414","117.6301040649414","59.51005554199219","59.51005554199219","59.51005554199219","20.25782012939453","20.25782012939453","20.25782012939453"
"4229","133.2782440185547","133.2782440185547","133.2782440185547","67.8233642578125","67.8233642578125","67.8233642578125","18.609296798706055","18.609296798706055","18.609296798706055","133.85317993164062","133.85317993164062","133.85317993164062","67.8232192993164","67.8232192993164","67.8232192993164","18.207551956176758","18.207551956176758","18.207551956176758"
"4259","58.10261535644531","58.10261535644531","58.10261535644531","42.424278259277344","42.424278259277344","42.424278259277344","14.3187255859375","14.3187255859375","14.3187255859375","58.19712829589844","58.19712829589844","58.19712829589844","42.31019592285156","42.31019592285156","42.31019592285156","13.919028282165527","13.919028282165527","13.919028282165527"
"4289","62.98289108276367","62.98289108276367","62.98289108276367","49.68408203125","49.68408203125","49.68408203125","18.29252815246582","18.29252815246582","18.29252815246582","62.963417053222656","62.963417053222656","62.963417053222656","49.590126037597656","49.590126037597656","49.590126037597656","18.118322372436523","18.118322372436523","18.118322372436523"
"4319","64.75257873535156","64.75257873535156","64.75257873535156","51.33061218261719","51.33061218261719","51.33061218261719","17.888587951660156","17.888587951660156","17.888587951660156","64.84584045410156","64.84584045410156","64.84584045410156","51.42251205444336","51.42251205444336","51.42251205444336","17.374969482421875","17.374969482421875","17.374969482421875"
"4349","63.51435089111328","63.51435089111328","63.51435089111328","47.43326187133789","47.43326187133789","47.43326187133789","16.1187686920166","16.1187686920166","16.1187686920166","63.41841125488281","63.41841125488281","63.41841125488281","47.3251838684082","47.3251838684082","47.3251838684082","15.70311164855957","15.70311164855957","15.70311164855957"
"4379","86.0186767578125","86.0186767578125","86.0186767578125","53.52360153198242","53.52360153198242","53.52360153198242","19.259254455566406","19.259254455566406","19.259254455566406","86.25875091552734","86.25875091552734","86.25875091552734","53.61146926879883","53.61146926879883","53.61146926879883","18.58160400390625","18.58160400390625","18.58160400390625"
"4409","59.19786071777344","59.19786071777344","59.19786071777344","49.29541015625","49.29541015625","49.29541015625","16.52211570739746","16.52211570739746","16.52211570739746","59.16623306274414","59.16623306274414","59.16623306274414","49.25121307373047","49.25121307373047","49.25121307373047","15.913140296936035","15.913140296936035","15.913140296936035"
"4439","89.39966583251953","89.39966583251953","89.39966583251953","64.68384552001953","64.68384552001953","64.68384552001953","20.403013229370117","20.403013229370117","20.403013229370117","89.39429473876953","89.39429473876953","89.39429473876953","64.61251068115234","64.61251068115234","64.61251068115234","19.720149993896484","19.720149993896484","19.720149993896484"
"4469","59.34897232055664","59.34897232055664","59.34897232055664","45.07426834106445","45.07426834106445","45.07426834106445","16.962493896484375","16.962493896484375","16.962493896484375","59.34607696533203","59.34607696533203","59.34607696533203","45.05995178222656","45.05995178222656","45.05995178222656","16.313640594482422","16.313640594482422","16.313640594482422"
"4499","80.16787719726562","80.16787719726562","80.16787719726562","56.319061279296875","56.319061279296875","56.319061279296875","20.423696517944336","20.423696517944336","20.423696517944336","80.40486145019531","80.40486145019531","80.40486145019531","55.1100959777832","55.1100959777832","55.1100959777832","19.721853256225586","19.721853256225586","19.721853256225586"
"4529","71.64642333984375","71.64642333984375","71.64642333984375","49.45771408081055","49.45771408081055","49.45771408081055","18.477846145629883","18.477846145629883","18.477846145629883","71.67558288574219","71.67558288574219","71.67558288574219","49.32910919189453","49.32910919189453","49.32910919189453","17.964603424072266","17.964603424072266","17.964603424072266"
"4559","118.67250061035156","118.67250061035156","118.67250061035156","72.29813385009766","72.29813385009766","72.29813385009766","20.965166091918945","20.965166091918945","20.965166091918945","119.17202758789062","119.17202758789062","119.17202758789062","72.15801239013672","72.15801239013672","72.15801239013672","20.170751571655273","20.170751571655273","20.170751571655273"
"4589","62.3465461730957","62.3465461730957","62.3465461730957","52.93963623046875","52.93963623046875","52.93963623046875","19.102766036987305","19.102766036987305","19.102766036987305","62.370819091796875","62.370819091796875","62.370819091796875","52.92729187011719","52.92729187011719","52.92729187011719","18.63051414489746","18.63051414489746","18.63051414489746"
"4619","65.28494262695312","65.28494262695312","65.28494262695312","52.2849006652832","52.2849006652832","52.2849006652832","18.462156295776367","18.462156295776367","18.462156295776367","65.36317443847656","65.36317443847656","65.36317443847656","52.289207458496094","52.289207458496094","52.289207458496094","17.804166793823242","17.804166793823242","17.804166793823242"
"4649","67.3399429321289","67.3399429321289","67.3399429321289","58.51239776611328","58.51239776611328","58.51239776611328","20.769283294677734","20.769283294677734","20.769283294677734","67.24678802490234","67.24678802490234","67.24678802490234","56.82281494140625","56.82281494140625","56.82281494140625","19.778717041015625","19.778717041015625","19.778717041015625"
"4679","99.85833740234375","99.85833740234375","99.85833740234375","58.40723419189453","58.40723419189453","58.40723419189453","19.505598068237305","19.505598068237305","19.505598068237305","100.4744873046875","100.4744873046875","100.4744873046875","58.39087677001953","58.39087677001953","58.39087677001953","18.910417556762695","18.910417556762695","18.910417556762695"
"4709","104.9168930053711","104.9168930053711","104.9168930053711","58.315486907958984","58.315486907958984","58.315486907958984","18.481325149536133","18.481325149536133","18.481325149536133","105.44843292236328","105.44843292236328","105.44843292236328","58.2475471496582","58.2475471496582","58.2475471496582","18.120220184326172","18.120220184326172","18.120220184326172"
"4739","122.57273864746094","122.57273864746094","122.57273864746094","66.54322052001953","66.54322052001953","66.54322052001953","18.552507400512695","18.552507400512695","18.552507400512695","123.22329711914062","123.22329711914062","123.22329711914062","66.58611297607422","66.58611297607422","66.58611297607422","17.900854110717773","17.900854110717773","17.900854110717773"
"4769","97.6307601928711","97.6307601928711","97.6307601928711","59.23543930053711","59.23543930053711","59.23543930053711","21.09614372253418","21.09614372253418","21.09614372253418","98.13545989990234","98.13545989990234","98.13545989990234","59.18074035644531","59.18074035644531","59.18074035644531","20.072509765625","20.072509765625","20.072509765625"
"4799","96.67550659179688","96.67550659179688","96.67550659179688","60.650146484375","60.650146484375","60.650146484375","18.532258987426758","18.532258987426758","18.532258987426758","96.83570098876953","96.83570098876953","96.83570098876953","60.63212203979492","60.63212203979492","60.63212203979492","18.05816650390625","18.05816650390625","18.05816650390625"
"4829","105.34149169921875","105.34149169921875","105.34149169921875","62.92182540893555","62.92182540893555","62.92182540893555","18.50245475769043","18.50245475769043","18.50245475769043","105.60460662841797","105.60460662841797","105.60460662841797","62.73917770385742","62.73917770385742","62.73917770385742","18.075592041015625","18.075592041015625","18.075592041015625"
"4859","65.0123291015625","65.0123291015625","65.0123291015625","51.07793426513672","51.07793426513672","51.07793426513672","17.967823028564453","17.967823028564453","17.967823028564453","65.15161895751953","65.15161895751953","65.15161895751953","51.07560348510742","51.07560348510742","51.07560348510742","17.25148582458496","17.25148582458496","17.25148582458496"
"4889","68.15966033935547","68.15966033935547","68.15966033935547","53.05731964111328","53.05731964111328","53.05731964111328","19.131940841674805","19.131940841674805","19.131940841674805","68.24601745605469","68.24601745605469","68.24601745605469","53.00516128540039","53.00516128540039","53.00516128540039","18.53961181640625","18.53961181640625","18.53961181640625"
"4919","83.88345336914062","83.88345336914062","83.88345336914062","50.91630172729492","50.91630172729492","50.91630172729492","18.061073303222656","18.061073303222656","18.061073303222656","83.68712615966797","83.68712615966797","83.68712615966797","51.59090042114258","51.59090042114258","51.59090042114258","17.508922576904297","17.508922576904297","17.508922576904297"
"4949","64.22537231445312","64.22537231445312","64.22537231445312","47.61896514892578","47.61896514892578","47.61896514892578","17.460851669311523","17.460851669311523","17.460851669311523","64.18843078613281","64.18843078613281","64.18843078613281","47.61069107055664","47.61069107055664","47.61069107055664","17.01361846923828","17.01361846923828","17.01361846923828"
"4979","66.7142333984375","66.7142333984375","66.7142333984375","50.80715560913086","50.80715560913086","50.80715560913086","20.023160934448242","20.023160934448242","20.023160934448242","66.69914245605469","66.69914245605469","66.69914245605469","50.844993591308594","50.844993591308594","50.844993591308594","19.653636932373047","19.653636932373047","19.653636932373047"
"5009","63.5206184387207","63.5206184387207","63.5206184387207","48.89909744262695","48.89909744262695","48.89909744262695","19.545438766479492","19.545438766479492","19.545438766479492","63.49077606201172","63.49077606201172","63.49077606201172","48.942527770996094","48.942527770996094","48.942527770996094","19.033151626586914","19.033151626586914","19.033151626586914"
"5039","61.64237594604492","61.64237594604492","61.64237594604492","45.53555679321289","45.53555679321289","45.53555679321289","16.32761001586914","16.32761001586914","16.32761001586914","61.65267562866211","61.65267562866211","61.65267562866211","45.635223388671875","45.635223388671875","45.635223388671875","15.437854766845703","15.437854766845703","15.437854766845703"
"5069","63.14668655395508","63.14668655395508","63.14668655395508","45.93568801879883","45.93568801879883","45.93568801879883","18.201318740844727","18.201318740844727","18.201318740844727","63.14951705932617","63.14951705932617","63.14951705932617","45.91220474243164","45.91220474243164","45.91220474243164","17.592662811279297","17.592662811279297","17.592662811279297"
"5099","62.50459289550781","62.50459289550781","62.50459289550781","46.7529182434082","46.7529182434082","46.7529182434082","17.701738357543945","17.701738357543945","17.701738357543945","62.4358024597168","62.4358024597168","62.4358024597168","46.81425094604492","46.81425094604492","46.81425094604492","17.13349723815918","17.13349723815918","17.13349723815918"
"5129","61.83521270751953","61.83521270751953","61.83521270751953","45.78206253051758","45.78206253051758","45.78206253051758","16.30570411682129","16.30570411682129","16.30570411682129","61.72763442993164","61.72763442993164","61.72763442993164","45.75497055053711","45.75497055053711","45.75497055053711","15.875429153442383","15.875429153442383","15.875429153442383"
"5159","99.94483947753906","99.94483947753906","99.94483947753906","57.4315185546875","57.4315185546875","57.4315185546875","18.63504981994629","18.63504981994629","18.63504981994629","100.37926483154297","100.37926483154297","100.37926483154297","57.482948303222656","57.482948303222656","57.482948303222656","17.96357536315918","17.96357536315918","17.96357536315918"
"5189","64.05068969726562","64.05068969726562","64.05068969726562","49.373924255371094","49.373924255371094","49.373924255371094","18.305883407592773","18.305883407592773","18.305883407592773","63.9390983581543","63.9390983581543","63.9390983581543","49.26465606689453","49.26465606689453","49.26465606689453","17.632997512817383","17.632997512817383","17.632997512817383"
"5219","65.96971893310547","65.96971893310547","65.96971893310547","49.9396858215332","49.9396858215332","49.9396858215332","19.239147186279297","19.239147186279297","19.239147186279297","65.80810546875","65.80810546875","65.80810546875","49.894256591796875","49.894256591796875","49.894256591796875","18.450965881347656","18.450965881347656","18.450965881347656"
"5249","60.697967529296875","60.697967529296875","60.697967529296875","45.808982849121094","45.808982849121094","45.808982849121094","15.964774131774902","15.964774131774902","15.964774131774902","60.68440628051758","60.68440628051758","60.68440628051758","45.80398941040039","45.80398941040039","45.80398941040039","15.32079029083252","15.32079029083252","15.32079029083252"
"5279","65.87596893310547","65.87596893310547","65.87596893310547","49.20219802856445","49.20219802856445","49.20219802856445","17.013553619384766","17.013553619384766","17.013553619384766","65.88335418701172","65.88335418701172","65.88335418701172","49.35667419433594","49.35667419433594","49.35667419433594","16.499906539916992","16.499906539916992","16.499906539916992"
"5309","62.0640869140625","62.0640869140625","62.0640869140625","50.46625900268555","50.46625900268555","50.46625900268555","15.170917510986328","15.170917510986328","15.170917510986328","62.16598129272461","62.16598129272461","62.16598129272461","47.33795928955078","47.33795928955078","47.33795928955078","14.534128189086914","14.534128189086914","14.534128189086914"
"5339","67.8200454711914","67.8200454711914","67.8200454711914","48.6591796875","48.6591796875","48.6591796875","18.148061752319336","18.148061752319336","18.148061752319336","68.4528579711914","68.4528579711914","68.4528579711914","51.2956428527832","51.2956428527832","51.2956428527832","17.583463668823242","17.583463668823242","17.583463668823242"
"5369","96.95425415039062","96.95425415039062","96.95425415039062","56.408348083496094","56.408348083496094","56.408348083496094","20.607162475585938","20.607162475585938","20.607162475585938","97.16741943359375","97.16741943359375","97.16741943359375","56.52070236206055","56.52070236206055","56.52070236206055","19.995136260986328","19.995136260986328","19.995136260986328"
"5399","56.67436218261719","56.67436218261719","56.67436218261719","40.289451599121094","40.289451599121094","40.289451599121094","13.391315460205078","13.391315460205078","13.391315460205078","56.56874084472656","56.56874084472656","56.56874084472656","40.2012825012207","40.2012825012207","40.2012825012207","13.155152320861816","13.155152320861816","13.155152320861816"
"5429","67.53704833984375","67.53704833984375","67.53704833984375","54.4294319152832","54.4294319152832","54.4294319152832","20.40943145751953","20.40943145751953","20.40943145751953","67.591064453125","67.591064453125","67.591064453125","54.45420455932617","54.45420455932617","54.45420455932617","19.559261322021484","19.559261322021484","19.559261322021484"
"5459","62.27336883544922","62.27336883544922","62.27336883544922","46.62883758544922","46.62883758544922","46.62883758544922","14.531068801879883","14.531068801879883","14.531068801879883","62.57072448730469","62.57072448730469","62.57072448730469","46.88778305053711","46.88778305053711","46.88778305053711","14.091535568237305","14.091535568237305","14.091535568237305"
"5489","62.8763542175293","62.8763542175293","62.8763542175293","44.40703201293945","44.40703201293945","44.40703201293945","14.94460391998291","14.94460391998291","14.94460391998291","62.8432502746582","62.8432502746582","62.8432502746582","44.281951904296875","44.281951904296875","44.281951904296875","14.520777702331543","14.520777702331543","14.520777702331543"
"5519","66.48452758789062","66.48452758789062","66.48452758789062","48.36185073852539","48.36185073852539","48.36185073852539","17.448497772216797","17.448497772216797","17.448497772216797","66.42672729492188","66.42672729492188","66.42672729492188","48.47538375854492","48.47538375854492","48.47538375854492","17.11968231201172","17.11968231201172","17.11968231201172"
"5549","62.02103805541992","62.02103805541992","62.02103805541992","47.42230224609375","47.42230224609375","47.42230224609375","17.046459197998047","17.046459197998047","17.046459197998047","62.0655403137207","62.0655403137207","62.0655403137207","47.39258575439453","47.39258575439453","47.39258575439453","16.629409790039062","16.629409790039062","16.629409790039062"
"5579","72.63237762451172","72.63237762451172","72.63237762451172","50.24489974975586","50.24489974975586","50.24489974975586","17.60338020324707","17.60338020324707","17.60338020324707","72.57969665527344","72.57969665527344","72.57969665527344","50.203857421875","50.203857421875","50.203857421875","16.78192901611328","16.78192901611328","16.78192901611328"
"5609","60.38751983642578","60.38751983642578","60.38751983642578","42.58173751831055","42.58173751831055","42.58173751831055","15.169099807739258","15.169099807739258","15.169099807739258","60.278076171875","60.278076171875","60.278076171875","43.25431442260742","43.25431442260742","43.25431442260742","14.743087768554688","14.743087768554688","14.743087768554688"
"5639","69.91320037841797","69.91320037841797","69.91320037841797","51.636600494384766","51.636600494384766","51.636600494384766","17.720245361328125","17.720245361328125","17.720245361328125","69.93756866455078","69.93756866455078","69.93756866455078","51.58399200439453","51.58399200439453","51.58399200439453","17.39836883544922","17.39836883544922","17.39836883544922"
"5669","71.3783187866211","71.3783187866211","71.3783187866211","50.6961555480957","50.6961555480957","50.6961555480957","19.178754806518555","19.178754806518555","19.178754806518555","71.3409423828125","71.3409423828125","71.3409423828125","50.772674560546875","50.772674560546875","50.772674560546875","18.561872482299805","18.561872482299805","18.561872482299805"
"5699","104.32050323486328","104.32050323486328","104.32050323486328","48.81623840332031","48.81623840332031","48.81623840332031","15.094074249267578","15.094074249267578","15.094074249267578","103.9921875","103.9921875","103.9921875","48.80663299560547","48.80663299560547","48.80663299560547","14.823421478271484","14.823421478271484","14.823421478271484"
"5729","64.89421844482422","64.89421844482422","64.89421844482422","45.44670486450195","45.44670486450195","45.44670486450195","16.46099090576172","16.46099090576172","16.46099090576172","64.74593353271484","64.74593353271484","64.74593353271484","45.46375274658203","45.46375274658203","45.46375274658203","15.889994621276855","15.889994621276855","15.889994621276855"
"5759","59.44218444824219","59.44218444824219","59.44218444824219","42.10008239746094","42.10008239746094","42.10008239746094","15.07811164855957","15.07811164855957","15.07811164855957","59.37656021118164","59.37656021118164","59.37656021118164","42.12721633911133","42.12721633911133","42.12721633911133","14.585710525512695","14.585710525512695","14.585710525512695"
"5789","61.64202880859375","61.64202880859375","61.64202880859375","43.88914108276367","43.88914108276367","43.88914108276367","15.25439167022705","15.25439167022705","15.25439167022705","61.60476303100586","61.60476303100586","61.60476303100586","43.86353302001953","43.86353302001953","43.86353302001953","14.88379955291748","14.88379955291748","14.88379955291748"
"5819","68.24763488769531","68.24763488769531","68.24763488769531","52.0336799621582","52.0336799621582","52.0336799621582","19.017623901367188","19.017623901367188","19.017623901367188","68.1609878540039","68.1609878540039","68.1609878540039","51.97705841064453","51.97705841064453","51.97705841064453","18.36188316345215","18.36188316345215","18.36188316345215"
"5849","64.60326385498047","64.60326385498047","64.60326385498047","48.45920944213867","48.45920944213867","48.45920944213867","17.204051971435547","17.204051971435547","17.204051971435547","64.60820770263672","64.60820770263672","64.60820770263672","48.53280258178711","48.53280258178711","48.53280258178711","16.565059661865234","16.565059661865234","16.565059661865234"
"5879","60.977996826171875","60.977996826171875","60.977996826171875","45.51197814941406","45.51197814941406","45.51197814941406","17.01236343383789","17.01236343383789","17.01236343383789","60.90946960449219","60.90946960449219","60.90946960449219","45.469207763671875","45.469207763671875","45.469207763671875","16.57807731628418","16.57807731628418","16.57807731628418"
"5909","58.89286422729492","58.89286422729492","58.89286422729492","42.79720687866211","42.79720687866211","42.79720687866211","15.458833694458008","15.458833694458008","15.458833694458008","58.81623840332031","58.81623840332031","58.81623840332031","42.72899627685547","42.72899627685547","42.72899627685547","15.112004280090332","15.112004280090332","15.112004280090332"
"5939","95.3956069946289","95.3956069946289","95.3956069946289","52.26292037963867","52.26292037963867","52.26292037963867","16.425987243652344","16.425987243652344","16.425987243652344","95.5179672241211","95.5179672241211","95.5179672241211","52.285980224609375","52.285980224609375","52.285980224609375","16.06232452392578","16.06232452392578","16.06232452392578"
"5969","64.03022003173828","64.03022003173828","64.03022003173828","46.55735397338867","46.55735397338867","46.55735397338867","16.94066047668457","16.94066047668457","16.94066047668457","64.10143280029297","64.10143280029297","64.10143280029297","46.59426498413086","46.59426498413086","46.59426498413086","16.480619430541992","16.480619430541992","16.480619430541992"
"5999","66.5874252319336","66.5874252319336","66.5874252319336","51.44710922241211","51.44710922241211","51.44710922241211","19.80950927734375","19.80950927734375","19.80950927734375","66.54153442382812","66.54153442382812","66.54153442382812","51.509033203125","51.509033203125","51.509033203125","19.451414108276367","19.451414108276367","19.451414108276367"
"6029","67.4474105834961","67.4474105834961","67.4474105834961","50.079227447509766","50.079227447509766","50.079227447509766","18.12757110595703","18.12757110595703","18.12757110595703","67.3168716430664","67.3168716430664","67.3168716430664","49.93666458129883","49.93666458129883","49.93666458129883","17.672740936279297","17.672740936279297","17.672740936279297"
"6059","70.12086486816406","70.12086486816406","70.12086486816406","47.32796859741211","47.32796859741211","47.32796859741211","18.153043746948242","18.153043746948242","18.153043746948242","70.03812408447266","70.03812408447266","70.03812408447266","47.41869354248047","47.41869354248047","47.41869354248047","17.62097930908203","17.62097930908203","17.62097930908203"
"6089","60.94840621948242","60.94840621948242","60.94840621948242","44.61494064331055","44.61494064331055","44.61494064331055","16.717897415161133","16.717897415161133","16.717897415161133","60.852298736572266","60.852298736572266","60.852298736572266","44.51594543457031","44.51594543457031","44.51594543457031","16.25208854675293","16.25208854675293","16.25208854675293"
"6119","62.40205764770508","62.40205764770508","62.40205764770508","44.8509407043457","44.8509407043457","44.8509407043457","17.020204544067383","17.020204544067383","17.020204544067383","62.41610336303711","62.41610336303711","62.41610336303711","44.71207809448242","44.71207809448242","44.71207809448242","16.54334831237793","16.54334831237793","16.54334831237793"
"6149","56.85143280029297","56.85143280029297","56.85143280029297","39.15603256225586","39.15603256225586","39.15603256225586","14.728050231933594","14.728050231933594","14.728050231933594","56.65964126586914","56.65964126586914","56.65964126586914","39.19281005859375","39.19281005859375","39.19281005859375","14.334311485290527","14.334311485290527","14.334311485290527"
"6179","59.7437744140625","59.7437744140625","59.7437744140625","40.53337097167969","40.53337097167969","40.53337097167969","15.213790893554688","15.213790893554688","15.213790893554688","59.74729919433594","59.74729919433594","59.74729919433594","40.50587463378906","40.50587463378906","40.50587463378906","14.817461013793945","14.817461013793945","14.817461013793945"
"6209","76.46350860595703","76.46350860595703","76.46350860595703","52.03761672973633","52.03761672973633","52.03761672973633","17.39089012145996","17.39089012145996","17.39089012145996","76.32608032226562","76.32608032226562","76.32608032226562","52.008689880371094","52.008689880371094","52.008689880371094","16.74109649658203","16.74109649658203","16.74109649658203"
"6239","64.03126525878906","64.03126525878906","64.03126525878906","44.788490295410156","44.788490295410156","44.788490295410156","16.179121017456055","16.179121017456055","16.179121017456055","64.0089111328125","64.0089111328125","64.0089111328125","44.787010192871094","44.787010192871094","44.787010192871094","15.638229370117188","15.638229370117188","15.638229370117188"
"6269","67.23677062988281","67.23677062988281","67.23677062988281","48.78498840332031","48.78498840332031","48.78498840332031","17.739683151245117","17.739683151245117","17.739683151245117","67.2578125","67.2578125","67.2578125","48.671512603759766","48.671512603759766","48.671512603759766","17.348453521728516","17.348453521728516","17.348453521728516"
"6299","66.0668716430664","66.0668716430664","66.0668716430664","50.21284866333008","50.21284866333008","50.21284866333008","18.392805099487305","18.392805099487305","18.392805099487305","66.11000061035156","66.11000061035156","66.11000061035156","50.23838806152344","50.23838806152344","50.23838806152344","17.774913787841797","17.774913787841797","17.774913787841797"
"6329","101.34351348876953","101.34351348876953","101.34351348876953","55.47981262207031","55.47981262207031","55.47981262207031","18.47255516052246","18.47255516052246","18.47255516052246","101.49034118652344","101.49034118652344","101.49034118652344","55.38121032714844","55.38121032714844","55.38121032714844","17.68726921081543","17.68726921081543","17.68726921081543"
"6359","64.52738189697266","64.52738189697266","64.52738189697266","53.152469635009766","53.152469635009766","53.152469635009766","14.94654655456543","14.94654655456543","14.94654655456543","64.57910919189453","64.57910919189453","64.57910919189453","55.06181335449219","55.06181335449219","55.06181335449219","14.495487213134766","14.495487213134766","14.495487213134766"
"6389","63.05820083618164","63.05820083618164","63.05820083618164","43.00430679321289","43.00430679321289","43.00430679321289","16.79376983642578","16.79376983642578","16.79376983642578","63.07684326171875","63.07684326171875","63.07684326171875","42.93226623535156","42.93226623535156","42.93226623535156","16.24483871459961","16.24483871459961","16.24483871459961"
"6419","63.618553161621094","63.618553161621094","63.618553161621094","40.80301284790039","40.80301284790039","40.80301284790039","15.104267120361328","15.104267120361328","15.104267120361328","63.57220458984375","63.57220458984375","63.57220458984375","40.83302688598633","40.83302688598633","40.83302688598633","14.430659294128418","14.430659294128418","14.430659294128418"
"6449","65.43267059326172","65.43267059326172","65.43267059326172","44.61726379394531","44.61726379394531","44.61726379394531","15.430742263793945","15.430742263793945","15.430742263793945","65.3277359008789","65.3277359008789","65.3277359008789","44.57155227661133","44.57155227661133","44.57155227661133","14.907458305358887","14.907458305358887","14.907458305358887"
"6479","61.272220611572266","61.272220611572266","61.272220611572266","43.233367919921875","43.233367919921875","43.233367919921875","15.537196159362793","15.537196159362793","15.537196159362793","61.39495849609375","61.39495849609375","61.39495849609375","43.24392318725586","43.24392318725586","43.24392318725586","14.870279312133789","14.870279312133789","14.870279312133789"
