"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"3869","8.935861587524414","8.935861587524414","8.935861587524414","3.8966875076293945","3.8966875076293945","3.8966875076293945","0.32088080048561096","0.32088080048561096","0.32088080048561096","14.94323444366455","14.94323444366455","14.94323444366455","4.285701751708984","4.285701751708984","4.285701751708984","0.37848395109176636","0.37848395109176636","0.37848395109176636"
"3899","5.572403430938721","5.572403430938721","5.572403430938721","1.669297456741333","1.669297456741333","1.669297456741333","0.3236033618450165","0.3236033618450165","0.3236033618450165","10.068249702453613","10.068249702453613","10.068249702453613","2.415945291519165","2.415945291519165","2.415945291519165","0.35966795682907104","0.35966795682907104","0.35966795682907104"
"3929","2.826608896255493","2.826608896255493","2.826608896255493","1.160292387008667","1.160292387008667","1.160292387008667","0.2542301118373871","0.2542301118373871","0.2542301118373871","5.11757755279541","5.11757755279541","5.11757755279541","2.0404508113861084","2.0404508113861084","2.0404508113861084","0.306136816740036","0.306136816740036","0.306136816740036"
"3959","2.625822067260742","2.625822067260742","2.625822067260742","1.1044528484344482","1.1044528484344482","1.1044528484344482","0.26478639245033264","0.26478639245033264","0.26478639245033264","5.089970588684082","5.089970588684082","5.089970588684082","1.6844292879104614","1.6844292879104614","1.6844292879104614","0.3129323720932007","0.3129323720932007","0.3129323720932007"
"3989","2.2256288528442383","2.2256288528442383","2.2256288528442383","1.0405499935150146","1.0405499935150146","1.0405499935150146","0.24725815653800964","0.24725815653800964","0.24725815653800964","4.4271321296691895","4.4271321296691895","4.4271321296691895","1.71861732006073","1.71861732006073","1.71861732006073","0.2922022044658661","0.2922022044658661","0.2922022044658661"
"4019","6.161641597747803","6.161641597747803","6.161641597747803","25.99027442932129","25.99027442932129","25.99027442932129","0.2545706331729889","0.2545706331729889","0.2545706331729889","8.917316436767578","8.917316436767578","8.917316436767578","16.525590896606445","16.525590896606445","16.525590896606445","0.3388628661632538","0.3388628661632538","0.3388628661632538"
"4049","2.662515163421631","2.662515163421631","2.662515163421631","1.6469924449920654","1.6469924449920654","1.6469924449920654","0.2538544833660126","0.2538544833660126","0.2538544833660126","5.494523048400879","5.494523048400879","5.494523048400879","1.822873592376709","1.822873592376709","1.822873592376709","0.30575472116470337","0.30575472116470337","0.30575472116470337"
"4079","3.2134010791778564","3.2134010791778564","3.2134010791778564","1.2089145183563232","1.2089145183563232","1.2089145183563232","0.2778157591819763","0.2778157591819763","0.2778157591819763","6.690834045410156","6.690834045410156","6.690834045410156","1.7030532360076904","1.7030532360076904","1.7030532360076904","0.2995171546936035","0.2995171546936035","0.2995171546936035"
"4109","3.736342430114746","3.736342430114746","3.736342430114746","1.5600725412368774","1.5600725412368774","1.5600725412368774","0.3133407533168793","0.3133407533168793","0.3133407533168793","7.620972633361816","7.620972633361816","7.620972633361816","2.294381856918335","2.294381856918335","2.294381856918335","0.38483282923698425","0.38483282923698425","0.38483282923698425"
"4139","6.213621616363525","6.213621616363525","6.213621616363525","1.3472992181777954","1.3472992181777954","1.3472992181777954","0.25353050231933594","0.25353050231933594","0.25353050231933594","13.27828598022461","13.27828598022461","13.27828598022461","2.375706672668457","2.375706672668457","2.375706672668457","0.32185912132263184","0.32185912132263184","0.32185912132263184"
"4169","3.530484914779663","3.530484914779663","3.530484914779663","1.2748827934265137","1.2748827934265137","1.2748827934265137","0.22802917659282684","0.22802917659282684","0.22802917659282684","10.17789363861084","10.17789363861084","10.17789363861084","2.1285176277160645","2.1285176277160645","2.1285176277160645","0.29568448662757874","0.29568448662757874","0.29568448662757874"
"4199","4.2632670402526855","4.2632670402526855","4.2632670402526855","3.2496068477630615","3.2496068477630615","3.2496068477630615","0.30792567133903503","0.30792567133903503","0.30792567133903503","8.741697311401367","8.741697311401367","8.741697311401367","3.201093912124634","3.201093912124634","3.201093912124634","0.389270156621933","0.389270156621933","0.389270156621933"
"4229","5.80491304397583","5.80491304397583","5.80491304397583","2.2048633098602295","2.2048633098602295","2.2048633098602295","0.26450225710868835","0.26450225710868835","0.26450225710868835","12.775217056274414","12.775217056274414","12.775217056274414","2.574953556060791","2.574953556060791","2.574953556060791","0.30793505907058716","0.30793505907058716","0.30793505907058716"
"4259","1.6640549898147583","1.6640549898147583","1.6640549898147583","0.8349214196205139","0.8349214196205139","0.8349214196205139","0.19033898413181305","0.19033898413181305","0.19033898413181305","3.3035826683044434","3.3035826683044434","3.3035826683044434","1.2593975067138672","1.2593975067138672","1.2593975067138672","0.2383759766817093","0.2383759766817093","0.2383759766817093"
"4289","1.4807915687561035","1.4807915687561035","1.4807915687561035","0.860917329788208","0.860917329788208","0.860917329788208","0.23930464684963226","0.23930464684963226","0.23930464684963226","3.049123525619507","3.049123525619507","3.049123525619507","1.3061258792877197","1.3061258792877197","1.3061258792877197","0.3106580674648285","0.3106580674648285","0.3106580674648285"
"4319","1.6861169338226318","1.6861169338226318","1.6861169338226318","1.3977404832839966","1.3977404832839966","1.3977404832839966","0.22968646883964539","0.22968646883964539","0.22968646883964539","3.3797924518585205","3.3797924518585205","3.3797924518585205","1.6956777572631836","1.6956777572631836","1.6956777572631836","0.3006962239742279","0.3006962239742279","0.3006962239742279"
"4349","1.4554470777511597","1.4554470777511597","1.4554470777511597","0.7996490597724915","0.7996490597724915","0.7996490597724915","0.22914214432239532","0.22914214432239532","0.22914214432239532","2.8529481887817383","2.8529481887817383","2.8529481887817383","1.256568193435669","1.256568193435669","1.256568193435669","0.2692503333091736","0.2692503333091736","0.2692503333091736"
"4379","3.338914155960083","3.338914155960083","3.338914155960083","2.24993634223938","2.24993634223938","2.24993634223938","0.22791247069835663","0.22791247069835663","0.22791247069835663","6.120546817779541","6.120546817779541","6.120546817779541","3.1039979457855225","3.1039979457855225","3.1039979457855225","0.2955950200557709","0.2955950200557709","0.2955950200557709"
"4409","1.2065593004226685","1.2065593004226685","1.2065593004226685","1.1672264337539673","1.1672264337539673","1.1672264337539673","0.21333496272563934","0.21333496272563934","0.21333496272563934","2.621311902999878","2.621311902999878","2.621311902999878","1.233938455581665","1.233938455581665","1.233938455581665","0.2820327579975128","0.2820327579975128","0.2820327579975128"
"4439","2.127894878387451","2.127894878387451","2.127894878387451","1.1029853820800781","1.1029853820800781","1.1029853820800781","0.2478492110967636","0.2478492110967636","0.2478492110967636","4.744185447692871","4.744185447692871","4.744185447692871","1.674370527267456","1.674370527267456","1.674370527267456","0.32053378224372864","0.32053378224372864","0.32053378224372864"
"4469","1.342214584350586","1.342214584350586","1.342214584350586","1.00054931640625","1.00054931640625","1.00054931640625","0.20824168622493744","0.20824168622493744","0.20824168622493744","2.3034322261810303","2.3034322261810303","2.3034322261810303","1.1855138540267944","1.1855138540267944","1.1855138540267944","0.2761421203613281","0.2761421203613281","0.2761421203613281"
"4499","5.028848171234131","5.028848171234131","5.028848171234131","9.997467994689941","9.997467994689941","9.997467994689941","0.2619357407093048","0.2619357407093048","0.2619357407093048","7.274128437042236","7.274128437042236","7.274128437042236","17.48135757446289","17.48135757446289","17.48135757446289","0.31014958024024963","0.31014958024024963","0.31014958024024963"
"4529","1.6882318258285522","1.6882318258285522","1.6882318258285522","0.7401635646820068","0.7401635646820068","0.7401635646820068","0.22917860746383667","0.22917860746383667","0.22917860746383667","3.448826551437378","3.448826551437378","3.448826551437378","1.2431379556655884","1.2431379556655884","1.2431379556655884","0.2884405553340912","0.2884405553340912","0.2884405553340912"
"4559","3.06438946723938","3.06438946723938","3.06438946723938","1.0076855421066284","1.0076855421066284","1.0076855421066284","0.2371891587972641","0.2371891587972641","0.2371891587972641","6.832770824432373","6.832770824432373","6.832770824432373","2.1456234455108643","2.1456234455108643","2.1456234455108643","0.3414640724658966","0.3414640724658966","0.3414640724658966"
"4589","1.6301473379135132","1.6301473379135132","1.6301473379135132","0.9054287672042847","0.9054287672042847","0.9054287672042847","0.24967153370380402","0.24967153370380402","0.24967153370380402","3.0828399658203125","3.0828399658203125","3.0828399658203125","1.4318681955337524","1.4318681955337524","1.4318681955337524","0.2963527739048004","0.2963527739048004","0.2963527739048004"
"4619","1.08840012550354","1.08840012550354","1.08840012550354","0.7252731323242188","0.7252731323242188","0.7252731323242188","0.2243938446044922","0.2243938446044922","0.2243938446044922","2.757093667984009","2.757093667984009","2.757093667984009","1.1815670728683472","1.1815670728683472","1.1815670728683472","0.2937059700489044","0.2937059700489044","0.2937059700489044"
"4649","1.8681347370147705","1.8681347370147705","1.8681347370147705","6.271835803985596","6.271835803985596","6.271835803985596","0.25869449973106384","0.25869449973106384","0.25869449973106384","3.156193733215332","3.156193733215332","3.156193733215332","4.476330280303955","4.476330280303955","4.476330280303955","0.3041774332523346","0.3041774332523346","0.3041774332523346"
"4679","1.8674449920654297","1.8674449920654297","1.8674449920654297","1.1194462776184082","1.1194462776184082","1.1194462776184082","0.24027498066425323","0.24027498066425323","0.24027498066425323","4.606043338775635","4.606043338775635","4.606043338775635","2.8042023181915283","2.8042023181915283","2.8042023181915283","0.3012112081050873","0.3012112081050873","0.3012112081050873"
"4709","1.8928351402282715","1.8928351402282715","1.8928351402282715","0.7381319999694824","0.7381319999694824","0.7381319999694824","0.21525193750858307","0.21525193750858307","0.21525193750858307","5.527841091156006","5.527841091156006","5.527841091156006","1.4444831609725952","1.4444831609725952","1.4444831609725952","0.27760758996009827","0.27760758996009827","0.27760758996009827"
"4739","3.9898781776428223","3.9898781776428223","3.9898781776428223","2.1938869953155518","2.1938869953155518","2.1938869953155518","0.2462809681892395","0.2462809681892395","0.2462809681892395","7.950178146362305","7.950178146362305","7.950178146362305","2.2428207397460938","2.2428207397460938","2.2428207397460938","0.2709353566169739","0.2709353566169739","0.2709353566169739"
"4769","1.765177845954895","1.765177845954895","1.765177845954895","0.9374317526817322","0.9374317526817322","0.9374317526817322","0.25652652978897095","0.25652652978897095","0.25652652978897095","5.135249137878418","5.135249137878418","5.135249137878418","1.519405484199524","1.519405484199524","1.519405484199524","0.31357285380363464","0.31357285380363464","0.31357285380363464"
"4799","1.5697109699249268","1.5697109699249268","1.5697109699249268","3.104509115219116","3.104509115219116","3.104509115219116","0.19882437586784363","0.19882437586784363","0.19882437586784363","5.4692487716674805","5.4692487716674805","5.4692487716674805","2.0864639282226562","2.0864639282226562","2.0864639282226562","0.24216628074645996","0.24216628074645996","0.24216628074645996"
"4829","2.7062201499938965","2.7062201499938965","2.7062201499938965","0.8838714361190796","0.8838714361190796","0.8838714361190796","0.19908259809017181","0.19908259809017181","0.19908259809017181","5.66889762878418","5.66889762878418","5.66889762878418","1.8942656517028809","1.8942656517028809","1.8942656517028809","0.25754663348197937","0.25754663348197937","0.25754663348197937"
"4859","1.1085304021835327","1.1085304021835327","1.1085304021835327","0.5689086318016052","0.5689086318016052","0.5689086318016052","0.21183106303215027","0.21183106303215027","0.21183106303215027","2.636134386062622","2.636134386062622","2.636134386062622","1.1282238960266113","1.1282238960266113","1.1282238960266113","0.29491126537323","0.29491126537323","0.29491126537323"
"4889","0.998972475528717","0.998972475528717","0.998972475528717","0.6803324818611145","0.6803324818611145","0.6803324818611145","0.2013387233018875","0.2013387233018875","0.2013387233018875","2.7836947441101074","2.7836947441101074","2.7836947441101074","1.143667221069336","1.143667221069336","1.143667221069336","0.27038732171058655","0.27038732171058655","0.27038732171058655"
"4919","3.1507632732391357","3.1507632732391357","3.1507632732391357","4.8564252853393555","4.8564252853393555","4.8564252853393555","0.23568564653396606","0.23568564653396606","0.23568564653396606","4.122679233551025","4.122679233551025","4.122679233551025","5.480513572692871","5.480513572692871","5.480513572692871","0.2845386564731598","0.2845386564731598","0.2845386564731598"
"4949","1.6230275630950928","1.6230275630950928","1.6230275630950928","1.3293238878250122","1.3293238878250122","1.3293238878250122","0.2164156436920166","0.2164156436920166","0.2164156436920166","2.9816954135894775","2.9816954135894775","2.9816954135894775","1.2543225288391113","1.2543225288391113","1.2543225288391113","0.2466660588979721","0.2466660588979721","0.2466660588979721"
"4979","1.1282925605773926","1.1282925605773926","1.1282925605773926","0.7180231809616089","0.7180231809616089","0.7180231809616089","0.22985635697841644","0.22985635697841644","0.22985635697841644","2.361269474029541","2.361269474029541","2.361269474029541","1.128058910369873","1.128058910369873","1.128058910369873","0.2910408675670624","0.2910408675670624","0.2910408675670624"
"5009","0.8112422227859497","0.8112422227859497","0.8112422227859497","0.5914801359176636","0.5914801359176636","0.5914801359176636","0.22762560844421387","0.22762560844421387","0.22762560844421387","2.207498073577881","2.207498073577881","2.207498073577881","1.0461723804473877","1.0461723804473877","1.0461723804473877","0.2767285108566284","0.2767285108566284","0.2767285108566284"
"5039","0.9556398391723633","0.9556398391723633","0.9556398391723633","0.7649300694465637","0.7649300694465637","0.7649300694465637","0.1930205523967743","0.1930205523967743","0.1930205523967743","2.2697625160217285","2.2697625160217285","2.2697625160217285","1.332680583000183","1.332680583000183","1.332680583000183","0.2511804401874542","0.2511804401874542","0.2511804401874542"
"5069","1.487610101699829","1.487610101699829","1.487610101699829","1.3056561946868896","1.3056561946868896","1.3056561946868896","0.19152747094631195","0.19152747094631195","0.19152747094631195","2.2989697456359863","2.2989697456359863","2.2989697456359863","1.1299587488174438","1.1299587488174438","1.1299587488174438","0.2681067883968353","0.2681067883968353","0.2681067883968353"
"5099","0.9302654266357422","0.9302654266357422","0.9302654266357422","0.7285925149917603","0.7285925149917603","0.7285925149917603","0.2175978422164917","0.2175978422164917","0.2175978422164917","2.4313597679138184","2.4313597679138184","2.4313597679138184","1.1674965620040894","1.1674965620040894","1.1674965620040894","0.2620261609554291","0.2620261609554291","0.2620261609554291"
"5129","1.0593116283416748","1.0593116283416748","1.0593116283416748","1.5186617374420166","1.5186617374420166","1.5186617374420166","0.17323443293571472","0.17323443293571472","0.17323443293571472","2.065946102142334","2.065946102142334","2.065946102142334","1.4104779958724976","1.4104779958724976","1.4104779958724976","0.2569212019443512","0.2569212019443512","0.2569212019443512"
"5159","1.2226885557174683","1.2226885557174683","1.2226885557174683","0.5969063639640808","0.5969063639640808","0.5969063639640808","0.22246871888637543","0.22246871888637543","0.22246871888637543","4.76422643661499","4.76422643661499","4.76422643661499","1.0435070991516113","1.0435070991516113","1.0435070991516113","0.2839462459087372","0.2839462459087372","0.2839462459087372"
"5189","0.7994621396064758","0.7994621396064758","0.7994621396064758","0.54204922914505","0.54204922914505","0.54204922914505","0.1831529438495636","0.1831529438495636","0.1831529438495636","1.776599407196045","1.776599407196045","1.776599407196045","1.0154167413711548","1.0154167413711548","1.0154167413711548","0.2308373898267746","0.2308373898267746","0.2308373898267746"
"5219","1.2318404912948608","1.2318404912948608","1.2318404912948608","2.1739189624786377","2.1739189624786377","2.1739189624786377","0.18993684649467468","0.18993684649467468","0.18993684649467468","2.0728468894958496","2.0728468894958496","2.0728468894958496","1.8632543087005615","1.8632543087005615","1.8632543087005615","0.25109565258026123","0.25109565258026123","0.25109565258026123"
"5249","1.4334375858306885","1.4334375858306885","1.4334375858306885","1.476331353187561","1.476331353187561","1.476331353187561","0.18579982221126556","0.18579982221126556","0.18579982221126556","2.755216598510742","2.755216598510742","2.755216598510742","2.748042583465576","2.748042583465576","2.748042583465576","0.20916804671287537","0.20916804671287537","0.20916804671287537"
"5279","1.1200038194656372","1.1200038194656372","1.1200038194656372","4.428761005401611","4.428761005401611","4.428761005401611","0.1904371827840805","0.1904371827840805","0.1904371827840805","2.6700963973999023","2.6700963973999023","2.6700963973999023","4.550434589385986","4.550434589385986","4.550434589385986","0.22186827659606934","0.22186827659606934","0.22186827659606934"
"5309","5.747438430786133","5.747438430786133","5.747438430786133","3.245509624481201","3.245509624481201","3.245509624481201","0.1752651184797287","0.1752651184797287","0.1752651184797287","5.039128303527832","5.039128303527832","5.039128303527832","8.63483715057373","8.63483715057373","8.63483715057373","0.2078859657049179","0.2078859657049179","0.2078859657049179"
"5339","5.874929904937744","5.874929904937744","5.874929904937744","20.898101806640625","20.898101806640625","20.898101806640625","0.1610032171010971","0.1610032171010971","0.1610032171010971","5.815727233886719","5.815727233886719","5.815727233886719","17.958425521850586","17.958425521850586","17.958425521850586","0.27816516160964966","0.27816516160964966","0.27816516160964966"
"5369","0.981959879398346","0.981959879398346","0.981959879398346","1.2592742443084717","1.2592742443084717","1.2592742443084717","0.1843680888414383","0.1843680888414383","0.1843680888414383","3.265522003173828","3.265522003173828","3.265522003173828","1.4279258251190186","1.4279258251190186","1.4279258251190186","0.26211225986480713","0.26211225986480713","0.26211225986480713"
"5399","0.6294534802436829","0.6294534802436829","0.6294534802436829","0.4936385154724121","0.4936385154724121","0.4936385154724121","0.1519109606742859","0.1519109606742859","0.1519109606742859","1.4483392238616943","1.4483392238616943","1.4483392238616943","0.6773832440376282","0.6773832440376282","0.6773832440376282","0.1971033811569214","0.1971033811569214","0.1971033811569214"
"5429","0.6831269860267639","0.6831269860267639","0.6831269860267639","0.9735938906669617","0.9735938906669617","0.9735938906669617","0.19191524386405945","0.19191524386405945","0.19191524386405945","1.9865190982818604","1.9865190982818604","1.9865190982818604","1.0813757181167603","1.0813757181167603","1.0813757181167603","0.2628253698348999","0.2628253698348999","0.2628253698348999"
"5459","2.2729878425598145","2.2729878425598145","2.2729878425598145","4.217210292816162","4.217210292816162","4.217210292816162","0.15931755304336548","0.15931755304336548","0.15931755304336548","8.527447700500488","8.527447700500488","8.527447700500488","17.43340301513672","17.43340301513672","17.43340301513672","0.2060210406780243","0.2060210406780243","0.2060210406780243"
"5489","0.7155956625938416","0.7155956625938416","0.7155956625938416","1.1630215644836426","1.1630215644836426","1.1630215644836426","0.1665785014629364","0.1665785014629364","0.1665785014629364","1.8661015033721924","1.8661015033721924","1.8661015033721924","0.9585022330284119","0.9585022330284119","0.9585022330284119","0.189142644405365","0.189142644405365","0.189142644405365"
"5519","1.00764000415802","1.00764000415802","1.00764000415802","0.8988737463951111","0.8988737463951111","0.8988737463951111","0.2039453387260437","0.2039453387260437","0.2039453387260437","2.0835213661193848","2.0835213661193848","2.0835213661193848","1.2087410688400269","1.2087410688400269","1.2087410688400269","0.2133854627609253","0.2133854627609253","0.2133854627609253"
"5549","1.2849634885787964","1.2849634885787964","1.2849634885787964","1.452424168586731","1.452424168586731","1.452424168586731","0.1551211178302765","0.1551211178302765","0.1551211178302765","1.6537761688232422","1.6537761688232422","1.6537761688232422","1.1902679204940796","1.1902679204940796","1.1902679204940796","0.23663122951984406","0.23663122951984406","0.23663122951984406"
"5579","1.2844866514205933","1.2844866514205933","1.2844866514205933","0.7458345890045166","0.7458345890045166","0.7458345890045166","0.20257066190242767","0.20257066190242767","0.20257066190242767","2.2608699798583984","2.2608699798583984","2.2608699798583984","1.0317476987838745","1.0317476987838745","1.0317476987838745","0.24318739771842957","0.24318739771842957","0.24318739771842957"
"5609","1.371252417564392","1.371252417564392","1.371252417564392","3.71380615234375","3.71380615234375","3.71380615234375","0.16916587948799133","0.16916587948799133","0.16916587948799133","2.225518226623535","2.225518226623535","2.225518226623535","3.141420841217041","3.141420841217041","3.141420841217041","0.20102837681770325","0.20102837681770325","0.20102837681770325"
"5639","1.6694811582565308","1.6694811582565308","1.6694811582565308","1.7886704206466675","1.7886704206466675","1.7886704206466675","0.22048060595989227","0.22048060595989227","0.22048060595989227","1.9287866353988647","1.9287866353988647","1.9287866353988647","1.5374832153320312","1.5374832153320312","1.5374832153320312","0.28219282627105713","0.28219282627105713","0.28219282627105713"
"5669","1.1520633697509766","1.1520633697509766","1.1520633697509766","1.7357637882232666","1.7357637882232666","1.7357637882232666","0.16516777873039246","0.16516777873039246","0.16516777873039246","1.7693653106689453","1.7693653106689453","1.7693653106689453","1.1902639865875244","1.1902639865875244","1.1902639865875244","0.22639523446559906","0.22639523446559906","0.22639523446559906"
"5699","1.2236182689666748","1.2236182689666748","1.2236182689666748","1.2956550121307373","1.2956550121307373","1.2956550121307373","0.14761711657047272","0.14761711657047272","0.14761711657047272","4.241665363311768","4.241665363311768","4.241665363311768","0.918472409248352","0.918472409248352","0.918472409248352","0.21015064418315887","0.21015064418315887","0.21015064418315887"
"5729","0.45916807651519775","0.45916807651519775","0.45916807651519775","0.38530704379081726","0.38530704379081726","0.38530704379081726","0.16167214512825012","0.16167214512825012","0.16167214512825012","1.3508622646331787","1.3508622646331787","1.3508622646331787","0.8018265962600708","0.8018265962600708","0.8018265962600708","0.20112945139408112","0.20112945139408112","0.20112945139408112"
"5759","0.7614381313323975","0.7614381313323975","0.7614381313323975","0.4060261845588684","0.4060261845588684","0.4060261845588684","0.15823562443256378","0.15823562443256378","0.15823562443256378","1.2007708549499512","1.2007708549499512","1.2007708549499512","0.9371700882911682","0.9371700882911682","0.9371700882911682","0.21101662516593933","0.21101662516593933","0.21101662516593933"
"5789","0.6807417273521423","0.6807417273521423","0.6807417273521423","0.435743123292923","0.435743123292923","0.435743123292923","0.15545405447483063","0.15545405447483063","0.15545405447483063","1.2317047119140625","1.2317047119140625","1.2317047119140625","0.6778903007507324","0.6778903007507324","0.6778903007507324","0.19845859706401825","0.19845859706401825","0.19845859706401825"
"5819","0.4611958861351013","0.4611958861351013","0.4611958861351013","0.5222361087799072","0.5222361087799072","0.5222361087799072","0.17697970569133759","0.17697970569133759","0.17697970569133759","1.3205376863479614","1.3205376863479614","1.3205376863479614","0.7328649759292603","0.7328649759292603","0.7328649759292603","0.23774676024913788","0.23774676024913788","0.23774676024913788"
"5849","0.6947997808456421","0.6947997808456421","0.6947997808456421","0.6834567189216614","0.6834567189216614","0.6834567189216614","0.1614665538072586","0.1614665538072586","0.1614665538072586","1.580171823501587","1.580171823501587","1.580171823501587","0.8240051865577698","0.8240051865577698","0.8240051865577698","0.23750314116477966","0.23750314116477966","0.23750314116477966"
"5879","0.6124023199081421","0.6124023199081421","0.6124023199081421","0.6743984818458557","0.6743984818458557","0.6743984818458557","0.17521029710769653","0.17521029710769653","0.17521029710769653","1.5309096574783325","1.5309096574783325","1.5309096574783325","1.1178724765777588","1.1178724765777588","1.1178724765777588","0.2095554620027542","0.2095554620027542","0.2095554620027542"
"5909","0.7808800935745239","0.7808800935745239","0.7808800935745239","0.3701716959476471","0.3701716959476471","0.3701716959476471","0.14322328567504883","0.14322328567504883","0.14322328567504883","1.5456647872924805","1.5456647872924805","1.5456647872924805","0.8792564868927002","0.8792564868927002","0.8792564868927002","0.19506190717220306","0.19506190717220306","0.19506190717220306"
"5939","0.8211817145347595","0.8211817145347595","0.8211817145347595","1.0427829027175903","1.0427829027175903","1.0427829027175903","0.13239391148090363","0.13239391148090363","0.13239391148090363","2.6248719692230225","2.6248719692230225","2.6248719692230225","1.0508897304534912","1.0508897304534912","1.0508897304534912","0.2072962075471878","0.2072962075471878","0.2072962075471878"
"5969","0.3522534966468811","0.3522534966468811","0.3522534966468811","0.3076961934566498","0.3076961934566498","0.3076961934566498","0.18997947871685028","0.18997947871685028","0.18997947871685028","1.2451163530349731","1.2451163530349731","1.2451163530349731","0.6151251792907715","0.6151251792907715","0.6151251792907715","0.23492874205112457","0.23492874205112457","0.23492874205112457"
"5999","0.5728758573532104","0.5728758573532104","0.5728758573532104","0.879161536693573","0.879161536693573","0.879161536693573","0.17266426980495453","0.17266426980495453","0.17266426980495453","1.3625423908233643","1.3625423908233643","1.3625423908233643","0.8554420471191406","0.8554420471191406","0.8554420471191406","0.2271469384431839","0.2271469384431839","0.2271469384431839"
"6029","0.4105914533138275","0.4105914533138275","0.4105914533138275","0.4171673357486725","0.4171673357486725","0.4171673357486725","0.1650298833847046","0.1650298833847046","0.1650298833847046","1.16655695438385","1.16655695438385","1.16655695438385","0.7674110531806946","0.7674110531806946","0.7674110531806946","0.23286662995815277","0.23286662995815277","0.23286662995815277"
"6059","0.5964254140853882","0.5964254140853882","0.5964254140853882","2.9808883666992188","2.9808883666992188","2.9808883666992188","0.15072833001613617","0.15072833001613617","0.15072833001613617","1.9431694746017456","1.9431694746017456","1.9431694746017456","1.5022071599960327","1.5022071599960327","1.5022071599960327","0.23480357229709625","0.23480357229709625","0.23480357229709625"
"6089","0.5160814523696899","0.5160814523696899","0.5160814523696899","0.5541627407073975","0.5541627407073975","0.5541627407073975","0.13895101845264435","0.13895101845264435","0.13895101845264435","1.1565957069396973","1.1565957069396973","1.1565957069396973","0.8681170344352722","0.8681170344352722","0.8681170344352722","0.22282446920871735","0.22282446920871735","0.22282446920871735"
"6119","1.1268223524093628","1.1268223524093628","1.1268223524093628","6.449469566345215","6.449469566345215","6.449469566345215","0.1543223112821579","0.1543223112821579","0.1543223112821579","1.9554914236068726","1.9554914236068726","1.9554914236068726","3.6391546726226807","3.6391546726226807","3.6391546726226807","0.1983238309621811","0.1983238309621811","0.1983238309621811"
"6149","0.479932576417923","0.479932576417923","0.479932576417923","1.1295751333236694","1.1295751333236694","1.1295751333236694","0.13139939308166504","0.13139939308166504","0.13139939308166504","1.063590407371521","1.063590407371521","1.063590407371521","0.5954520106315613","0.5954520106315613","0.5954520106315613","0.1967090219259262","0.1967090219259262","0.1967090219259262"
"6179","0.5078233480453491","0.5078233480453491","0.5078233480453491","1.8385953903198242","1.8385953903198242","1.8385953903198242","0.16987213492393494","0.16987213492393494","0.16987213492393494","1.1918394565582275","1.1918394565582275","1.1918394565582275","1.1168372631072998","1.1168372631072998","1.1168372631072998","0.20995904505252838","0.20995904505252838","0.20995904505252838"
"6209","0.7315073013305664","0.7315073013305664","0.7315073013305664","0.7417038679122925","0.7417038679122925","0.7417038679122925","0.15943583846092224","0.15943583846092224","0.15943583846092224","1.9893813133239746","1.9893813133239746","1.9893813133239746","1.2564767599105835","1.2564767599105835","1.2564767599105835","0.19567914307117462","0.19567914307117462","0.19567914307117462"
"6239","0.3574886918067932","0.3574886918067932","0.3574886918067932","0.36575549840927124","0.36575549840927124","0.36575549840927124","0.15015992522239685","0.15015992522239685","0.15015992522239685","0.9588719010353088","0.9588719010353088","0.9588719010353088","0.5755090117454529","0.5755090117454529","0.5755090117454529","0.19543199241161346","0.19543199241161346","0.19543199241161346"
