"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"3989","2.2232675552368164","2.2232675552368164","2.2232675552368164","1.0381478071212769","1.0381478071212769","1.0381478071212769","0.2319054901599884","0.2319054901599884","0.2319054901599884","4.435273170471191","4.435273170471191","4.435273170471191","1.7162203788757324","1.7162203788757324","1.7162203788757324","0.3266621232032776","0.3266621232032776","0.3266621232032776"
"4019","6.139583587646484","6.139583587646484","6.139583587646484","26.021371841430664","26.021371841430664","26.021371841430664","0.285787969827652","0.285787969827652","0.285787969827652","8.929862976074219","8.929862976074219","8.929862976074219","16.079233169555664","16.079233169555664","16.079233169555664","0.3401666283607483","0.3401666283607483","0.3401666283607483"
"4049","2.6616482734680176","2.6616482734680176","2.6616482734680176","1.619537591934204","1.619537591934204","1.619537591934204","0.2792200744152069","0.2792200744152069","0.2792200744152069","5.4988837242126465","5.4988837242126465","5.4988837242126465","1.8189458847045898","1.8189458847045898","1.8189458847045898","0.3124709129333496","0.3124709129333496","0.3124709129333496"
"4079","3.21577787399292","3.21577787399292","3.21577787399292","1.1527284383773804","1.1527284383773804","1.1527284383773804","0.25839775800704956","0.25839775800704956","0.25839775800704956","6.685086727142334","6.685086727142334","6.685086727142334","1.6969168186187744","1.6969168186187744","1.6969168186187744","0.32100722193717957","0.32100722193717957","0.32100722193717957"
"4109","3.7355430126190186","3.7355430126190186","3.7355430126190186","1.4949053525924683","1.4949053525924683","1.4949053525924683","0.27529945969581604","0.27529945969581604","0.27529945969581604","7.606664657592773","7.606664657592773","7.606664657592773","2.279902219772339","2.279902219772339","2.279902219772339","0.3579949736595154","0.3579949736595154","0.3579949736595154"
"4139","6.2065253257751465","6.2065253257751465","6.2065253257751465","1.3232313394546509","1.3232313394546509","1.3232313394546509","0.24964484572410583","0.24964484572410583","0.24964484572410583","13.247151374816895","13.247151374816895","13.247151374816895","2.3728561401367188","2.3728561401367188","2.3728561401367188","0.3279799818992615","0.3279799818992615","0.3279799818992615"
"4169","3.5242652893066406","3.5242652893066406","3.5242652893066406","1.2234463691711426","1.2234463691711426","1.2234463691711426","0.21462737023830414","0.21462737023830414","0.21462737023830414","10.154348373413086","10.154348373413086","10.154348373413086","2.1290340423583984","2.1290340423583984","2.1290340423583984","0.3003256618976593","0.3003256618976593","0.3003256618976593"
"4199","4.259061813354492","4.259061813354492","4.259061813354492","2.741891384124756","2.741891384124756","2.741891384124756","0.27994704246520996","0.27994704246520996","0.27994704246520996","8.76952838897705","8.76952838897705","8.76952838897705","3.1702253818511963","3.1702253818511963","3.1702253818511963","0.36289581656455994","0.36289581656455994","0.36289581656455994"
"4229","5.791380882263184","5.791380882263184","5.791380882263184","1.5476772785186768","1.5476772785186768","1.5476772785186768","0.250153511762619","0.250153511762619","0.250153511762619","12.72451114654541","12.72451114654541","12.72451114654541","2.573448419570923","2.573448419570923","2.573448419570923","0.32217106223106384","0.32217106223106384","0.32217106223106384"
"4259","1.6620376110076904","1.6620376110076904","1.6620376110076904","0.8023834228515625","0.8023834228515625","0.8023834228515625","0.18385273218154907","0.18385273218154907","0.18385273218154907","3.2992424964904785","3.2992424964904785","3.2992424964904785","1.2591044902801514","1.2591044902801514","1.2591044902801514","0.23018933832645416","0.23018933832645416","0.23018933832645416"
"4289","1.4810948371887207","1.4810948371887207","1.4810948371887207","0.8557353019714355","0.8557353019714355","0.8557353019714355","0.24884788691997528","0.24884788691997528","0.24884788691997528","3.0560686588287354","3.0560686588287354","3.0560686588287354","1.3037440776824951","1.3037440776824951","1.3037440776824951","0.30838078260421753","0.30838078260421753","0.30838078260421753"
"4319","1.6903917789459229","1.6903917789459229","1.6903917789459229","1.6797901391983032","1.6797901391983032","1.6797901391983032","0.26410433650016785","0.26410433650016785","0.26410433650016785","3.3794853687286377","3.3794853687286377","3.3794853687286377","1.6910367012023926","1.6910367012023926","1.6910367012023926","0.300251305103302","0.300251305103302","0.300251305103302"
"4349","1.4546090364456177","1.4546090364456177","1.4546090364456177","0.8206446766853333","0.8206446766853333","0.8206446766853333","0.2431209683418274","0.2431209683418274","0.2431209683418274","2.854048490524292","2.854048490524292","2.854048490524292","1.2526463270187378","1.2526463270187378","1.2526463270187378","0.29322150349617004","0.29322150349617004","0.29322150349617004"
"4379","3.333315134048462","3.333315134048462","3.333315134048462","1.9840116500854492","1.9840116500854492","1.9840116500854492","0.22558017075061798","0.22558017075061798","0.22558017075061798","6.12591552734375","6.12591552734375","6.12591552734375","3.0946037769317627","3.0946037769317627","3.0946037769317627","0.3005494475364685","0.3005494475364685","0.3005494475364685"
"4409","1.2062221765518188","1.2062221765518188","1.2062221765518188","1.1717171669006348","1.1717171669006348","1.1717171669006348","0.20538480579853058","0.20538480579853058","0.20538480579853058","2.619442939758301","2.619442939758301","2.619442939758301","1.2351372241973877","1.2351372241973877","1.2351372241973877","0.2741098403930664","0.2741098403930664","0.2741098403930664"
"4439","2.1271231174468994","2.1271231174468994","2.1271231174468994","1.1100685596466064","1.1100685596466064","1.1100685596466064","0.28781071305274963","0.28781071305274963","0.28781071305274963","4.7457756996154785","4.7457756996154785","4.7457756996154785","1.6773804426193237","1.6773804426193237","1.6773804426193237","0.3369666635990143","0.3369666635990143","0.3369666635990143"
"4469","1.3450030088424683","1.3450030088424683","1.3450030088424683","0.9227824211120605","0.9227824211120605","0.9227824211120605","0.19829711318016052","0.19829711318016052","0.19829711318016052","2.303238868713379","2.303238868713379","2.303238868713379","1.1839039325714111","1.1839039325714111","1.1839039325714111","0.28087782859802246","0.28087782859802246","0.28087782859802246"
"4499","5.025106430053711","5.025106430053711","5.025106430053711","11.606996536254883","11.606996536254883","11.606996536254883","0.2554812431335449","0.2554812431335449","0.2554812431335449","7.228686332702637","7.228686332702637","7.228686332702637","18.199430465698242","18.199430465698242","18.199430465698242","0.3295057713985443","0.3295057713985443","0.3295057713985443"
"4529","1.680727481842041","1.680727481842041","1.680727481842041","0.7454589605331421","0.7454589605331421","0.7454589605331421","0.20715120434761047","0.20715120434761047","0.20715120434761047","3.4537789821624756","3.4537789821624756","3.4537789821624756","1.2461631298065186","1.2461631298065186","1.2461631298065186","0.2981272041797638","0.2981272041797638","0.2981272041797638"
"4559","3.067692279815674","3.067692279815674","3.067692279815674","0.9785165190696716","0.9785165190696716","0.9785165190696716","0.26284050941467285","0.26284050941467285","0.26284050941467285","6.851873397827148","6.851873397827148","6.851873397827148","2.132702350616455","2.132702350616455","2.132702350616455","0.3485272228717804","0.3485272228717804","0.3485272228717804"
"4589","1.6280888319015503","1.6280888319015503","1.6280888319015503","1.1295533180236816","1.1295533180236816","1.1295533180236816","0.26301226019859314","0.26301226019859314","0.26301226019859314","3.080402374267578","3.080402374267578","3.080402374267578","1.4443871974945068","1.4443871974945068","1.4443871974945068","0.2922123372554779","0.2922123372554779","0.2922123372554779"
"4619","1.0888910293579102","1.0888910293579102","1.0888910293579102","0.6585317850112915","0.6585317850112915","0.6585317850112915","0.2329556941986084","0.2329556941986084","0.2329556941986084","2.75266170501709","2.75266170501709","2.75266170501709","1.1841602325439453","1.1841602325439453","1.1841602325439453","0.3243022859096527","0.3243022859096527","0.3243022859096527"
"4649","1.8649173974990845","1.8649173974990845","1.8649173974990845","5.724319934844971","5.724319934844971","5.724319934844971","0.2918648421764374","0.2918648421764374","0.2918648421764374","3.145386219024658","3.145386219024658","3.145386219024658","4.59246301651001","4.59246301651001","4.59246301651001","0.3334502577781677","0.3334502577781677","0.3334502577781677"
"4679","1.86591637134552","1.86591637134552","1.86591637134552","0.7696912288665771","0.7696912288665771","0.7696912288665771","0.20647601783275604","0.20647601783275604","0.20647601783275604","4.597946643829346","4.597946643829346","4.597946643829346","2.7275595664978027","2.7275595664978027","2.7275595664978027","0.29539304971694946","0.29539304971694946","0.29539304971694946"
"4709","1.8937923908233643","1.8937923908233643","1.8937923908233643","0.8609520792961121","0.8609520792961121","0.8609520792961121","0.2498256266117096","0.2498256266117096","0.2498256266117096","5.53118896484375","5.53118896484375","5.53118896484375","1.5066741704940796","1.5066741704940796","1.5066741704940796","0.28417831659317017","0.28417831659317017","0.28417831659317017"
"4739","3.9905083179473877","3.9905083179473877","3.9905083179473877","1.939876675605774","1.939876675605774","1.939876675605774","0.23379234969615936","0.23379234969615936","0.23379234969615936","7.945860385894775","7.945860385894775","7.945860385894775","2.2719454765319824","2.2719454765319824","2.2719454765319824","0.2962895929813385","0.2962895929813385","0.2962895929813385"
"4769","1.7623484134674072","1.7623484134674072","1.7623484134674072","0.8177464008331299","0.8177464008331299","0.8177464008331299","0.25373950600624084","0.25373950600624084","0.25373950600624084","5.135226726531982","5.135226726531982","5.135226726531982","1.5549061298370361","1.5549061298370361","1.5549061298370361","0.337227463722229","0.337227463722229","0.337227463722229"
"4799","1.569146752357483","1.569146752357483","1.569146752357483","1.6743117570877075","1.6743117570877075","1.6743117570877075","0.21971409022808075","0.21971409022808075","0.21971409022808075","5.479337692260742","5.479337692260742","5.479337692260742","2.239358425140381","2.239358425140381","2.239358425140381","0.2718466818332672","0.2718466818332672","0.2718466818332672"
"4829","2.712949275970459","2.712949275970459","2.712949275970459","0.8346624374389648","0.8346624374389648","0.8346624374389648","0.20103810727596283","0.20103810727596283","0.20103810727596283","5.672613620758057","5.672613620758057","5.672613620758057","1.6705166101455688","1.6705166101455688","1.6705166101455688","0.2583862245082855","0.2583862245082855","0.2583862245082855"
"4859","1.1079002618789673","1.1079002618789673","1.1079002618789673","0.6004223823547363","0.6004223823547363","0.6004223823547363","0.21066707372665405","0.21066707372665405","0.21066707372665405","2.6321122646331787","2.6321122646331787","2.6321122646331787","1.1368179321289062","1.1368179321289062","1.1368179321289062","0.3056202828884125","0.3056202828884125","0.3056202828884125"
"4889","0.9997826814651489","0.9997826814651489","0.9997826814651489","0.7216218113899231","0.7216218113899231","0.7216218113899231","0.23428191244602203","0.23428191244602203","0.23428191244602203","2.7739787101745605","2.7739787101745605","2.7739787101745605","1.1439399719238281","1.1439399719238281","1.1439399719238281","0.3056442439556122","0.3056442439556122","0.3056442439556122"
"4919","3.1492254734039307","3.1492254734039307","3.1492254734039307","4.005739688873291","4.005739688873291","4.005739688873291","0.21521449089050293","0.21521449089050293","0.21521449089050293","4.088494300842285","4.088494300842285","4.088494300842285","5.062973499298096","5.062973499298096","5.062973499298096","0.2823522388935089","0.2823522388935089","0.2823522388935089"
"4949","1.6184176206588745","1.6184176206588745","1.6184176206588745","0.7594937086105347","0.7594937086105347","0.7594937086105347","0.1982964128255844","0.1982964128255844","0.1982964128255844","2.984541654586792","2.984541654586792","2.984541654586792","1.2483724355697632","1.2483724355697632","1.2483724355697632","0.342898964881897","0.342898964881897","0.342898964881897"
"4979","1.1183817386627197","1.1183817386627197","1.1183817386627197","0.6106269955635071","0.6106269955635071","0.6106269955635071","0.20094117522239685","0.20094117522239685","0.20094117522239685","2.362413167953491","2.362413167953491","2.362413167953491","1.142155408859253","1.142155408859253","1.142155408859253","0.2874283492565155","0.2874283492565155","0.2874283492565155"
"5009","0.8074767589569092","0.8074767589569092","0.8074767589569092","0.5862232446670532","0.5862232446670532","0.5862232446670532","0.20794738829135895","0.20794738829135895","0.20794738829135895","2.2062289714813232","2.2062289714813232","2.2062289714813232","1.0575289726257324","1.0575289726257324","1.0575289726257324","0.3035411238670349","0.3035411238670349","0.3035411238670349"
"5039","0.9491228461265564","0.9491228461265564","0.9491228461265564","0.8865492939949036","0.8865492939949036","0.8865492939949036","0.17832797765731812","0.17832797765731812","0.17832797765731812","2.264251470565796","2.264251470565796","2.264251470565796","1.3313665390014648","1.3313665390014648","1.3313665390014648","0.2579675316810608","0.2579675316810608","0.2579675316810608"
"5069","1.480404019355774","1.480404019355774","1.480404019355774","1.4447180032730103","1.4447180032730103","1.4447180032730103","0.22411681711673737","0.22411681711673737","0.22411681711673737","2.293083429336548","2.293083429336548","2.293083429336548","1.1883630752563477","1.1883630752563477","1.1883630752563477","0.2603086531162262","0.2603086531162262","0.2603086531162262"
"5099","0.9324063062667847","0.9324063062667847","0.9324063062667847","1.3658798933029175","1.3658798933029175","1.3658798933029175","0.21665436029434204","0.21665436029434204","0.21665436029434204","2.4253993034362793","2.4253993034362793","2.4253993034362793","1.161035418510437","1.161035418510437","1.161035418510437","0.23916253447532654","0.23916253447532654","0.23916253447532654"
"5129","1.0635592937469482","1.0635592937469482","1.0635592937469482","0.9108642339706421","0.9108642339706421","0.9108642339706421","0.2109605371952057","0.2109605371952057","0.2109605371952057","2.0699069499969482","2.0699069499969482","2.0699069499969482","1.2464351654052734","1.2464351654052734","1.2464351654052734","0.23362544178962708","0.23362544178962708","0.23362544178962708"
"5159","1.2269439697265625","1.2269439697265625","1.2269439697265625","0.5528010725975037","0.5528010725975037","0.5528010725975037","0.23823195695877075","0.23823195695877075","0.23823195695877075","4.752734184265137","4.752734184265137","4.752734184265137","1.0340148210525513","1.0340148210525513","1.0340148210525513","0.29557567834854126","0.29557567834854126","0.29557567834854126"
"5189","0.8006554245948792","0.8006554245948792","0.8006554245948792","0.5519514083862305","0.5519514083862305","0.5519514083862305","0.17719821631908417","0.17719821631908417","0.17719821631908417","1.771759033203125","1.771759033203125","1.771759033203125","0.9744584560394287","0.9744584560394287","0.9744584560394287","0.24096333980560303","0.24096333980560303","0.24096333980560303"
"5219","1.221673607826233","1.221673607826233","1.221673607826233","2.2745742797851562","2.2745742797851562","2.2745742797851562","0.21343930065631866","0.21343930065631866","0.21343930065631866","2.0734689235687256","2.0734689235687256","2.0734689235687256","1.3968778848648071","1.3968778848648071","1.3968778848648071","0.2552100419998169","0.2552100419998169","0.2552100419998169"
"5249","1.427968144416809","1.427968144416809","1.427968144416809","1.2673287391662598","1.2673287391662598","1.2673287391662598","0.16607961058616638","0.16607961058616638","0.16607961058616638","2.7762558460235596","2.7762558460235596","2.7762558460235596","1.2338327169418335","1.2338327169418335","1.2338327169418335","0.24998562037944794","0.24998562037944794","0.24998562037944794"
"5279","1.1213946342468262","1.1213946342468262","1.1213946342468262","6.291042327880859","6.291042327880859","6.291042327880859","0.15876729786396027","0.15876729786396027","0.15876729786396027","2.6734843254089355","2.6734843254089355","2.6734843254089355","3.0617516040802","3.0617516040802","3.0617516040802","0.24515901505947113","0.24515901505947113","0.24515901505947113"
"5309","5.528785228729248","5.528785228729248","5.528785228729248","12.279253005981445","12.279253005981445","12.279253005981445","0.1588636338710785","0.1588636338710785","0.1588636338710785","4.995014667510986","4.995014667510986","4.995014667510986","9.078715324401855","9.078715324401855","9.078715324401855","0.1921965330839157","0.1921965330839157","0.1921965330839157"
"5339","5.664473056793213","5.664473056793213","5.664473056793213","11.676657676696777","11.676657676696777","11.676657676696777","0.20122875273227692","0.20122875273227692","0.20122875273227692","5.873251914978027","5.873251914978027","5.873251914978027","13.434511184692383","13.434511184692383","13.434511184692383","0.2492942214012146","0.2492942214012146","0.2492942214012146"
"5369","1.0040794610977173","1.0040794610977173","1.0040794610977173","1.095170259475708","1.095170259475708","1.095170259475708","0.19040530920028687","0.19040530920028687","0.19040530920028687","3.2505571842193604","3.2505571842193604","3.2505571842193604","1.5579811334609985","1.5579811334609985","1.5579811334609985","0.2594366669654846","0.2594366669654846","0.2594366669654846"
"5399","0.6442923545837402","0.6442923545837402","0.6442923545837402","0.4491158127784729","0.4491158127784729","0.4491158127784729","0.18474292755126953","0.18474292755126953","0.18474292755126953","1.4464079141616821","1.4464079141616821","1.4464079141616821","0.6228250861167908","0.6228250861167908","0.6228250861167908","0.24144135415554047","0.24144135415554047","0.24144135415554047"
"5429","0.694118320941925","0.694118320941925","0.694118320941925","0.719491183757782","0.719491183757782","0.719491183757782","0.20716148614883423","0.20716148614883423","0.20716148614883423","1.9919899702072144","1.9919899702072144","1.9919899702072144","1.1308026313781738","1.1308026313781738","1.1308026313781738","0.2982997000217438","0.2982997000217438","0.2982997000217438"
"5459","3.057013511657715","3.057013511657715","3.057013511657715","3.5887365341186523","3.5887365341186523","3.5887365341186523","0.15011057257652283","0.15011057257652283","0.15011057257652283","8.52725601196289","8.52725601196289","8.52725601196289","11.850363731384277","11.850363731384277","11.850363731384277","0.18874721229076385","0.18874721229076385","0.18874721229076385"
"5489","0.7982608079910278","0.7982608079910278","0.7982608079910278","0.5261325240135193","0.5261325240135193","0.5261325240135193","0.13525322079658508","0.13525322079658508","0.13525322079658508","1.8668291568756104","1.8668291568756104","1.8668291568756104","1.0359946489334106","1.0359946489334106","1.0359946489334106","0.215898796916008","0.215898796916008","0.215898796916008"
"5519","0.9321223497390747","0.9321223497390747","0.9321223497390747","0.9486027956008911","0.9486027956008911","0.9486027956008911","0.18101294338703156","0.18101294338703156","0.18101294338703156","2.07412052154541","2.07412052154541","2.07412052154541","1.2956894636154175","1.2956894636154175","1.2956894636154175","0.2535971701145172","0.2535971701145172","0.2535971701145172"
"5549","1.168015718460083","1.168015718460083","1.168015718460083","0.9589032530784607","0.9589032530784607","0.9589032530784607","0.21044424176216125","0.21044424176216125","0.21044424176216125","1.6584129333496094","1.6584129333496094","1.6584129333496094","1.8315378427505493","1.8315378427505493","1.8315378427505493","0.24227102100849152","0.24227102100849152","0.24227102100849152"
"5579","0.9338043928146362","0.9338043928146362","0.9338043928146362","0.7026368379592896","0.7026368379592896","0.7026368379592896","0.20788945257663727","0.20788945257663727","0.20788945257663727","2.2510805130004883","2.2510805130004883","2.2510805130004883","1.1172345876693726","1.1172345876693726","1.1172345876693726","0.27144095301628113","0.27144095301628113","0.27144095301628113"
"5609","1.5228058099746704","1.5228058099746704","1.5228058099746704","3.5792503356933594","3.5792503356933594","3.5792503356933594","0.1664363443851471","0.1664363443851471","0.1664363443851471","2.216582775115967","2.216582775115967","2.216582775115967","4.794618606567383","4.794618606567383","4.794618606567383","0.21013933420181274","0.21013933420181274","0.21013933420181274"
"5639","1.4515024423599243","1.4515024423599243","1.4515024423599243","2.5073835849761963","2.5073835849761963","2.5073835849761963","0.18636523187160492","0.18636523187160492","0.18636523187160492","1.9306057691574097","1.9306057691574097","1.9306057691574097","1.3910291194915771","1.3910291194915771","1.3910291194915771","0.26085105538368225","0.26085105538368225","0.26085105538368225"
"5669","1.087625503540039","1.087625503540039","1.087625503540039","0.9154093861579895","0.9154093861579895","0.9154093861579895","0.18087570369243622","0.18087570369243622","0.18087570369243622","1.7707979679107666","1.7707979679107666","1.7707979679107666","1.157013177871704","1.157013177871704","1.157013177871704","0.2314331829547882","0.2314331829547882","0.2314331829547882"
"5699","1.1176329851150513","1.1176329851150513","1.1176329851150513","0.5516040921211243","0.5516040921211243","0.5516040921211243","0.15930557250976562","0.15930557250976562","0.15930557250976562","4.240208148956299","4.240208148956299","4.240208148956299","0.9431377053260803","0.9431377053260803","0.9431377053260803","0.21454226970672607","0.21454226970672607","0.21454226970672607"
"5729","0.4364144504070282","0.4364144504070282","0.4364144504070282","0.6332875490188599","0.6332875490188599","0.6332875490188599","0.1608758121728897","0.1608758121728897","0.1608758121728897","1.3510392904281616","1.3510392904281616","1.3510392904281616","0.7902464866638184","0.7902464866638184","0.7902464866638184","0.22441034018993378","0.22441034018993378","0.22441034018993378"
"5759","0.7502362728118896","0.7502362728118896","0.7502362728118896","0.7013201713562012","0.7013201713562012","0.7013201713562012","0.15288828313350677","0.15288828313350677","0.15288828313350677","1.1984707117080688","1.1984707117080688","1.1984707117080688","0.8981964588165283","0.8981964588165283","0.8981964588165283","0.22040967643260956","0.22040967643260956","0.22040967643260956"
"5789","0.5221182703971863","0.5221182703971863","0.5221182703971863","0.3563064634799957","0.3563064634799957","0.3563064634799957","0.15951979160308838","0.15951979160308838","0.15951979160308838","1.2309108972549438","1.2309108972549438","1.2309108972549438","0.6547123789787292","0.6547123789787292","0.6547123789787292","0.2152533084154129","0.2152533084154129","0.2152533084154129"
"5819","0.5319863557815552","0.5319863557815552","0.5319863557815552","0.42945292592048645","0.42945292592048645","0.42945292592048645","0.16685764491558075","0.16685764491558075","0.16685764491558075","1.319145917892456","1.319145917892456","1.319145917892456","0.7202799320220947","0.7202799320220947","0.7202799320220947","0.3026782274246216","0.3026782274246216","0.3026782274246216"
"5849","0.6895776987075806","0.6895776987075806","0.6895776987075806","0.47355902194976807","0.47355902194976807","0.47355902194976807","0.17428801953792572","0.17428801953792572","0.17428801953792572","1.5801823139190674","1.5801823139190674","1.5801823139190674","0.8407975435256958","0.8407975435256958","0.8407975435256958","0.2363961786031723","0.2363961786031723","0.2363961786031723"
"5879","0.67689049243927","0.67689049243927","0.67689049243927","1.3964208364486694","1.3964208364486694","1.3964208364486694","0.14233754575252533","0.14233754575252533","0.14233754575252533","1.588600754737854","1.588600754737854","1.588600754737854","1.5222375392913818","1.5222375392913818","1.5222375392913818","0.20773044228553772","0.20773044228553772","0.20773044228553772"
"5909","1.5243232250213623","1.5243232250213623","1.5243232250213623","0.5863139629364014","0.5863139629364014","0.5863139629364014","0.17746707797050476","0.17746707797050476","0.17746707797050476","1.5513180494308472","1.5513180494308472","1.5513180494308472","0.6571846604347229","0.6571846604347229","0.6571846604347229","0.23824837803840637","0.23824837803840637","0.23824837803840637"
"5939","0.8918266892433167","0.8918266892433167","0.8918266892433167","0.9234369993209839","0.9234369993209839","0.9234369993209839","0.12336497753858566","0.12336497753858566","0.12336497753858566","2.643033504486084","2.643033504486084","2.643033504486084","1.231521725654602","1.231521725654602","1.231521725654602","0.19956862926483154","0.19956862926483154","0.19956862926483154"
"5969","0.4216352701187134","0.4216352701187134","0.4216352701187134","0.2902015745639801","0.2902015745639801","0.2902015745639801","0.1686028391122818","0.1686028391122818","0.1686028391122818","1.2491765022277832","1.2491765022277832","1.2491765022277832","0.6081532835960388","0.6081532835960388","0.6081532835960388","0.22371752560138702","0.22371752560138702","0.22371752560138702"
"5999","0.5221341848373413","0.5221341848373413","0.5221341848373413","0.725149393081665","0.725149393081665","0.725149393081665","0.15988469123840332","0.15988469123840332","0.15988469123840332","1.3551254272460938","1.3551254272460938","1.3551254272460938","0.8816846013069153","0.8816846013069153","0.8816846013069153","0.24097056686878204","0.24097056686878204","0.24097056686878204"
"6029","0.4229160249233246","0.4229160249233246","0.4229160249233246","0.4004405736923218","0.4004405736923218","0.4004405736923218","0.18457084894180298","0.18457084894180298","0.18457084894180298","1.1618852615356445","1.1618852615356445","1.1618852615356445","0.709716260433197","0.709716260433197","0.709716260433197","0.24285754561424255","0.24285754561424255","0.24285754561424255"
"6059","0.6614010334014893","0.6614010334014893","0.6614010334014893","2.041952610015869","2.041952610015869","2.041952610015869","0.16405923664569855","0.16405923664569855","0.16405923664569855","1.92585289478302","1.92585289478302","1.92585289478302","1.2257198095321655","1.2257198095321655","1.2257198095321655","0.5042459964752197","0.5042459964752197","0.5042459964752197"
"6089","0.4897351861000061","0.4897351861000061","0.4897351861000061","0.47312116622924805","0.47312116622924805","0.47312116622924805","0.14605575799942017","0.14605575799942017","0.14605575799942017","1.156434416770935","1.156434416770935","1.156434416770935","0.7115378975868225","0.7115378975868225","0.7115378975868225","0.1929798275232315","0.1929798275232315","0.1929798275232315"
"6119","3.5418035984039307","3.5418035984039307","3.5418035984039307","10.66641616821289","10.66641616821289","10.66641616821289","0.1691603809595108","0.1691603809595108","0.1691603809595108","1.9820780754089355","1.9820780754089355","1.9820780754089355","9.485501289367676","9.485501289367676","9.485501289367676","0.20725640654563904","0.20725640654563904","0.20725640654563904"
"6149","0.5151653289794922","0.5151653289794922","0.5151653289794922","0.47936883568763733","0.47936883568763733","0.47936883568763733","0.14447833597660065","0.14447833597660065","0.14447833597660065","1.0647650957107544","1.0647650957107544","1.0647650957107544","0.6734965443611145","0.6734965443611145","0.6734965443611145","0.31192949414253235","0.31192949414253235","0.31192949414253235"
"6179","0.5981401205062866","0.5981401205062866","0.5981401205062866","0.9698156714439392","0.9698156714439392","0.9698156714439392","0.15236066281795502","0.15236066281795502","0.15236066281795502","1.1762261390686035","1.1762261390686035","1.1762261390686035","1.217782974243164","1.217782974243164","1.217782974243164","0.19522327184677124","0.19522327184677124","0.19522327184677124"
"6209","0.8673372268676758","0.8673372268676758","0.8673372268676758","0.6254811882972717","0.6254811882972717","0.6254811882972717","0.17428690195083618","0.17428690195083618","0.17428690195083618","1.9789937734603882","1.9789937734603882","1.9789937734603882","1.321305513381958","1.321305513381958","1.321305513381958","0.22673505544662476","0.22673505544662476","0.22673505544662476"
"6239","0.3360307216644287","0.3360307216644287","0.3360307216644287","0.27262353897094727","0.27262353897094727","0.27262353897094727","0.16954512894153595","0.16954512894153595","0.16954512894153595","0.9598056674003601","0.9598056674003601","0.9598056674003601","0.5712103843688965","0.5712103843688965","0.5712103843688965","0.22311729192733765","0.22311729192733765","0.22311729192733765"
"6269","1.5887563228607178","1.5887563228607178","1.5887563228607178","1.088596224784851","1.088596224784851","1.088596224784851","0.1613484025001526","0.1613484025001526","0.1613484025001526","1.3955509662628174","1.3955509662628174","1.3955509662628174","1.317979097366333","1.317979097366333","1.317979097366333","0.2597155272960663","0.2597155272960663","0.2597155272960663"
"6299","1.3643215894699097","1.3643215894699097","1.3643215894699097","1.4007383584976196","1.4007383584976196","1.4007383584976196","0.16640977561473846","0.16640977561473846","0.16640977561473846","1.5427939891815186","1.5427939891815186","1.5427939891815186","1.3480809926986694","1.3480809926986694","1.3480809926986694","0.221623957157135","0.221623957157135","0.221623957157135"
"6329","0.8379048109054565","0.8379048109054565","0.8379048109054565","0.6620233058929443","0.6620233058929443","0.6620233058929443","0.1677435338497162","0.1677435338497162","0.1677435338497162","1.875722885131836","1.875722885131836","1.875722885131836","0.7512220740318298","0.7512220740318298","0.7512220740318298","0.20862731337547302","0.20862731337547302","0.20862731337547302"
"6359","1.2650361061096191","1.2650361061096191","1.2650361061096191","7.310610771179199","7.310610771179199","7.310610771179199","0.1323270946741104","0.1323270946741104","0.1323270946741104","3.1829512119293213","3.1829512119293213","3.1829512119293213","11.461612701416016","11.461612701416016","11.461612701416016","0.17508478462696075","0.17508478462696075","0.17508478462696075"
