"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"5309","55.97480392456055","55.97480392456055","55.97480392456055","119.5126953125","119.5126953125","119.5126953125","37.79230880737305","37.79230880737305","37.79230880737305","55.83824920654297","55.83824920654297","55.83824920654297","119.1669921875","119.1669921875","119.1669921875","37.66230773925781","37.66230773925781","37.66230773925781"
"5339","56.30332946777344","56.30332946777344","56.30332946777344","123.1626205444336","123.1626205444336","123.1626205444336","46.65525817871094","46.65525817871094","46.65525817871094","56.22183609008789","56.22183609008789","56.22183609008789","122.87921905517578","122.87921905517578","122.87921905517578","46.95564270019531","46.95564270019531","46.95564270019531"
"5369","65.5136489868164","65.5136489868164","65.5136489868164","129.95700073242188","129.95700073242188","129.95700073242188","53.47725296020508","53.47725296020508","53.47725296020508","65.34410095214844","65.34410095214844","65.34410095214844","130.02659606933594","130.02659606933594","130.02659606933594","53.488807678222656","53.488807678222656","53.488807678222656"
"5399","50.85382843017578","50.85382843017578","50.85382843017578","106.65106964111328","106.65106964111328","106.65106964111328","34.360660552978516","34.360660552978516","34.360660552978516","50.71348571777344","50.71348571777344","50.71348571777344","106.47764587402344","106.47764587402344","106.47764587402344","34.28855514526367","34.28855514526367","34.28855514526367"
"5429","61.42151641845703","61.42151641845703","61.42151641845703","143.8385009765625","143.8385009765625","143.8385009765625","57.0851936340332","57.0851936340332","57.0851936340332","61.37812423706055","61.37812423706055","61.37812423706055","143.31878662109375","143.31878662109375","143.31878662109375","57.15473175048828","57.15473175048828","57.15473175048828"
"5459","56.2064208984375","56.2064208984375","56.2064208984375","121.96226501464844","121.96226501464844","121.96226501464844","34.53566360473633","34.53566360473633","34.53566360473633","56.24473571777344","56.24473571777344","56.24473571777344","121.66895294189453","121.66895294189453","121.66895294189453","34.78553009033203","34.78553009033203","34.78553009033203"
"5489","54.744384765625","54.744384765625","54.744384765625","130.2135772705078","130.2135772705078","130.2135772705078","33.91852569580078","33.91852569580078","33.91852569580078","54.50151062011719","54.50151062011719","54.50151062011719","129.410400390625","129.410400390625","129.410400390625","33.806068420410156","33.806068420410156","33.806068420410156"
"5519","64.24352264404297","64.24352264404297","64.24352264404297","134.4726104736328","134.4726104736328","134.4726104736328","44.78657913208008","44.78657913208008","44.78657913208008","64.18395233154297","64.18395233154297","64.18395233154297","134.24183654785156","134.24183654785156","134.24183654785156","44.86927032470703","44.86927032470703","44.86927032470703"
"5549","60.31621551513672","60.31621551513672","60.31621551513672","132.87094116210938","132.87094116210938","132.87094116210938","46.29253005981445","46.29253005981445","46.29253005981445","60.22221374511719","60.22221374511719","60.22221374511719","132.86065673828125","132.86065673828125","132.86065673828125","46.07655715942383","46.07655715942383","46.07655715942383"
"5579","59.112239837646484","59.112239837646484","59.112239837646484","134.75204467773438","134.75204467773438","134.75204467773438","43.24918746948242","43.24918746948242","43.24918746948242","59.19931411743164","59.19931411743164","59.19931411743164","135.02230834960938","135.02230834960938","135.02230834960938","43.2112922668457","43.2112922668457","43.2112922668457"
"5609","54.669715881347656","54.669715881347656","54.669715881347656","120.85845184326172","120.85845184326172","120.85845184326172","37.08320236206055","37.08320236206055","37.08320236206055","54.778499603271484","54.778499603271484","54.778499603271484","120.78579711914062","120.78579711914062","120.78579711914062","37.007606506347656","37.007606506347656","37.007606506347656"
"5639","63.53544616699219","63.53544616699219","63.53544616699219","139.57496643066406","139.57496643066406","139.57496643066406","46.73746109008789","46.73746109008789","46.73746109008789","63.7027473449707","63.7027473449707","63.7027473449707","138.9334716796875","138.9334716796875","138.9334716796875","46.90829849243164","46.90829849243164","46.90829849243164"
"5669","67.63818359375","67.63818359375","67.63818359375","129.2747344970703","129.2747344970703","129.2747344970703","46.10411834716797","46.10411834716797","46.10411834716797","67.5042724609375","67.5042724609375","67.5042724609375","129.88839721679688","129.88839721679688","129.88839721679688","45.99913024902344","45.99913024902344","45.99913024902344"
"5699","62.19704055786133","62.19704055786133","62.19704055786133","113.78781127929688","113.78781127929688","113.78781127929688","33.59497833251953","33.59497833251953","33.59497833251953","62.09666061401367","62.09666061401367","62.09666061401367","113.3956527709961","113.3956527709961","113.3956527709961","33.414024353027344","33.414024353027344","33.414024353027344"
"5729","57.96851348876953","57.96851348876953","57.96851348876953","121.80138397216797","121.80138397216797","121.80138397216797","38.13751983642578","38.13751983642578","38.13751983642578","57.79372024536133","57.79372024536133","57.79372024536133","121.62163543701172","121.62163543701172","121.62163543701172","38.13194274902344","38.13194274902344","38.13194274902344"
"5759","49.66974639892578","49.66974639892578","49.66974639892578","111.84242248535156","111.84242248535156","111.84242248535156","35.81916046142578","35.81916046142578","35.81916046142578","49.54141616821289","49.54141616821289","49.54141616821289","111.5416488647461","111.5416488647461","111.5416488647461","35.94562530517578","35.94562530517578","35.94562530517578"
"5789","55.31507110595703","55.31507110595703","55.31507110595703","124.29178619384766","124.29178619384766","124.29178619384766","34.8050537109375","34.8050537109375","34.8050537109375","55.23979949951172","55.23979949951172","55.23979949951172","123.88961029052734","123.88961029052734","123.88961029052734","34.78373336791992","34.78373336791992","34.78373336791992"
"5819","63.079002380371094","63.079002380371094","63.079002380371094","134.7978973388672","134.7978973388672","134.7978973388672","53.02433395385742","53.02433395385742","53.02433395385742","63.022186279296875","63.022186279296875","63.022186279296875","134.45030212402344","134.45030212402344","134.45030212402344","52.89309310913086","52.89309310913086","52.89309310913086"
"5849","60.32598114013672","60.32598114013672","60.32598114013672","127.7098388671875","127.7098388671875","127.7098388671875","41.72966766357422","41.72966766357422","41.72966766357422","60.2960205078125","60.2960205078125","60.2960205078125","127.07294464111328","127.07294464111328","127.07294464111328","41.88283920288086","41.88283920288086","41.88283920288086"
"5879","57.84195327758789","57.84195327758789","57.84195327758789","126.63665771484375","126.63665771484375","126.63665771484375","44.01260757446289","44.01260757446289","44.01260757446289","57.824222564697266","57.824222564697266","57.824222564697266","126.3261489868164","126.3261489868164","126.3261489868164","43.97146224975586","43.97146224975586","43.97146224975586"
"5909","53.95256805419922","53.95256805419922","53.95256805419922","111.91422271728516","111.91422271728516","111.91422271728516","37.23078918457031","37.23078918457031","37.23078918457031","54.0479621887207","54.0479621887207","54.0479621887207","111.88823699951172","111.88823699951172","111.88823699951172","37.1887092590332","37.1887092590332","37.1887092590332"
"5939","60.09077072143555","60.09077072143555","60.09077072143555","127.26337432861328","127.26337432861328","127.26337432861328","39.62641143798828","39.62641143798828","39.62641143798828","59.8641471862793","59.8641471862793","59.8641471862793","127.114990234375","127.114990234375","127.114990234375","39.73882293701172","39.73882293701172","39.73882293701172"
"5969","57.57511901855469","57.57511901855469","57.57511901855469","129.3131866455078","129.3131866455078","129.3131866455078","38.37128448486328","38.37128448486328","38.37128448486328","57.64586639404297","57.64586639404297","57.64586639404297","128.83767700195312","128.83767700195312","128.83767700195312","38.475486755371094","38.475486755371094","38.475486755371094"
"5999","61.95900344848633","61.95900344848633","61.95900344848633","142.36570739746094","142.36570739746094","142.36570739746094","54.12495803833008","54.12495803833008","54.12495803833008","61.88603210449219","61.88603210449219","61.88603210449219","142.04176330566406","142.04176330566406","142.04176330566406","54.192508697509766","54.192508697509766","54.192508697509766"
"6029","62.14269256591797","62.14269256591797","62.14269256591797","132.30740356445312","132.30740356445312","132.30740356445312","44.12006378173828","44.12006378173828","44.12006378173828","62.04578399658203","62.04578399658203","62.04578399658203","131.59201049804688","131.59201049804688","131.59201049804688","44.12268829345703","44.12268829345703","44.12268829345703"
"6059","57.09564208984375","57.09564208984375","57.09564208984375","118.75454711914062","118.75454711914062","118.75454711914062","48.885589599609375","48.885589599609375","48.885589599609375","56.962425231933594","56.962425231933594","56.962425231933594","118.68256378173828","118.68256378173828","118.68256378173828","49.02094650268555","49.02094650268555","49.02094650268555"
"6089","57.29331970214844","57.29331970214844","57.29331970214844","116.42582702636719","116.42582702636719","116.42582702636719","39.72913360595703","39.72913360595703","39.72913360595703","57.22517395019531","57.22517395019531","57.22517395019531","116.0619888305664","116.0619888305664","116.0619888305664","39.760704040527344","39.760704040527344","39.760704040527344"
"6119","55.817665100097656","55.817665100097656","55.817665100097656","116.96009826660156","116.96009826660156","116.96009826660156","38.98877716064453","38.98877716064453","38.98877716064453","55.69491195678711","55.69491195678711","55.69491195678711","116.40685272216797","116.40685272216797","116.40685272216797","38.9866943359375","38.9866943359375","38.9866943359375"
"6149","51.885414123535156","51.885414123535156","51.885414123535156","115.5761489868164","115.5761489868164","115.5761489868164","37.90252685546875","37.90252685546875","37.90252685546875","51.765193939208984","51.765193939208984","51.765193939208984","114.78515625","114.78515625","114.78515625","37.903873443603516","37.903873443603516","37.903873443603516"
"6179","50.975032806396484","50.975032806396484","50.975032806396484","104.29816436767578","104.29816436767578","104.29816436767578","38.73238754272461","38.73238754272461","38.73238754272461","50.96052551269531","50.96052551269531","50.96052551269531","104.0634765625","104.0634765625","104.0634765625","38.930145263671875","38.930145263671875","38.930145263671875"
"6209","60.459388732910156","60.459388732910156","60.459388732910156","133.7752685546875","133.7752685546875","133.7752685546875","46.046844482421875","46.046844482421875","46.046844482421875","60.47690200805664","60.47690200805664","60.47690200805664","133.71951293945312","133.71951293945312","133.71951293945312","45.975223541259766","45.975223541259766","45.975223541259766"
"6239","54.46681594848633","54.46681594848633","54.46681594848633","134.3168487548828","134.3168487548828","134.3168487548828","37.84986877441406","37.84986877441406","37.84986877441406","54.2376708984375","54.2376708984375","54.2376708984375","132.89183044433594","132.89183044433594","132.89183044433594","38.02409744262695","38.02409744262695","38.02409744262695"
"6269","60.37661361694336","60.37661361694336","60.37661361694336","131.86436462402344","131.86436462402344","131.86436462402344","49.31147384643555","49.31147384643555","49.31147384643555","60.12771224975586","60.12771224975586","60.12771224975586","131.45521545410156","131.45521545410156","131.45521545410156","49.188079833984375","49.188079833984375","49.188079833984375"
"6299","60.11423873901367","60.11423873901367","60.11423873901367","130.9446258544922","130.9446258544922","130.9446258544922","53.736873626708984","53.736873626708984","53.736873626708984","60.107444763183594","60.107444763183594","60.107444763183594","130.82455444335938","130.82455444335938","130.82455444335938","53.91343307495117","53.91343307495117","53.91343307495117"
"6329","64.46046447753906","64.46046447753906","64.46046447753906","135.93508911132812","135.93508911132812","135.93508911132812","45.04478454589844","45.04478454589844","45.04478454589844","64.57231140136719","64.57231140136719","64.57231140136719","135.4256591796875","135.4256591796875","135.4256591796875","44.97456741333008","44.97456741333008","44.97456741333008"
"6359","56.6724739074707","56.6724739074707","56.6724739074707","120.46944427490234","120.46944427490234","120.46944427490234","38.37446212768555","38.37446212768555","38.37446212768555","56.61153030395508","56.61153030395508","56.61153030395508","120.62602996826172","120.62602996826172","120.62602996826172","38.28997802734375","38.28997802734375","38.28997802734375"
"6389","58.81592559814453","58.81592559814453","58.81592559814453","121.74175262451172","121.74175262451172","121.74175262451172","36.61064910888672","36.61064910888672","36.61064910888672","58.70730972290039","58.70730972290039","58.70730972290039","121.23418426513672","121.23418426513672","121.23418426513672","36.63602066040039","36.63602066040039","36.63602066040039"
"6419","52.6518440246582","52.6518440246582","52.6518440246582","112.69019317626953","112.69019317626953","112.69019317626953","35.26148223876953","35.26148223876953","35.26148223876953","52.38097381591797","52.38097381591797","52.38097381591797","111.70559692382812","111.70559692382812","111.70559692382812","35.39197540283203","35.39197540283203","35.39197540283203"
"6449","62.15528106689453","62.15528106689453","62.15528106689453","127.8974838256836","127.8974838256836","127.8974838256836","34.7682991027832","34.7682991027832","34.7682991027832","62.08665084838867","62.08665084838867","62.08665084838867","126.99642181396484","126.99642181396484","126.99642181396484","34.89152908325195","34.89152908325195","34.89152908325195"
"6479","58.82024383544922","58.82024383544922","58.82024383544922","115.778076171875","115.778076171875","115.778076171875","40.560359954833984","40.560359954833984","40.560359954833984","58.646121978759766","58.646121978759766","58.646121978759766","115.60569763183594","115.60569763183594","115.60569763183594","40.58546829223633","40.58546829223633","40.58546829223633"
"6509","57.1708869934082","57.1708869934082","57.1708869934082","119.87982177734375","119.87982177734375","119.87982177734375","41.40221405029297","41.40221405029297","41.40221405029297","57.09862518310547","57.09862518310547","57.09862518310547","119.57015991210938","119.57015991210938","119.57015991210938","41.2552490234375","41.2552490234375","41.2552490234375"
"6539","61.483367919921875","61.483367919921875","61.483367919921875","123.65120697021484","123.65120697021484","123.65120697021484","41.67089080810547","41.67089080810547","41.67089080810547","61.24425506591797","61.24425506591797","61.24425506591797","123.37557983398438","123.37557983398438","123.37557983398438","41.501953125","41.501953125","41.501953125"
"6569","57.56550216674805","57.56550216674805","57.56550216674805","118.88206481933594","118.88206481933594","118.88206481933594","41.26414489746094","41.26414489746094","41.26414489746094","57.52857971191406","57.52857971191406","57.52857971191406","117.88361358642578","117.88361358642578","117.88361358642578","41.16341781616211","41.16341781616211","41.16341781616211"
"6599","52.31953048706055","52.31953048706055","52.31953048706055","122.21688842773438","122.21688842773438","122.21688842773438","44.35457992553711","44.35457992553711","44.35457992553711","52.30266571044922","52.30266571044922","52.30266571044922","121.80445098876953","121.80445098876953","121.80445098876953","44.35177230834961","44.35177230834961","44.35177230834961"
"6629","56.95767593383789","56.95767593383789","56.95767593383789","120.8856430053711","120.8856430053711","120.8856430053711","39.44450759887695","39.44450759887695","39.44450759887695","57.07164764404297","57.07164764404297","57.07164764404297","120.52644348144531","120.52644348144531","120.52644348144531","39.430057525634766","39.430057525634766","39.430057525634766"
"6659","62.23421859741211","62.23421859741211","62.23421859741211","123.33187866210938","123.33187866210938","123.33187866210938","38.464263916015625","38.464263916015625","38.464263916015625","62.22000503540039","62.22000503540039","62.22000503540039","122.99823760986328","122.99823760986328","122.99823760986328","38.5654296875","38.5654296875","38.5654296875"
"6689","52.94651794433594","52.94651794433594","52.94651794433594","110.69052124023438","110.69052124023438","110.69052124023438","34.09407424926758","34.09407424926758","34.09407424926758","52.9316291809082","52.9316291809082","52.9316291809082","110.59845733642578","110.59845733642578","110.59845733642578","34.00912094116211","34.00912094116211","34.00912094116211"
"6719","57.79067611694336","57.79067611694336","57.79067611694336","125.2198715209961","125.2198715209961","125.2198715209961","41.81993103027344","41.81993103027344","41.81993103027344","57.80094528198242","57.80094528198242","57.80094528198242","125.84892272949219","125.84892272949219","125.84892272949219","41.90948486328125","41.90948486328125","41.90948486328125"
"6749","58.35173797607422","58.35173797607422","58.35173797607422","117.20401763916016","117.20401763916016","117.20401763916016","28.117965698242188","28.117965698242188","28.117965698242188","58.333431243896484","58.333431243896484","58.333431243896484","117.56832122802734","117.56832122802734","117.56832122802734","28.20590591430664","28.20590591430664","28.20590591430664"
"6779","49.15260314941406","49.15260314941406","49.15260314941406","105.7934341430664","105.7934341430664","105.7934341430664","28.60206413269043","28.60206413269043","28.60206413269043","49.12647247314453","49.12647247314453","49.12647247314453","105.89340209960938","105.89340209960938","105.89340209960938","28.524311065673828","28.524311065673828","28.524311065673828"
"6809","58.01254653930664","58.01254653930664","58.01254653930664","118.38565063476562","118.38565063476562","118.38565063476562","44.12809371948242","44.12809371948242","44.12809371948242","58.03171157836914","58.03171157836914","58.03171157836914","118.54717254638672","118.54717254638672","118.54717254638672","44.20889663696289","44.20889663696289","44.20889663696289"
"6839","67.9991683959961","67.9991683959961","67.9991683959961","142.74237060546875","142.74237060546875","142.74237060546875","50.55894470214844","50.55894470214844","50.55894470214844","67.89786529541016","67.89786529541016","67.89786529541016","142.08169555664062","142.08169555664062","142.08169555664062","50.75853729248047","50.75853729248047","50.75853729248047"
"6869","52.60538101196289","52.60538101196289","52.60538101196289","105.66925811767578","105.66925811767578","105.66925811767578","36.17717361450195","36.17717361450195","36.17717361450195","52.59590530395508","52.59590530395508","52.59590530395508","105.1607666015625","105.1607666015625","105.1607666015625","36.29220199584961","36.29220199584961","36.29220199584961"
"6899","55.93355178833008","55.93355178833008","55.93355178833008","125.9508056640625","125.9508056640625","125.9508056640625","47.67354202270508","47.67354202270508","47.67354202270508","55.93462371826172","55.93462371826172","55.93462371826172","124.92236328125","124.92236328125","124.92236328125","47.444149017333984","47.444149017333984","47.444149017333984"
"6929","56.61955261230469","56.61955261230469","56.61955261230469","118.95655822753906","118.95655822753906","118.95655822753906","31.4543399810791","31.4543399810791","31.4543399810791","56.48940658569336","56.48940658569336","56.48940658569336","119.35994720458984","119.35994720458984","119.35994720458984","31.26016616821289","31.26016616821289","31.26016616821289"
"6959","52.340370178222656","52.340370178222656","52.340370178222656","113.19017028808594","113.19017028808594","113.19017028808594","39.8691291809082","39.8691291809082","39.8691291809082","52.280086517333984","52.280086517333984","52.280086517333984","112.94190216064453","112.94190216064453","112.94190216064453","39.68377685546875","39.68377685546875","39.68377685546875"
"6989","55.074188232421875","55.074188232421875","55.074188232421875","123.77723693847656","123.77723693847656","123.77723693847656","37.801414489746094","37.801414489746094","37.801414489746094","55.01142501831055","55.01142501831055","55.01142501831055","123.47886657714844","123.47886657714844","123.47886657714844","38.088539123535156","38.088539123535156","38.088539123535156"
"7019","55.74443054199219","55.74443054199219","55.74443054199219","128.11387634277344","128.11387634277344","128.11387634277344","36.84200668334961","36.84200668334961","36.84200668334961","55.81602096557617","55.81602096557617","55.81602096557617","128.0629425048828","128.0629425048828","128.0629425048828","36.85765838623047","36.85765838623047","36.85765838623047"
"7049","62.7757453918457","62.7757453918457","62.7757453918457","141.83216857910156","141.83216857910156","141.83216857910156","48.87417221069336","48.87417221069336","48.87417221069336","62.79710006713867","62.79710006713867","62.79710006713867","141.13893127441406","141.13893127441406","141.13893127441406","48.863319396972656","48.863319396972656","48.863319396972656"
"7079","52.60663986206055","52.60663986206055","52.60663986206055","113.99269104003906","113.99269104003906","113.99269104003906","39.449607849121094","39.449607849121094","39.449607849121094","52.589691162109375","52.589691162109375","52.589691162109375","113.44583892822266","113.44583892822266","113.44583892822266","39.36918258666992","39.36918258666992","39.36918258666992"
"7109","51.14027786254883","51.14027786254883","51.14027786254883","108.74980163574219","108.74980163574219","108.74980163574219","35.55863952636719","35.55863952636719","35.55863952636719","50.978816986083984","50.978816986083984","50.978816986083984","107.82931518554688","107.82931518554688","107.82931518554688","35.48922348022461","35.48922348022461","35.48922348022461"
"7139","55.56687545776367","55.56687545776367","55.56687545776367","112.73138427734375","112.73138427734375","112.73138427734375","39.81562423706055","39.81562423706055","39.81562423706055","55.30158996582031","55.30158996582031","55.30158996582031","111.91988372802734","111.91988372802734","111.91988372802734","40.00381851196289","40.00381851196289","40.00381851196289"
"7169","54.57132339477539","54.57132339477539","54.57132339477539","118.38823699951172","118.38823699951172","118.38823699951172","40.22221755981445","40.22221755981445","40.22221755981445","54.36829376220703","54.36829376220703","54.36829376220703","118.51692962646484","118.51692962646484","118.51692962646484","40.26865005493164","40.26865005493164","40.26865005493164"
"7199","50.86787796020508","50.86787796020508","50.86787796020508","116.22186279296875","116.22186279296875","116.22186279296875","36.17950439453125","36.17950439453125","36.17950439453125","50.856590270996094","50.856590270996094","50.856590270996094","115.83644104003906","115.83644104003906","115.83644104003906","35.91001510620117","35.91001510620117","35.91001510620117"
"7229","55.61781311035156","55.61781311035156","55.61781311035156","123.26789093017578","123.26789093017578","123.26789093017578","32.076507568359375","32.076507568359375","32.076507568359375","55.62104415893555","55.62104415893555","55.62104415893555","123.2245864868164","123.2245864868164","123.2245864868164","31.927091598510742","31.927091598510742","31.927091598510742"
"7259","54.28450012207031","54.28450012207031","54.28450012207031","113.78679656982422","113.78679656982422","113.78679656982422","37.80916976928711","37.80916976928711","37.80916976928711","54.02376937866211","54.02376937866211","54.02376937866211","113.5595703125","113.5595703125","113.5595703125","37.90573501586914","37.90573501586914","37.90573501586914"
"7289","55.37140655517578","55.37140655517578","55.37140655517578","111.0496826171875","111.0496826171875","111.0496826171875","46.66681671142578","46.66681671142578","46.66681671142578","55.45803451538086","55.45803451538086","55.45803451538086","110.47562408447266","110.47562408447266","110.47562408447266","46.86223220825195","46.86223220825195","46.86223220825195"
"7319","51.32206726074219","51.32206726074219","51.32206726074219","107.09793090820312","107.09793090820312","107.09793090820312","28.876266479492188","28.876266479492188","28.876266479492188","51.319091796875","51.319091796875","51.319091796875","107.22370910644531","107.22370910644531","107.22370910644531","28.906768798828125","28.906768798828125","28.906768798828125"
"7349","53.85829162597656","53.85829162597656","53.85829162597656","121.131103515625","121.131103515625","121.131103515625","44.46329116821289","44.46329116821289","44.46329116821289","53.88956832885742","53.88956832885742","53.88956832885742","120.77617645263672","120.77617645263672","120.77617645263672","44.349853515625","44.349853515625","44.349853515625"
"7379","45.254051208496094","45.254051208496094","45.254051208496094","104.97714233398438","104.97714233398438","104.97714233398438","28.836910247802734","28.836910247802734","28.836910247802734","45.27924346923828","45.27924346923828","45.27924346923828","104.19640350341797","104.19640350341797","104.19640350341797","28.745574951171875","28.745574951171875","28.745574951171875"
"7409","53.75263977050781","53.75263977050781","53.75263977050781","114.6258773803711","114.6258773803711","114.6258773803711","32.39154052734375","32.39154052734375","32.39154052734375","53.84584045410156","53.84584045410156","53.84584045410156","114.52826690673828","114.52826690673828","114.52826690673828","32.231712341308594","32.231712341308594","32.231712341308594"
"7439","58.9141845703125","58.9141845703125","58.9141845703125","114.5690689086914","114.5690689086914","114.5690689086914","35.738990783691406","35.738990783691406","35.738990783691406","59.09144973754883","59.09144973754883","59.09144973754883","114.8775863647461","114.8775863647461","114.8775863647461","35.856204986572266","35.856204986572266","35.856204986572266"
"7469","50.59238815307617","50.59238815307617","50.59238815307617","112.96966552734375","112.96966552734375","112.96966552734375","42.96006393432617","42.96006393432617","42.96006393432617","50.69224166870117","50.69224166870117","50.69224166870117","112.62889099121094","112.62889099121094","112.62889099121094","42.66653823852539","42.66653823852539","42.66653823852539"
"7499","55.86564254760742","55.86564254760742","55.86564254760742","121.32882690429688","121.32882690429688","121.32882690429688","44.03068161010742","44.03068161010742","44.03068161010742","55.823524475097656","55.823524475097656","55.823524475097656","121.1014404296875","121.1014404296875","121.1014404296875","44.206298828125","44.206298828125","44.206298828125"
"7529","52.81086730957031","52.81086730957031","52.81086730957031","116.71671295166016","116.71671295166016","116.71671295166016","38.81623077392578","38.81623077392578","38.81623077392578","52.71533203125","52.71533203125","52.71533203125","116.29270935058594","116.29270935058594","116.29270935058594","38.821163177490234","38.821163177490234","38.821163177490234"
"7559","55.00949478149414","55.00949478149414","55.00949478149414","114.29317474365234","114.29317474365234","114.29317474365234","33.891815185546875","33.891815185546875","33.891815185546875","55.15521240234375","55.15521240234375","55.15521240234375","113.57546997070312","113.57546997070312","113.57546997070312","33.99592208862305","33.99592208862305","33.99592208862305"
"7589","49.88973617553711","49.88973617553711","49.88973617553711","106.76929473876953","106.76929473876953","106.76929473876953","36.36345291137695","36.36345291137695","36.36345291137695","49.59193801879883","49.59193801879883","49.59193801879883","106.63890075683594","106.63890075683594","106.63890075683594","36.43988800048828","36.43988800048828","36.43988800048828"
"7619","50.16853332519531","50.16853332519531","50.16853332519531","112.24310302734375","112.24310302734375","112.24310302734375","36.19247055053711","36.19247055053711","36.19247055053711","50.02097702026367","50.02097702026367","50.02097702026367","112.04716491699219","112.04716491699219","112.04716491699219","36.248199462890625","36.248199462890625","36.248199462890625"
"7649","54.40510177612305","54.40510177612305","54.40510177612305","110.13117218017578","110.13117218017578","110.13117218017578","38.88004684448242","38.88004684448242","38.88004684448242","54.68193054199219","54.68193054199219","54.68193054199219","110.62629699707031","110.62629699707031","110.62629699707031","39.13153839111328","39.13153839111328","39.13153839111328"
"7679","52.87593078613281","52.87593078613281","52.87593078613281","114.54622650146484","114.54622650146484","114.54622650146484","37.59741973876953","37.59741973876953","37.59741973876953","52.67564392089844","52.67564392089844","52.67564392089844","113.59104919433594","113.59104919433594","113.59104919433594","37.36639404296875","37.36639404296875","37.36639404296875"
"7709","54.66639709472656","54.66639709472656","54.66639709472656","117.27201080322266","117.27201080322266","117.27201080322266","37.50209045410156","37.50209045410156","37.50209045410156","54.5372314453125","54.5372314453125","54.5372314453125","116.92788696289062","116.92788696289062","116.92788696289062","37.37704849243164","37.37704849243164","37.37704849243164"
"7739","56.2739143371582","56.2739143371582","56.2739143371582","116.87944793701172","116.87944793701172","116.87944793701172","37.79621124267578","37.79621124267578","37.79621124267578","56.32328796386719","56.32328796386719","56.32328796386719","116.59288024902344","116.59288024902344","116.59288024902344","37.75126266479492","37.75126266479492","37.75126266479492"
"7769","49.57701873779297","49.57701873779297","49.57701873779297","105.818603515625","105.818603515625","105.818603515625","24.38064956665039","24.38064956665039","24.38064956665039","49.37396240234375","49.37396240234375","49.37396240234375","105.98429107666016","105.98429107666016","105.98429107666016","24.46245574951172","24.46245574951172","24.46245574951172"
"7799","56.115478515625","56.115478515625","56.115478515625","124.60359954833984","124.60359954833984","124.60359954833984","44.62542724609375","44.62542724609375","44.62542724609375","55.77650451660156","55.77650451660156","55.77650451660156","123.15423583984375","123.15423583984375","123.15423583984375","44.55990219116211","44.55990219116211","44.55990219116211"
"7829","50.82563018798828","50.82563018798828","50.82563018798828","104.91748046875","104.91748046875","104.91748046875","33.255088806152344","33.255088806152344","33.255088806152344","50.893592834472656","50.893592834472656","50.893592834472656","105.22827911376953","105.22827911376953","105.22827911376953","33.29213333129883","33.29213333129883","33.29213333129883"
"7859","55.15932846069336","55.15932846069336","55.15932846069336","119.78826904296875","119.78826904296875","119.78826904296875","41.71316146850586","41.71316146850586","41.71316146850586","55.06066131591797","55.06066131591797","55.06066131591797","119.63542938232422","119.63542938232422","119.63542938232422","41.856201171875","41.856201171875","41.856201171875"
"7889","56.208885192871094","56.208885192871094","56.208885192871094","129.5490264892578","129.5490264892578","129.5490264892578","36.172969818115234","36.172969818115234","36.172969818115234","56.10022735595703","56.10022735595703","56.10022735595703","128.42987060546875","128.42987060546875","128.42987060546875","36.24903869628906","36.24903869628906","36.24903869628906"
"7919","47.49995040893555","47.49995040893555","47.49995040893555","101.15652465820312","101.15652465820312","101.15652465820312","31.883808135986328","31.883808135986328","31.883808135986328","47.57069396972656","47.57069396972656","47.57069396972656","101.0356216430664","101.0356216430664","101.0356216430664","32.0557975769043","32.0557975769043","32.0557975769043"
