"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"4919","0.3652372658252716","0.3652372658252716","0.3652372658252716","0.6157948970794678","0.6157948970794678","0.6157948970794678","0.5798642635345459","0.5798642635345459","0.5798642635345459","0.9211820960044861","0.9211820960044861","0.9211820960044861","1.4892476797103882","1.4892476797103882","1.4892476797103882","0.7397489547729492","0.7397489547729492","0.7397489547729492"
"4949","0.49324506521224976","0.49324506521224976","0.49324506521224976","1.0722744464874268","1.0722744464874268","1.0722744464874268","0.48117828369140625","0.48117828369140625","0.48117828369140625","0.8540453910827637","0.8540453910827637","0.8540453910827637","1.9620089530944824","1.9620089530944824","1.9620089530944824","0.6633055806159973","0.6633055806159973","0.6633055806159973"
"4979","0.416836142539978","0.416836142539978","0.416836142539978","0.5450068712234497","0.5450068712234497","0.5450068712234497","0.5454647541046143","0.5454647541046143","0.5454647541046143","0.9071893095970154","0.9071893095970154","0.9071893095970154","1.5044515132904053","1.5044515132904053","1.5044515132904053","0.7983327507972717","0.7983327507972717","0.7983327507972717"
"5009","0.3136148750782013","0.3136148750782013","0.3136148750782013","0.6064068675041199","0.6064068675041199","0.6064068675041199","0.6155467629432678","0.6155467629432678","0.6155467629432678","0.8864161372184753","0.8864161372184753","0.8864161372184753","1.4996877908706665","1.4996877908706665","1.4996877908706665","0.7641987204551697","0.7641987204551697","0.7641987204551697"
"5039","0.5340088605880737","0.5340088605880737","0.5340088605880737","1.518656611442566","1.518656611442566","1.518656611442566","0.5912010669708252","0.5912010669708252","0.5912010669708252","0.911953866481781","0.911953866481781","0.911953866481781","2.2955338954925537","2.2955338954925537","2.2955338954925537","0.6407324075698853","0.6407324075698853","0.6407324075698853"
"5069","0.416054904460907","0.416054904460907","0.416054904460907","1.4004567861557007","1.4004567861557007","1.4004567861557007","0.5704375505447388","0.5704375505447388","0.5704375505447388","0.8828577399253845","0.8828577399253845","0.8828577399253845","1.743272304534912","1.743272304534912","1.743272304534912","0.7334240078926086","0.7334240078926086","0.7334240078926086"
"5099","0.4442775547504425","0.4442775547504425","0.4442775547504425","0.9417243003845215","0.9417243003845215","0.9417243003845215","0.48307037353515625","0.48307037353515625","0.48307037353515625","0.8372907638549805","0.8372907638549805","0.8372907638549805","1.6523345708847046","1.6523345708847046","1.6523345708847046","0.6095247268676758","0.6095247268676758","0.6095247268676758"
"5129","0.3369477093219757","0.3369477093219757","0.3369477093219757","1.011303186416626","1.011303186416626","1.011303186416626","0.4440869390964508","0.4440869390964508","0.4440869390964508","0.6685066223144531","0.6685066223144531","0.6685066223144531","1.583856463432312","1.583856463432312","1.583856463432312","0.7014923691749573","0.7014923691749573","0.7014923691749573"
"5159","0.3467823266983032","0.3467823266983032","0.3467823266983032","1.611289381980896","1.611289381980896","1.611289381980896","0.6969747543334961","0.6969747543334961","0.6969747543334961","0.876980721950531","0.876980721950531","0.876980721950531","2.163536787033081","2.163536787033081","2.163536787033081","0.7216557264328003","0.7216557264328003","0.7216557264328003"
"5189","0.2873283624649048","0.2873283624649048","0.2873283624649048","0.5247951149940491","0.5247951149940491","0.5247951149940491","0.6648058891296387","0.6648058891296387","0.6648058891296387","0.7318657040596008","0.7318657040596008","0.7318657040596008","1.4583786725997925","1.4583786725997925","1.4583786725997925","0.7321472764015198","0.7321472764015198","0.7321472764015198"
"5219","0.4281085729598999","0.4281085729598999","0.4281085729598999","1.2665996551513672","1.2665996551513672","1.2665996551513672","0.5485782623291016","0.5485782623291016","0.5485782623291016","0.7008141875267029","0.7008141875267029","0.7008141875267029","2.047365427017212","2.047365427017212","2.047365427017212","0.7350457310676575","0.7350457310676575","0.7350457310676575"
"5249","0.3223218321800232","0.3223218321800232","0.3223218321800232","1.0687432289123535","1.0687432289123535","1.0687432289123535","0.4615401327610016","0.4615401327610016","0.4615401327610016","0.598463237285614","0.598463237285614","0.598463237285614","1.6655786037445068","1.6655786037445068","1.6655786037445068","0.6950359344482422","0.6950359344482422","0.6950359344482422"
"5279","0.3343481719493866","0.3343481719493866","0.3343481719493866","1.0572715997695923","1.0572715997695923","1.0572715997695923","0.4838905930519104","0.4838905930519104","0.4838905930519104","0.6629454493522644","0.6629454493522644","0.6629454493522644","1.7795374393463135","1.7795374393463135","1.7795374393463135","0.5691168904304504","0.5691168904304504","0.5691168904304504"
"5309","0.3256276547908783","0.3256276547908783","0.3256276547908783","0.6145005822181702","0.6145005822181702","0.6145005822181702","0.5621363520622253","0.5621363520622253","0.5621363520622253","0.6861120462417603","0.6861120462417603","0.6861120462417603","1.581235647201538","1.581235647201538","1.581235647201538","1.27402925491333","1.27402925491333","1.27402925491333"
"5339","0.34961554408073425","0.34961554408073425","0.34961554408073425","0.6947649121284485","0.6947649121284485","0.6947649121284485","1.3293741941452026","1.3293741941452026","1.3293741941452026","0.8186129331588745","0.8186129331588745","0.8186129331588745","1.9985735416412354","1.9985735416412354","1.9985735416412354","1.1141606569290161","1.1141606569290161","1.1141606569290161"
"5369","0.3588404059410095","0.3588404059410095","0.3588404059410095","0.7691435813903809","0.7691435813903809","0.7691435813903809","0.8810454607009888","0.8810454607009888","0.8810454607009888","0.8434522747993469","0.8434522747993469","0.8434522747993469","1.4180396795272827","1.4180396795272827","1.4180396795272827","0.8824183344841003","0.8824183344841003","0.8824183344841003"
"5399","0.35945993661880493","0.35945993661880493","0.35945993661880493","0.5604466199874878","0.5604466199874878","0.5604466199874878","0.5118911862373352","0.5118911862373352","0.5118911862373352","0.7564811706542969","0.7564811706542969","0.7564811706542969","1.4223382472991943","1.4223382472991943","1.4223382472991943","0.5234087109565735","0.5234087109565735","0.5234087109565735"
"5429","0.3970843553543091","0.3970843553543091","0.3970843553543091","0.9959942698478699","0.9959942698478699","0.9959942698478699","0.6819244027137756","0.6819244027137756","0.6819244027137756","0.7620121836662292","0.7620121836662292","0.7620121836662292","2.1118407249450684","2.1118407249450684","2.1118407249450684","0.8572906255722046","0.8572906255722046","0.8572906255722046"
"5459","0.3559679090976715","0.3559679090976715","0.3559679090976715","1.0314147472381592","1.0314147472381592","1.0314147472381592","0.4482991695404053","0.4482991695404053","0.4482991695404053","0.674904465675354","0.674904465675354","0.674904465675354","1.8498384952545166","1.8498384952545166","1.8498384952545166","0.7505373358726501","0.7505373358726501","0.7505373358726501"
"5489","0.3367048501968384","0.3367048501968384","0.3367048501968384","0.7107102274894714","0.7107102274894714","0.7107102274894714","0.2979133129119873","0.2979133129119873","0.2979133129119873","0.6371526122093201","0.6371526122093201","0.6371526122093201","1.535967469215393","1.535967469215393","1.535967469215393","0.47350913286209106","0.47350913286209106","0.47350913286209106"
"5519","0.576197624206543","0.576197624206543","0.576197624206543","0.573107123374939","0.573107123374939","0.573107123374939","0.546142041683197","0.546142041683197","0.546142041683197","0.8303748965263367","0.8303748965263367","0.8303748965263367","1.5187551975250244","1.5187551975250244","1.5187551975250244","0.8408170938491821","0.8408170938491821","0.8408170938491821"
"5549","0.26916196942329407","0.26916196942329407","0.26916196942329407","1.3726321458816528","1.3726321458816528","1.3726321458816528","0.7023406028747559","0.7023406028747559","0.7023406028747559","0.6998645067214966","0.6998645067214966","0.6998645067214966","2.4567177295684814","2.4567177295684814","2.4567177295684814","0.8883348107337952","0.8883348107337952","0.8883348107337952"
"5579","0.3406466841697693","0.3406466841697693","0.3406466841697693","0.896660566329956","0.896660566329956","0.896660566329956","0.6040018796920776","0.6040018796920776","0.6040018796920776","0.6719908118247986","0.6719908118247986","0.6719908118247986","1.957760214805603","1.957760214805603","1.957760214805603","0.6254218220710754","0.6254218220710754","0.6254218220710754"
"5609","0.3354704678058624","0.3354704678058624","0.3354704678058624","0.7174083590507507","0.7174083590507507","0.7174083590507507","0.9600462913513184","0.9600462913513184","0.9600462913513184","0.6238344311714172","0.6238344311714172","0.6238344311714172","1.572764277458191","1.572764277458191","1.572764277458191","0.8330318927764893","0.8330318927764893","0.8330318927764893"
"5639","0.7133176922798157","0.7133176922798157","0.7133176922798157","3.209688663482666","3.209688663482666","3.209688663482666","0.6862735748291016","0.6862735748291016","0.6862735748291016","0.9115157127380371","0.9115157127380371","0.9115157127380371","3.188382387161255","3.188382387161255","3.188382387161255","0.7883378267288208","0.7883378267288208","0.7883378267288208"
"5669","0.4136788845062256","0.4136788845062256","0.4136788845062256","1.3369884490966797","1.3369884490966797","1.3369884490966797","0.5805044174194336","0.5805044174194336","0.5805044174194336","0.8486402630805969","0.8486402630805969","0.8486402630805969","2.3476808071136475","2.3476808071136475","2.3476808071136475","0.7160677909851074","0.7160677909851074","0.7160677909851074"
"5699","0.47271764278411865","0.47271764278411865","0.47271764278411865","1.3721985816955566","1.3721985816955566","1.3721985816955566","0.4471193552017212","0.4471193552017212","0.4471193552017212","0.9890620112419128","0.9890620112419128","0.9890620112419128","1.5105767250061035","1.5105767250061035","1.5105767250061035","0.6635047793388367","0.6635047793388367","0.6635047793388367"
"5729","0.38273459672927856","0.38273459672927856","0.38273459672927856","1.1327252388000488","1.1327252388000488","1.1327252388000488","0.5196144580841064","0.5196144580841064","0.5196144580841064","0.6155150532722473","0.6155150532722473","0.6155150532722473","1.8639858961105347","1.8639858961105347","1.8639858961105347","0.5455780029296875","0.5455780029296875","0.5455780029296875"
"5759","0.410494863986969","0.410494863986969","0.410494863986969","0.8927949070930481","0.8927949070930481","0.8927949070930481","0.29529598355293274","0.29529598355293274","0.29529598355293274","0.5375919342041016","0.5375919342041016","0.5375919342041016","1.5202609300613403","1.5202609300613403","1.5202609300613403","0.4927409291267395","0.4927409291267395","0.4927409291267395"
"5789","0.31956738233566284","0.31956738233566284","0.31956738233566284","0.9180604815483093","0.9180604815483093","0.9180604815483093","0.3876121938228607","0.3876121938228607","0.3876121938228607","0.6055296063423157","0.6055296063423157","0.6055296063423157","1.718270182609558","1.718270182609558","1.718270182609558","0.5897846221923828","0.5897846221923828","0.5897846221923828"
"5819","0.2819649875164032","0.2819649875164032","0.2819649875164032","0.583495557308197","0.583495557308197","0.583495557308197","0.495525985956192","0.495525985956192","0.495525985956192","0.6537302732467651","0.6537302732467651","0.6537302732467651","1.5500551462173462","1.5500551462173462","1.5500551462173462","0.6539634466171265","0.6539634466171265","0.6539634466171265"
"5849","0.3455001711845398","0.3455001711845398","0.3455001711845398","0.6987460255622864","0.6987460255622864","0.6987460255622864","0.37807905673980713","0.37807905673980713","0.37807905673980713","0.6880108714103699","0.6880108714103699","0.6880108714103699","1.737970232963562","1.737970232963562","1.737970232963562","0.7165428996086121","0.7165428996086121","0.7165428996086121"
"5879","0.36385378241539","0.36385378241539","0.36385378241539","1.1703715324401855","1.1703715324401855","1.1703715324401855","0.48135653138160706","0.48135653138160706","0.48135653138160706","0.5752099752426147","0.5752099752426147","0.5752099752426147","1.5285848379135132","1.5285848379135132","1.5285848379135132","0.7766918540000916","0.7766918540000916","0.7766918540000916"
"5909","0.29894235730171204","0.29894235730171204","0.29894235730171204","0.9944497346878052","0.9944497346878052","0.9944497346878052","0.3664346933364868","0.3664346933364868","0.3664346933364868","0.6078290343284607","0.6078290343284607","0.6078290343284607","1.2536542415618896","1.2536542415618896","1.2536542415618896","0.5400928854942322","0.5400928854942322","0.5400928854942322"
"5939","0.3027763366699219","0.3027763366699219","0.3027763366699219","1.212455153465271","1.212455153465271","1.212455153465271","0.3638719916343689","0.3638719916343689","0.3638719916343689","0.6367373466491699","0.6367373466491699","0.6367373466491699","1.9567337036132812","1.9567337036132812","1.9567337036132812","0.5010744333267212","0.5010744333267212","0.5010744333267212"
"5969","0.22035397589206696","0.22035397589206696","0.22035397589206696","1.2819355726242065","1.2819355726242065","1.2819355726242065","0.3722122609615326","0.3722122609615326","0.3722122609615326","0.6151907444000244","0.6151907444000244","0.6151907444000244","2.401897430419922","2.401897430419922","2.401897430419922","0.5716561079025269","0.5716561079025269","0.5716561079025269"
"5999","0.31568095088005066","0.31568095088005066","0.31568095088005066","1.0929639339447021","1.0929639339447021","1.0929639339447021","0.40863749384880066","0.40863749384880066","0.40863749384880066","0.6870834231376648","0.6870834231376648","0.6870834231376648","2.604069709777832","2.604069709777832","2.604069709777832","0.6397709250450134","0.6397709250450134","0.6397709250450134"
"6029","0.3213255703449249","0.3213255703449249","0.3213255703449249","1.4763991832733154","1.4763991832733154","1.4763991832733154","0.38177862763404846","0.38177862763404846","0.38177862763404846","0.646759569644928","0.646759569644928","0.646759569644928","2.4052844047546387","2.4052844047546387","2.4052844047546387","0.5358495712280273","0.5358495712280273","0.5358495712280273"
"6059","0.3337276875972748","0.3337276875972748","0.3337276875972748","0.668831467628479","0.668831467628479","0.668831467628479","0.4899542033672333","0.4899542033672333","0.4899542033672333","0.654236376285553","0.654236376285553","0.654236376285553","1.5318288803100586","1.5318288803100586","1.5318288803100586","0.6075779795646667","0.6075779795646667","0.6075779795646667"
"6089","0.23399020731449127","0.23399020731449127","0.23399020731449127","0.9011313319206238","0.9011313319206238","0.9011313319206238","0.3201783001422882","0.3201783001422882","0.3201783001422882","0.6025724411010742","0.6025724411010742","0.6025724411010742","1.68943452835083","1.68943452835083","1.68943452835083","0.48046350479125977","0.48046350479125977","0.48046350479125977"
"6119","0.4839322566986084","0.4839322566986084","0.4839322566986084","0.8408951163291931","0.8408951163291931","0.8408951163291931","0.40231001377105713","0.40231001377105713","0.40231001377105713","0.6848636269569397","0.6848636269569397","0.6848636269569397","1.4691903591156006","1.4691903591156006","1.4691903591156006","0.7765327095985413","0.7765327095985413","0.7765327095985413"
"6149","0.2977827489376068","0.2977827489376068","0.2977827489376068","0.668695867061615","0.668695867061615","0.668695867061615","0.3889849781990051","0.3889849781990051","0.3889849781990051","0.5121968984603882","0.5121968984603882","0.5121968984603882","1.2170768976211548","1.2170768976211548","1.2170768976211548","0.6577750444412231","0.6577750444412231","0.6577750444412231"
"6179","0.2823130786418915","0.2823130786418915","0.2823130786418915","0.5239956378936768","0.5239956378936768","0.5239956378936768","0.39555153250694275","0.39555153250694275","0.39555153250694275","0.5254937410354614","0.5254937410354614","0.5254937410354614","1.2195805311203003","1.2195805311203003","1.2195805311203003","0.6545090079307556","0.6545090079307556","0.6545090079307556"
"6209","0.35534170269966125","0.35534170269966125","0.35534170269966125","1.6472829580307007","1.6472829580307007","1.6472829580307007","0.36498385667800903","0.36498385667800903","0.36498385667800903","0.5902315974235535","0.5902315974235535","0.5902315974235535","1.9496434926986694","1.9496434926986694","1.9496434926986694","0.5062340497970581","0.5062340497970581","0.5062340497970581"
"6239","0.23847492039203644","0.23847492039203644","0.23847492039203644","5.837460994720459","5.837460994720459","5.837460994720459","0.3769699037075043","0.3769699037075043","0.3769699037075043","0.48656967282295227","0.48656967282295227","0.48656967282295227","4.5975751876831055","4.5975751876831055","4.5975751876831055","0.5363761782646179","0.5363761782646179","0.5363761782646179"
"6269","0.28670257329940796","0.28670257329940796","0.28670257329940796","1.1602752208709717","1.1602752208709717","1.1602752208709717","0.4690300524234772","0.4690300524234772","0.4690300524234772","0.5212495923042297","0.5212495923042297","0.5212495923042297","1.8091164827346802","1.8091164827346802","1.8091164827346802","0.6275171637535095","0.6275171637535095","0.6275171637535095"
"6299","0.300583153963089","0.300583153963089","0.300583153963089","1.0641793012619019","1.0641793012619019","1.0641793012619019","0.4041377902030945","0.4041377902030945","0.4041377902030945","0.6143653988838196","0.6143653988838196","0.6143653988838196","2.1779544353485107","2.1779544353485107","2.1779544353485107","0.8788473606109619","0.8788473606109619","0.8788473606109619"
"6329","0.45769834518432617","0.45769834518432617","0.45769834518432617","2.7790544033050537","2.7790544033050537","2.7790544033050537","0.3656971752643585","0.3656971752643585","0.3656971752643585","0.5365046858787537","0.5365046858787537","0.5365046858787537","2.584653615951538","2.584653615951538","2.584653615951538","0.557137131690979","0.557137131690979","0.557137131690979"
"6359","0.26432937383651733","0.26432937383651733","0.26432937383651733","1.1537328958511353","1.1537328958511353","1.1537328958511353","0.4874572157859802","0.4874572157859802","0.4874572157859802","0.5632419586181641","0.5632419586181641","0.5632419586181641","2.0369319915771484","2.0369319915771484","2.0369319915771484","0.4822903275489807","0.4822903275489807","0.4822903275489807"
"6389","0.24275141954421997","0.24275141954421997","0.24275141954421997","1.6990433931350708","1.6990433931350708","1.6990433931350708","0.3600485920906067","0.3600485920906067","0.3600485920906067","0.6817987561225891","0.6817987561225891","0.6817987561225891","2.5072760581970215","2.5072760581970215","2.5072760581970215","0.5319190621376038","0.5319190621376038","0.5319190621376038"
"6419","0.22891215980052948","0.22891215980052948","0.22891215980052948","0.8602914810180664","0.8602914810180664","0.8602914810180664","0.41795143485069275","0.41795143485069275","0.41795143485069275","0.4547405242919922","0.4547405242919922","0.4547405242919922","1.4709175825119019","1.4709175825119019","1.4709175825119019","0.5102159976959229","0.5102159976959229","0.5102159976959229"
"6449","0.45470938086509705","0.45470938086509705","0.45470938086509705","1.2229975461959839","1.2229975461959839","1.2229975461959839","0.2890561819076538","0.2890561819076538","0.2890561819076538","0.7061541676521301","0.7061541676521301","0.7061541676521301","2.0441577434539795","2.0441577434539795","2.0441577434539795","0.42514166235923767","0.42514166235923767","0.42514166235923767"
"6479","0.22509883344173431","0.22509883344173431","0.22509883344173431","0.6540107727050781","0.6540107727050781","0.6540107727050781","0.5178915858268738","0.5178915858268738","0.5178915858268738","0.5587335824966431","0.5587335824966431","0.5587335824966431","1.4561824798583984","1.4561824798583984","1.4561824798583984","0.7072889804840088","0.7072889804840088","0.7072889804840088"
"6509","0.21051032841205597","0.21051032841205597","0.21051032841205597","1.5055288076400757","1.5055288076400757","1.5055288076400757","0.45291510224342346","0.45291510224342346","0.45291510224342346","0.48839637637138367","0.48839637637138367","0.48839637637138367","1.5092378854751587","1.5092378854751587","1.5092378854751587","0.6477604508399963","0.6477604508399963","0.6477604508399963"
"6539","0.2704637050628662","0.2704637050628662","0.2704637050628662","0.9797370433807373","0.9797370433807373","0.9797370433807373","0.299154669046402","0.299154669046402","0.299154669046402","0.5027841329574585","0.5027841329574585","0.5027841329574585","1.745381236076355","1.745381236076355","1.745381236076355","0.5277305245399475","0.5277305245399475","0.5277305245399475"
"6569","0.3443146347999573","0.3443146347999573","0.3443146347999573","0.7799641489982605","0.7799641489982605","0.7799641489982605","0.5480857491493225","0.5480857491493225","0.5480857491493225","0.5009946823120117","0.5009946823120117","0.5009946823120117","1.81544029712677","1.81544029712677","1.81544029712677","0.4364612102508545","0.4364612102508545","0.4364612102508545"
"6599","0.4083024561405182","0.4083024561405182","0.4083024561405182","0.9102159142494202","0.9102159142494202","0.9102159142494202","0.4583987295627594","0.4583987295627594","0.4583987295627594","0.4565791189670563","0.4565791189670563","0.4565791189670563","1.5255461931228638","1.5255461931228638","1.5255461931228638","0.592352569103241","0.592352569103241","0.592352569103241"
"6629","0.33186620473861694","0.33186620473861694","0.33186620473861694","0.9648866057395935","0.9648866057395935","0.9648866057395935","0.330197274684906","0.330197274684906","0.330197274684906","0.5086291432380676","0.5086291432380676","0.5086291432380676","1.5500625371932983","1.5500625371932983","1.5500625371932983","0.41318410634994507","0.41318410634994507","0.41318410634994507"
"6659","0.3757973313331604","0.3757973313331604","0.3757973313331604","2.196523904800415","2.196523904800415","2.196523904800415","0.3554580509662628","0.3554580509662628","0.3554580509662628","0.5747840404510498","0.5747840404510498","0.5747840404510498","2.082904815673828","2.082904815673828","2.082904815673828","0.5895525813102722","0.5895525813102722","0.5895525813102722"
"6689","0.3175756633281708","0.3175756633281708","0.3175756633281708","1.2493116855621338","1.2493116855621338","1.2493116855621338","0.3749617338180542","0.3749617338180542","0.3749617338180542","0.4968722462654114","0.4968722462654114","0.4968722462654114","1.621049165725708","1.621049165725708","1.621049165725708","0.4538707733154297","0.4538707733154297","0.4538707733154297"
"6719","0.19216422736644745","0.19216422736644745","0.19216422736644745","0.9815963506698608","0.9815963506698608","0.9815963506698608","0.3429519832134247","0.3429519832134247","0.3429519832134247","0.44313520193099976","0.44313520193099976","0.44313520193099976","1.553998589515686","1.553998589515686","1.553998589515686","0.4673610329627991","0.4673610329627991","0.4673610329627991"
"6749","0.2958492338657379","0.2958492338657379","0.2958492338657379","0.6018158793449402","0.6018158793449402","0.6018158793449402","0.3045075833797455","0.3045075833797455","0.3045075833797455","0.7318829894065857","0.7318829894065857","0.7318829894065857","1.4406812191009521","1.4406812191009521","1.4406812191009521","0.5274942517280579","0.5274942517280579","0.5274942517280579"
"6779","0.45598387718200684","0.45598387718200684","0.45598387718200684","0.5515553951263428","0.5515553951263428","0.5515553951263428","0.255594402551651","0.255594402551651","0.255594402551651","0.44174474477767944","0.44174474477767944","0.44174474477767944","1.186131238937378","1.186131238937378","1.186131238937378","0.34351852536201477","0.34351852536201477","0.34351852536201477"
"6809","0.38485997915267944","0.38485997915267944","0.38485997915267944","0.575639009475708","0.575639009475708","0.575639009475708","0.3869583010673523","0.3869583010673523","0.3869583010673523","0.510772168636322","0.510772168636322","0.510772168636322","1.5502556562423706","1.5502556562423706","1.5502556562423706","0.6898206472396851","0.6898206472396851","0.6898206472396851"
"6839","0.23256278038024902","0.23256278038024902","0.23256278038024902","2.31278657913208","2.31278657913208","2.31278657913208","0.3589743971824646","0.3589743971824646","0.3589743971824646","0.7126784920692444","0.7126784920692444","0.7126784920692444","3.1182758808135986","3.1182758808135986","3.1182758808135986","0.47563743591308594","0.47563743591308594","0.47563743591308594"
"6869","0.2951565980911255","0.2951565980911255","0.2951565980911255","0.7454151511192322","0.7454151511192322","0.7454151511192322","0.39902839064598083","0.39902839064598083","0.39902839064598083","0.5535008311271667","0.5535008311271667","0.5535008311271667","1.2881492376327515","1.2881492376327515","1.2881492376327515","0.6000984311103821","0.6000984311103821","0.6000984311103821"
"6899","0.19189763069152832","0.19189763069152832","0.19189763069152832","1.49180269241333","1.49180269241333","1.49180269241333","0.45573553442955017","0.45573553442955017","0.45573553442955017","0.4435136616230011","0.4435136616230011","0.4435136616230011","2.5077483654022217","2.5077483654022217","2.5077483654022217","0.6330568790435791","0.6330568790435791","0.6330568790435791"
"6929","0.17162984609603882","0.17162984609603882","0.17162984609603882","0.7697433233261108","0.7697433233261108","0.7697433233261108","0.2937583923339844","0.2937583923339844","0.2937583923339844","0.4569692015647888","0.4569692015647888","0.4569692015647888","1.4379745721817017","1.4379745721817017","1.4379745721817017","0.4412499964237213","0.4412499964237213","0.4412499964237213"
"6959","0.18421092629432678","0.18421092629432678","0.18421092629432678","0.84865403175354","0.84865403175354","0.84865403175354","0.29791155457496643","0.29791155457496643","0.29791155457496643","0.42884206771850586","0.42884206771850586","0.42884206771850586","1.6744647026062012","1.6744647026062012","1.6744647026062012","0.41913849115371704","0.41913849115371704","0.41913849115371704"
"6989","0.21757644414901733","0.21757644414901733","0.21757644414901733","0.8731535077095032","0.8731535077095032","0.8731535077095032","0.3889690637588501","0.3889690637588501","0.3889690637588501","0.4224947988986969","0.4224947988986969","0.4224947988986969","1.4500799179077148","1.4500799179077148","1.4500799179077148","0.5147411227226257","0.5147411227226257","0.5147411227226257"
"7019","0.20277373492717743","0.20277373492717743","0.20277373492717743","0.8027387857437134","0.8027387857437134","0.8027387857437134","0.2979263365268707","0.2979263365268707","0.2979263365268707","0.43969064950942993","0.43969064950942993","0.43969064950942993","2.1329712867736816","2.1329712867736816","2.1329712867736816","0.46151065826416016","0.46151065826416016","0.46151065826416016"
"7049","0.2297682762145996","0.2297682762145996","0.2297682762145996","0.5358511209487915","0.5358511209487915","0.5358511209487915","0.38738250732421875","0.38738250732421875","0.38738250732421875","0.522770881652832","0.522770881652832","0.522770881652832","1.3298028707504272","1.3298028707504272","1.3298028707504272","0.43163782358169556","0.43163782358169556","0.43163782358169556"
"7079","0.2335541695356369","0.2335541695356369","0.2335541695356369","1.1204266548156738","1.1204266548156738","1.1204266548156738","0.49470359086990356","0.49470359086990356","0.49470359086990356","0.5082994699478149","0.5082994699478149","0.5082994699478149","1.9908428192138672","1.9908428192138672","1.9908428192138672","0.6239386796951294","0.6239386796951294","0.6239386796951294"
"7109","0.21933604776859283","0.21933604776859283","0.21933604776859283","0.7886751890182495","0.7886751890182495","0.7886751890182495","0.5114959478378296","0.5114959478378296","0.5114959478378296","0.38946500420570374","0.38946500420570374","0.38946500420570374","1.3368496894836426","1.3368496894836426","1.3368496894836426","0.49708816409111023","0.49708816409111023","0.49708816409111023"
"7139","0.2110109031200409","0.2110109031200409","0.2110109031200409","0.5833311676979065","0.5833311676979065","0.5833311676979065","0.6012876629829407","0.6012876629829407","0.6012876629829407","0.5563833713531494","0.5563833713531494","0.5563833713531494","1.2071832418441772","1.2071832418441772","1.2071832418441772","0.5705225467681885","0.5705225467681885","0.5705225467681885"
"7169","0.15476688742637634","0.15476688742637634","0.15476688742637634","0.769307553768158","0.769307553768158","0.769307553768158","0.3546220362186432","0.3546220362186432","0.3546220362186432","0.4378962218761444","0.4378962218761444","0.4378962218761444","1.6767573356628418","1.6767573356628418","1.6767573356628418","0.5602161288261414","0.5602161288261414","0.5602161288261414"
"7199","0.3168204724788666","0.3168204724788666","0.3168204724788666","0.5441253781318665","0.5441253781318665","0.5441253781318665","0.34171491861343384","0.34171491861343384","0.34171491861343384","0.4923893213272095","0.4923893213272095","0.4923893213272095","1.5260369777679443","1.5260369777679443","1.5260369777679443","0.4619463384151459","0.4619463384151459","0.4619463384151459"
"7229","0.20997489988803864","0.20997489988803864","0.20997489988803864","2.120426654815674","2.120426654815674","2.120426654815674","0.2955555021762848","0.2955555021762848","0.2955555021762848","0.4113594591617584","0.4113594591617584","0.4113594591617584","2.8318378925323486","2.8318378925323486","2.8318378925323486","0.40221723914146423","0.40221723914146423","0.40221723914146423"
"7259","0.17836791276931763","0.17836791276931763","0.17836791276931763","2.147326946258545","2.147326946258545","2.147326946258545","0.5073144435882568","0.5073144435882568","0.5073144435882568","0.45436200499534607","0.45436200499534607","0.45436200499534607","1.774484395980835","1.774484395980835","1.774484395980835","0.542385995388031","0.542385995388031","0.542385995388031"
