"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"3839","73.29855346679688","73.29855346679688","73.29855346679688","152.0582275390625","152.0582275390625","152.0582275390625","53.42396926879883","53.42396926879883","53.42396926879883","73.1670913696289","73.1670913696289","73.1670913696289","150.57159423828125","150.57159423828125","150.57159423828125","53.34912872314453","53.34912872314453","53.34912872314453"
"3869","82.34217834472656","82.34217834472656","82.34217834472656","132.9138641357422","132.9138641357422","132.9138641357422","39.9730224609375","39.9730224609375","39.9730224609375","82.30252075195312","82.30252075195312","82.30252075195312","132.0969696044922","132.0969696044922","132.0969696044922","39.982200622558594","39.982200622558594","39.982200622558594"
"3899","75.62290954589844","75.62290954589844","75.62290954589844","133.3421173095703","133.3421173095703","133.3421173095703","40.65216064453125","40.65216064453125","40.65216064453125","75.36540222167969","75.36540222167969","75.36540222167969","132.24713134765625","132.24713134765625","132.24713134765625","40.66685104370117","40.66685104370117","40.66685104370117"
"3929","65.26371765136719","65.26371765136719","65.26371765136719","122.32807159423828","122.32807159423828","122.32807159423828","36.035945892333984","36.035945892333984","36.035945892333984","65.03124237060547","65.03124237060547","65.03124237060547","121.3698959350586","121.3698959350586","121.3698959350586","36.083805084228516","36.083805084228516","36.083805084228516"
"3959","75.79175567626953","75.79175567626953","75.79175567626953","154.5330810546875","154.5330810546875","154.5330810546875","56.68759536743164","56.68759536743164","56.68759536743164","75.83368682861328","75.83368682861328","75.83368682861328","154.00819396972656","154.00819396972656","154.00819396972656","56.79291915893555","56.79291915893555","56.79291915893555"
"3989","64.60344696044922","64.60344696044922","64.60344696044922","133.38671875","133.38671875","133.38671875","35.48687744140625","35.48687744140625","35.48687744140625","64.49945068359375","64.49945068359375","64.49945068359375","132.576416015625","132.576416015625","132.576416015625","35.313499450683594","35.313499450683594","35.313499450683594"
"4019","75.30353546142578","75.30353546142578","75.30353546142578","138.58822631835938","138.58822631835938","138.58822631835938","61.48406219482422","61.48406219482422","61.48406219482422","75.16680145263672","75.16680145263672","75.16680145263672","137.74205017089844","137.74205017089844","137.74205017089844","61.62036895751953","61.62036895751953","61.62036895751953"
"4049","73.28722381591797","73.28722381591797","73.28722381591797","149.52444458007812","149.52444458007812","149.52444458007812","43.19205856323242","43.19205856323242","43.19205856323242","73.24638366699219","73.24638366699219","73.24638366699219","148.615966796875","148.615966796875","148.615966796875","43.090877532958984","43.090877532958984","43.090877532958984"
"4079","80.17747497558594","80.17747497558594","80.17747497558594","146.01380920410156","146.01380920410156","146.01380920410156","49.86777114868164","49.86777114868164","49.86777114868164","80.19438171386719","80.19438171386719","80.19438171386719","145.20437622070312","145.20437622070312","145.20437622070312","49.98026657104492","49.98026657104492","49.98026657104492"
"4109","72.88700866699219","72.88700866699219","72.88700866699219","144.5961456298828","144.5961456298828","144.5961456298828","49.6533203125","49.6533203125","49.6533203125","72.66901397705078","72.66901397705078","72.66901397705078","143.53245544433594","143.53245544433594","143.53245544433594","49.78297805786133","49.78297805786133","49.78297805786133"
"4139","86.50956726074219","86.50956726074219","86.50956726074219","133.88475036621094","133.88475036621094","133.88475036621094","49.74627685546875","49.74627685546875","49.74627685546875","86.50686645507812","86.50686645507812","86.50686645507812","132.85777282714844","132.85777282714844","132.85777282714844","49.8044319152832","49.8044319152832","49.8044319152832"
"4169","73.85597229003906","73.85597229003906","73.85597229003906","130.1763153076172","130.1763153076172","130.1763153076172","43.32914352416992","43.32914352416992","43.32914352416992","73.76097869873047","73.76097869873047","73.76097869873047","128.95751953125","128.95751953125","128.95751953125","43.225467681884766","43.225467681884766","43.225467681884766"
"4199","72.7664794921875","72.7664794921875","72.7664794921875","152.111572265625","152.111572265625","152.111572265625","47.27510070800781","47.27510070800781","47.27510070800781","72.6656265258789","72.6656265258789","72.6656265258789","151.12583923339844","151.12583923339844","151.12583923339844","47.20276641845703","47.20276641845703","47.20276641845703"
"4229","82.29488372802734","82.29488372802734","82.29488372802734","136.21043395996094","136.21043395996094","136.21043395996094","39.176029205322266","39.176029205322266","39.176029205322266","82.15385437011719","82.15385437011719","82.15385437011719","134.89463806152344","134.89463806152344","134.89463806152344","39.228816986083984","39.228816986083984","39.228816986083984"
"4259","76.4250717163086","76.4250717163086","76.4250717163086","144.0774383544922","144.0774383544922","144.0774383544922","43.471683502197266","43.471683502197266","43.471683502197266","76.56281280517578","76.56281280517578","76.56281280517578","142.52047729492188","142.52047729492188","142.52047729492188","43.2625732421875","43.2625732421875","43.2625732421875"
"4289","74.6604995727539","74.6604995727539","74.6604995727539","143.43663024902344","143.43663024902344","143.43663024902344","49.64426803588867","49.64426803588867","49.64426803588867","74.45699310302734","74.45699310302734","74.45699310302734","142.5133514404297","142.5133514404297","142.5133514404297","49.60956954956055","49.60956954956055","49.60956954956055"
"4319","64.46871948242188","64.46871948242188","64.46871948242188","126.99400329589844","126.99400329589844","126.99400329589844","48.92423629760742","48.92423629760742","48.92423629760742","64.28768157958984","64.28768157958984","64.28768157958984","126.42426300048828","126.42426300048828","126.42426300048828","49.053401947021484","49.053401947021484","49.053401947021484"
"4349","67.94078826904297","67.94078826904297","67.94078826904297","139.02980041503906","139.02980041503906","139.02980041503906","53.78458786010742","53.78458786010742","53.78458786010742","67.9065933227539","67.9065933227539","67.9065933227539","137.9053955078125","137.9053955078125","137.9053955078125","53.96373748779297","53.96373748779297","53.96373748779297"
"4379","72.97736358642578","72.97736358642578","72.97736358642578","136.42637634277344","136.42637634277344","136.42637634277344","55.817626953125","55.817626953125","55.817626953125","72.7756118774414","72.7756118774414","72.7756118774414","135.2342529296875","135.2342529296875","135.2342529296875","55.86286163330078","55.86286163330078","55.86286163330078"
"4409","66.1595687866211","66.1595687866211","66.1595687866211","138.98141479492188","138.98141479492188","138.98141479492188","40.825199127197266","40.825199127197266","40.825199127197266","65.84890747070312","65.84890747070312","65.84890747070312","137.65484619140625","137.65484619140625","137.65484619140625","40.861942291259766","40.861942291259766","40.861942291259766"
"4439","73.84576416015625","73.84576416015625","73.84576416015625","147.0642547607422","147.0642547607422","147.0642547607422","52.96247100830078","52.96247100830078","52.96247100830078","73.99638366699219","73.99638366699219","73.99638366699219","146.02960205078125","146.02960205078125","146.02960205078125","53.267459869384766","53.267459869384766","53.267459869384766"
"4469","61.01081466674805","61.01081466674805","61.01081466674805","125.88040924072266","125.88040924072266","125.88040924072266","49.10139846801758","49.10139846801758","49.10139846801758","60.84029769897461","60.84029769897461","60.84029769897461","125.0365982055664","125.0365982055664","125.0365982055664","49.23506546020508","49.23506546020508","49.23506546020508"
"4499","64.35260772705078","64.35260772705078","64.35260772705078","137.705322265625","137.705322265625","137.705322265625","49.01585006713867","49.01585006713867","49.01585006713867","64.1498794555664","64.1498794555664","64.1498794555664","136.98983764648438","136.98983764648438","136.98983764648438","49.272361755371094","49.272361755371094","49.272361755371094"
"4529","73.83692169189453","73.83692169189453","73.83692169189453","151.67721557617188","151.67721557617188","151.67721557617188","53.569480895996094","53.569480895996094","53.569480895996094","73.62091827392578","73.62091827392578","73.62091827392578","150.70335388183594","150.70335388183594","150.70335388183594","53.64769744873047","53.64769744873047","53.64769744873047"
"4559","74.70079040527344","74.70079040527344","74.70079040527344","136.45814514160156","136.45814514160156","136.45814514160156","43.44093704223633","43.44093704223633","43.44093704223633","74.71888732910156","74.71888732910156","74.71888732910156","134.91949462890625","134.91949462890625","134.91949462890625","43.42473602294922","43.42473602294922","43.42473602294922"
"4589","62.61869430541992","62.61869430541992","62.61869430541992","105.09117126464844","105.09117126464844","105.09117126464844","30.857112884521484","30.857112884521484","30.857112884521484","62.4456672668457","62.4456672668457","62.4456672668457","104.38420867919922","104.38420867919922","104.38420867919922","30.718997955322266","30.718997955322266","30.718997955322266"
"4619","67.69953155517578","67.69953155517578","67.69953155517578","121.13033294677734","121.13033294677734","121.13033294677734","31.703920364379883","31.703920364379883","31.703920364379883","67.91364288330078","67.91364288330078","67.91364288330078","120.35832977294922","120.35832977294922","120.35832977294922","31.79889488220215","31.79889488220215","31.79889488220215"
"4649","69.31802368164062","69.31802368164062","69.31802368164062","128.0342559814453","128.0342559814453","128.0342559814453","44.80029296875","44.80029296875","44.80029296875","69.18737030029297","69.18737030029297","69.18737030029297","127.40283203125","127.40283203125","127.40283203125","44.58721923828125","44.58721923828125","44.58721923828125"
"4679","75.15640258789062","75.15640258789062","75.15640258789062","140.61691284179688","140.61691284179688","140.61691284179688","49.60741424560547","49.60741424560547","49.60741424560547","75.02745819091797","75.02745819091797","75.02745819091797","140.16844177246094","140.16844177246094","140.16844177246094","49.78876876831055","49.78876876831055","49.78876876831055"
"4709","71.39405822753906","71.39405822753906","71.39405822753906","145.3629608154297","145.3629608154297","145.3629608154297","50.65107345581055","50.65107345581055","50.65107345581055","71.15986633300781","71.15986633300781","71.15986633300781","144.36370849609375","144.36370849609375","144.36370849609375","50.498783111572266","50.498783111572266","50.498783111572266"
"4739","71.20269012451172","71.20269012451172","71.20269012451172","114.66532135009766","114.66532135009766","114.66532135009766","35.036956787109375","35.036956787109375","35.036956787109375","71.07294464111328","71.07294464111328","71.07294464111328","114.11865234375","114.11865234375","114.11865234375","34.87382125854492","34.87382125854492","34.87382125854492"
"4769","76.25192260742188","76.25192260742188","76.25192260742188","133.86041259765625","133.86041259765625","133.86041259765625","39.69830322265625","39.69830322265625","39.69830322265625","76.38581848144531","76.38581848144531","76.38581848144531","133.2106475830078","133.2106475830078","133.2106475830078","39.795101165771484","39.795101165771484","39.795101165771484"
"4799","64.9122314453125","64.9122314453125","64.9122314453125","125.55693054199219","125.55693054199219","125.55693054199219","41.9296875","41.9296875","41.9296875","64.68592834472656","64.68592834472656","64.68592834472656","125.02941131591797","125.02941131591797","125.02941131591797","41.91960906982422","41.91960906982422","41.91960906982422"
"4829","67.49579620361328","67.49579620361328","67.49579620361328","133.65438842773438","133.65438842773438","133.65438842773438","46.65626907348633","46.65626907348633","46.65626907348633","67.59603118896484","67.59603118896484","67.59603118896484","133.0852508544922","133.0852508544922","133.0852508544922","46.74230194091797","46.74230194091797","46.74230194091797"
"4859","67.89485931396484","67.89485931396484","67.89485931396484","138.1320343017578","138.1320343017578","138.1320343017578","42.3685302734375","42.3685302734375","42.3685302734375","67.94266510009766","67.94266510009766","67.94266510009766","137.3429718017578","137.3429718017578","137.3429718017578","42.33340835571289","42.33340835571289","42.33340835571289"
"4889","70.80291748046875","70.80291748046875","70.80291748046875","142.25852966308594","142.25852966308594","142.25852966308594","48.6611328125","48.6611328125","48.6611328125","70.69877624511719","70.69877624511719","70.69877624511719","140.90737915039062","140.90737915039062","140.90737915039062","48.79880142211914","48.79880142211914","48.79880142211914"
"4919","74.9070816040039","74.9070816040039","74.9070816040039","142.31797790527344","142.31797790527344","142.31797790527344","49.3869514465332","49.3869514465332","49.3869514465332","74.83296203613281","74.83296203613281","74.83296203613281","141.88064575195312","141.88064575195312","141.88064575195312","49.424842834472656","49.424842834472656","49.424842834472656"
"4949","73.129150390625","73.129150390625","73.129150390625","132.54872131347656","132.54872131347656","132.54872131347656","48.81481170654297","48.81481170654297","48.81481170654297","73.16908264160156","73.16908264160156","73.16908264160156","132.08067321777344","132.08067321777344","132.08067321777344","49.1125373840332","49.1125373840332","49.1125373840332"
"4979","69.30776977539062","69.30776977539062","69.30776977539062","127.41490173339844","127.41490173339844","127.41490173339844","47.77878952026367","47.77878952026367","47.77878952026367","69.19556427001953","69.19556427001953","69.19556427001953","126.45096588134766","126.45096588134766","126.45096588134766","48.02985763549805","48.02985763549805","48.02985763549805"
"5009","65.398193359375","65.398193359375","65.398193359375","122.5648193359375","122.5648193359375","122.5648193359375","41.391990661621094","41.391990661621094","41.391990661621094","65.28589630126953","65.28589630126953","65.28589630126953","121.47042083740234","121.47042083740234","121.47042083740234","41.377079010009766","41.377079010009766","41.377079010009766"
"5039","66.96233367919922","66.96233367919922","66.96233367919922","127.70452117919922","127.70452117919922","127.70452117919922","49.43262481689453","49.43262481689453","49.43262481689453","66.94766235351562","66.94766235351562","66.94766235351562","126.48593139648438","126.48593139648438","126.48593139648438","49.64609909057617","49.64609909057617","49.64609909057617"
"5069","69.71111297607422","69.71111297607422","69.71111297607422","131.48056030273438","131.48056030273438","131.48056030273438","50.16432189941406","50.16432189941406","50.16432189941406","69.77444458007812","69.77444458007812","69.77444458007812","130.5203857421875","130.5203857421875","130.5203857421875","49.99470520019531","49.99470520019531","49.99470520019531"
"5099","67.91905975341797","67.91905975341797","67.91905975341797","125.94149780273438","125.94149780273438","125.94149780273438","47.96275329589844","47.96275329589844","47.96275329589844","67.81253051757812","67.81253051757812","67.81253051757812","124.78630828857422","124.78630828857422","124.78630828857422","47.90805435180664","47.90805435180664","47.90805435180664"
"5129","68.62112426757812","68.62112426757812","68.62112426757812","136.5978546142578","136.5978546142578","136.5978546142578","38.30759048461914","38.30759048461914","38.30759048461914","68.49734497070312","68.49734497070312","68.49734497070312","135.4042205810547","135.4042205810547","135.4042205810547","38.34918975830078","38.34918975830078","38.34918975830078"
"5159","70.08211517333984","70.08211517333984","70.08211517333984","121.41521453857422","121.41521453857422","121.41521453857422","40.370174407958984","40.370174407958984","40.370174407958984","70.10527038574219","70.10527038574219","70.10527038574219","120.68795013427734","120.68795013427734","120.68795013427734","40.58622360229492","40.58622360229492","40.58622360229492"
"5189","73.06102752685547","73.06102752685547","73.06102752685547","134.3385009765625","134.3385009765625","134.3385009765625","44.02517318725586","44.02517318725586","44.02517318725586","72.86688995361328","72.86688995361328","72.86688995361328","133.96449279785156","133.96449279785156","133.96449279785156","43.87689208984375","43.87689208984375","43.87689208984375"
"5219","66.43598175048828","66.43598175048828","66.43598175048828","134.52011108398438","134.52011108398438","134.52011108398438","46.42884063720703","46.42884063720703","46.42884063720703","66.34208679199219","66.34208679199219","66.34208679199219","133.322509765625","133.322509765625","133.322509765625","46.665409088134766","46.665409088134766","46.665409088134766"
"5249","61.83283615112305","61.83283615112305","61.83283615112305","123.63159942626953","123.63159942626953","123.63159942626953","38.91408920288086","38.91408920288086","38.91408920288086","61.6390495300293","61.6390495300293","61.6390495300293","122.7571029663086","122.7571029663086","122.7571029663086","38.64141082763672","38.64141082763672","38.64141082763672"
"5279","71.4920654296875","71.4920654296875","71.4920654296875","142.98468017578125","142.98468017578125","142.98468017578125","44.59783172607422","44.59783172607422","44.59783172607422","71.49919891357422","71.49919891357422","71.49919891357422","142.32582092285156","142.32582092285156","142.32582092285156","44.623905181884766","44.623905181884766","44.623905181884766"
"5309","55.083953857421875","55.083953857421875","55.083953857421875","108.7514419555664","108.7514419555664","108.7514419555664","30.422435760498047","30.422435760498047","30.422435760498047","54.923831939697266","54.923831939697266","54.923831939697266","107.8061294555664","107.8061294555664","107.8061294555664","30.497806549072266","30.497806549072266","30.497806549072266"
"5339","70.26563262939453","70.26563262939453","70.26563262939453","141.73025512695312","141.73025512695312","141.73025512695312","53.22829818725586","53.22829818725586","53.22829818725586","70.28367614746094","70.28367614746094","70.28367614746094","141.52769470214844","141.52769470214844","141.52769470214844","53.21186447143555","53.21186447143555","53.21186447143555"
"5369","68.04754638671875","68.04754638671875","68.04754638671875","126.70323944091797","126.70323944091797","126.70323944091797","37.87614059448242","37.87614059448242","37.87614059448242","67.97368621826172","67.97368621826172","67.97368621826172","126.1005630493164","126.1005630493164","126.1005630493164","37.9739990234375","37.9739990234375","37.9739990234375"
"5399","62.37099838256836","62.37099838256836","62.37099838256836","126.92963409423828","126.92963409423828","126.92963409423828","38.23318862915039","38.23318862915039","38.23318862915039","62.20485305786133","62.20485305786133","62.20485305786133","126.2351303100586","126.2351303100586","126.2351303100586","38.40407943725586","38.40407943725586","38.40407943725586"
"5429","61.95138931274414","61.95138931274414","61.95138931274414","117.6790771484375","117.6790771484375","117.6790771484375","30.902816772460938","30.902816772460938","30.902816772460938","61.7140998840332","61.7140998840332","61.7140998840332","117.47450256347656","117.47450256347656","117.47450256347656","30.842390060424805","30.842390060424805","30.842390060424805"
"5459","67.60453033447266","67.60453033447266","67.60453033447266","140.7375946044922","140.7375946044922","140.7375946044922","43.91689682006836","43.91689682006836","43.91689682006836","67.55033111572266","67.55033111572266","67.55033111572266","140.26361083984375","140.26361083984375","140.26361083984375","43.71329879760742","43.71329879760742","43.71329879760742"
"5489","61.04616165161133","61.04616165161133","61.04616165161133","125.00431060791016","125.00431060791016","125.00431060791016","36.199459075927734","36.199459075927734","36.199459075927734","60.98586654663086","60.98586654663086","60.98586654663086","124.2890625","124.2890625","124.2890625","36.06077194213867","36.06077194213867","36.06077194213867"
"5519","70.14789581298828","70.14789581298828","70.14789581298828","140.2007598876953","140.2007598876953","140.2007598876953","44.41299057006836","44.41299057006836","44.41299057006836","70.15636444091797","70.15636444091797","70.15636444091797","139.46788024902344","139.46788024902344","139.46788024902344","44.64714431762695","44.64714431762695","44.64714431762695"
"5549","68.8360824584961","68.8360824584961","68.8360824584961","133.8063201904297","133.8063201904297","133.8063201904297","45.09149169921875","45.09149169921875","45.09149169921875","68.81427001953125","68.81427001953125","68.81427001953125","133.09579467773438","133.09579467773438","133.09579467773438","45.14097595214844","45.14097595214844","45.14097595214844"
"5579","67.08122253417969","67.08122253417969","67.08122253417969","121.97988891601562","121.97988891601562","121.97988891601562","33.67346954345703","33.67346954345703","33.67346954345703","67.06095123291016","67.06095123291016","67.06095123291016","121.00204467773438","121.00204467773438","121.00204467773438","33.73805236816406","33.73805236816406","33.73805236816406"
"5609","59.92173767089844","59.92173767089844","59.92173767089844","124.01029205322266","124.01029205322266","124.01029205322266","40.46886444091797","40.46886444091797","40.46886444091797","59.853759765625","59.853759765625","59.853759765625","123.33873748779297","123.33873748779297","123.33873748779297","40.524681091308594","40.524681091308594","40.524681091308594"
"5639","72.4195556640625","72.4195556640625","72.4195556640625","142.6593780517578","142.6593780517578","142.6593780517578","45.8792610168457","45.8792610168457","45.8792610168457","72.23941040039062","72.23941040039062","72.23941040039062","142.08966064453125","142.08966064453125","142.08966064453125","45.736297607421875","45.736297607421875","45.736297607421875"
"5669","74.92485046386719","74.92485046386719","74.92485046386719","144.55136108398438","144.55136108398438","144.55136108398438","44.19140625","44.19140625","44.19140625","74.84121704101562","74.84121704101562","74.84121704101562","143.5993194580078","143.5993194580078","143.5993194580078","44.19511032104492","44.19511032104492","44.19511032104492"
"5699","72.66385650634766","72.66385650634766","72.66385650634766","139.27383422851562","139.27383422851562","139.27383422851562","38.14103317260742","38.14103317260742","38.14103317260742","72.65204620361328","72.65204620361328","72.65204620361328","138.85855102539062","138.85855102539062","138.85855102539062","38.322391510009766","38.322391510009766","38.322391510009766"
"5729","67.19448852539062","67.19448852539062","67.19448852539062","127.10491943359375","127.10491943359375","127.10491943359375","51.39344024658203","51.39344024658203","51.39344024658203","67.01412963867188","67.01412963867188","67.01412963867188","126.53196716308594","126.53196716308594","126.53196716308594","51.55121994018555","51.55121994018555","51.55121994018555"
"5759","69.81039428710938","69.81039428710938","69.81039428710938","129.73435974121094","129.73435974121094","129.73435974121094","37.94779586791992","37.94779586791992","37.94779586791992","69.7950210571289","69.7950210571289","69.7950210571289","129.59385681152344","129.59385681152344","129.59385681152344","38.00566482543945","38.00566482543945","38.00566482543945"
"5789","66.63790130615234","66.63790130615234","66.63790130615234","131.3844451904297","131.3844451904297","131.3844451904297","40.21475601196289","40.21475601196289","40.21475601196289","66.56990051269531","66.56990051269531","66.56990051269531","130.28668212890625","130.28668212890625","130.28668212890625","40.22368621826172","40.22368621826172","40.22368621826172"
"5819","68.97220611572266","68.97220611572266","68.97220611572266","135.2561798095703","135.2561798095703","135.2561798095703","41.10792922973633","41.10792922973633","41.10792922973633","68.80299377441406","68.80299377441406","68.80299377441406","134.32501220703125","134.32501220703125","134.32501220703125","40.991966247558594","40.991966247558594","40.991966247558594"
"5849","67.6243896484375","67.6243896484375","67.6243896484375","136.7811737060547","136.7811737060547","136.7811737060547","41.947593688964844","41.947593688964844","41.947593688964844","67.47462463378906","67.47462463378906","67.47462463378906","135.9167022705078","135.9167022705078","135.9167022705078","41.69562530517578","41.69562530517578","41.69562530517578"
"5879","73.10108947753906","73.10108947753906","73.10108947753906","130.37351989746094","130.37351989746094","130.37351989746094","43.59563446044922","43.59563446044922","43.59563446044922","72.97928619384766","72.97928619384766","72.97928619384766","129.0144500732422","129.0144500732422","129.0144500732422","43.51459503173828","43.51459503173828","43.51459503173828"
"5909","68.37208557128906","68.37208557128906","68.37208557128906","140.5197296142578","140.5197296142578","140.5197296142578","43.648685455322266","43.648685455322266","43.648685455322266","68.40360260009766","68.40360260009766","68.40360260009766","139.95413208007812","139.95413208007812","139.95413208007812","43.69220733642578","43.69220733642578","43.69220733642578"
"5939","67.44820404052734","67.44820404052734","67.44820404052734","132.92425537109375","132.92425537109375","132.92425537109375","47.18510818481445","47.18510818481445","47.18510818481445","67.59688568115234","67.59688568115234","67.59688568115234","132.45291137695312","132.45291137695312","132.45291137695312","47.35196304321289","47.35196304321289","47.35196304321289"
"5969","70.07891845703125","70.07891845703125","70.07891845703125","132.4550018310547","132.4550018310547","132.4550018310547","43.99972915649414","43.99972915649414","43.99972915649414","70.03776550292969","70.03776550292969","70.03776550292969","131.74078369140625","131.74078369140625","131.74078369140625","44.04914855957031","44.04914855957031","44.04914855957031"
"5999","68.35297393798828","68.35297393798828","68.35297393798828","126.47945404052734","126.47945404052734","126.47945404052734","43.04039764404297","43.04039764404297","43.04039764404297","68.41814422607422","68.41814422607422","68.41814422607422","125.9934310913086","125.9934310913086","125.9934310913086","43.065364837646484","43.065364837646484","43.065364837646484"
"6029","60.5781135559082","60.5781135559082","60.5781135559082","119.56763458251953","119.56763458251953","119.56763458251953","32.65930938720703","32.65930938720703","32.65930938720703","60.49346160888672","60.49346160888672","60.49346160888672","118.89366912841797","118.89366912841797","118.89366912841797","32.61187744140625","32.61187744140625","32.61187744140625"
"6059","71.46627807617188","71.46627807617188","71.46627807617188","136.66534423828125","136.66534423828125","136.66534423828125","33.77638244628906","33.77638244628906","33.77638244628906","71.44725799560547","71.44725799560547","71.44725799560547","135.53878784179688","135.53878784179688","135.53878784179688","33.682029724121094","33.682029724121094","33.682029724121094"
"6089","67.12471771240234","67.12471771240234","67.12471771240234","128.5705108642578","128.5705108642578","128.5705108642578","34.17666244506836","34.17666244506836","34.17666244506836","67.24909210205078","67.24909210205078","67.24909210205078","128.24002075195312","128.24002075195312","128.24002075195312","34.04130935668945","34.04130935668945","34.04130935668945"
"6119","62.45734405517578","62.45734405517578","62.45734405517578","111.33975219726562","111.33975219726562","111.33975219726562","27.133773803710938","27.133773803710938","27.133773803710938","62.393310546875","62.393310546875","62.393310546875","111.07210540771484","111.07210540771484","111.07210540771484","27.00951385498047","27.00951385498047","27.00951385498047"
"6149","60.08193588256836","60.08193588256836","60.08193588256836","123.19698333740234","123.19698333740234","123.19698333740234","38.507041931152344","38.507041931152344","38.507041931152344","59.93623733520508","59.93623733520508","59.93623733520508","122.55811309814453","122.55811309814453","122.55811309814453","38.54029083251953","38.54029083251953","38.54029083251953"
"6179","71.9464111328125","71.9464111328125","71.9464111328125","146.42530822753906","146.42530822753906","146.42530822753906","43.003700256347656","43.003700256347656","43.003700256347656","71.98486328125","71.98486328125","71.98486328125","145.8565216064453","145.8565216064453","145.8565216064453","42.88473129272461","42.88473129272461","42.88473129272461"
"6209","64.74950408935547","64.74950408935547","64.74950408935547","125.51458740234375","125.51458740234375","125.51458740234375","42.50655746459961","42.50655746459961","42.50655746459961","64.79652404785156","64.79652404785156","64.79652404785156","124.67213439941406","124.67213439941406","124.67213439941406","42.68246078491211","42.68246078491211","42.68246078491211"
"6239","73.96253967285156","73.96253967285156","73.96253967285156","142.56382751464844","142.56382751464844","142.56382751464844","45.83682632446289","45.83682632446289","45.83682632446289","73.74600982666016","73.74600982666016","73.74600982666016","141.15521240234375","141.15521240234375","141.15521240234375","46.12932586669922","46.12932586669922","46.12932586669922"
"6269","74.3620834350586","74.3620834350586","74.3620834350586","133.43899536132812","133.43899536132812","133.43899536132812","49.02519989013672","49.02519989013672","49.02519989013672","74.37469482421875","74.37469482421875","74.37469482421875","133.55751037597656","133.55751037597656","133.55751037597656","49.18877410888672","49.18877410888672","49.18877410888672"
"6299","71.4054946899414","71.4054946899414","71.4054946899414","141.2888641357422","141.2888641357422","141.2888641357422","45.24884796142578","45.24884796142578","45.24884796142578","71.2432861328125","71.2432861328125","71.2432861328125","140.2465362548828","140.2465362548828","140.2465362548828","45.19929504394531","45.19929504394531","45.19929504394531"
"6329","71.64571380615234","71.64571380615234","71.64571380615234","143.48983764648438","143.48983764648438","143.48983764648438","47.92616653442383","47.92616653442383","47.92616653442383","71.5890884399414","71.5890884399414","71.5890884399414","143.10067749023438","143.10067749023438","143.10067749023438","48.10176086425781","48.10176086425781","48.10176086425781"
"6359","70.65956115722656","70.65956115722656","70.65956115722656","140.2873992919922","140.2873992919922","140.2873992919922","46.36420440673828","46.36420440673828","46.36420440673828","70.64330291748047","70.64330291748047","70.64330291748047","139.986328125","139.986328125","139.986328125","46.450233459472656","46.450233459472656","46.450233459472656"
"6389","60.881248474121094","60.881248474121094","60.881248474121094","113.32969665527344","113.32969665527344","113.32969665527344","34.39264678955078","34.39264678955078","34.39264678955078","60.93365478515625","60.93365478515625","60.93365478515625","112.69060516357422","112.69060516357422","112.69060516357422","34.71074676513672","34.71074676513672","34.71074676513672"
"6419","67.46708679199219","67.46708679199219","67.46708679199219","129.76112365722656","129.76112365722656","129.76112365722656","48.13323211669922","48.13323211669922","48.13323211669922","67.22968292236328","67.22968292236328","67.22968292236328","129.42723083496094","129.42723083496094","129.42723083496094","48.10704040527344","48.10704040527344","48.10704040527344"
"6449","67.61933898925781","67.61933898925781","67.61933898925781","136.49668884277344","136.49668884277344","136.49668884277344","46.51934051513672","46.51934051513672","46.51934051513672","67.43351745605469","67.43351745605469","67.43351745605469","135.95274353027344","135.95274353027344","135.95274353027344","46.73887634277344","46.73887634277344","46.73887634277344"
